CCOMP96,CCOMP04,REG96A04,codcomp,personas
801026019,801026019,0,801026019,33
801026020,801026020,0,801026020,54
801026021,801026021,0,801026021,96
801026022,801026022,0,801026022,3
801026034,801026034,0,801026034,12
801026035,801026035,0,801026035,46
801026036,801026036,0,801026036,23
801026042,801026042,0,801026042,107
801027001,801027001,0,801027001,155
801027002,801027002,0,801027002,47
801027003,801027003,0,801027003,135
801027004,801027004,0,801027004,46
801027005,801027005,0,801027005,80
801027006,801027006,0,801027006,91
801027007,801027007,0,801027007,87
801027008,801027008,0,801027008,48
801027009,801027009,0,801027009,39
801027011,801027011,0,801027011,1
801027012,801027012,0,801027012,64
801027013,801027013,0,801027013,21
801027014,801027014,0,801027014,112
801027015,801027015,0,801027015,50
801027016,801027016,0,801027016,37
801027018,801027018,0,801027018,84
801028004,801028004,0,801028004,80
801028005,801028005,0,801028005,44
801028006,801028006,0,801028006,31
801028007,801028007,0,801028007,30
801028008,801028008,0,801028008,68
801028010,801028010,0,801028010,50
801028011,801028011,0,801028011,53
801028012,801028012,0,801028012,77
801028014,801028014,0,801028014,207
801028015,801028015,0,801028015,106
801028016,801028016,0,801028016,173
801028017,801028017,0,801028017,86
801028018,801028018,0,801028018,69
801028020,801028020,0,801028020,250
801028022,801028022,0,801028022,0
801028023,801028023,0,801028023,27
801028024,801028024,0,801028024,8
801028025,801028025,0,801028025,7
801028026,801028026,0,801028026,47
801028027,801028027,0,801028027,104
801028028,801028028,0,801028028,22
801028029,801028029,0,801028029,5
801028030,801028030,0,801028030,23
801028032,801028032,0,801028032,29
801028121,801028121,0,801028121,4
801028321,801028321,0,801028321,18
801029001,801029001,0,801029001,69
801029002,801029002,0,801029002,45
801029003,801029003,0,801029003,36
801029004,801029004,0,801029004,61
801029005,801029005,0,801029005,73
801029006,801029006,0,801029006,79
801029007,801029007,0,801029007,87
801029009,801029009,0,801029009,41
801029010,801029010,0,801029010,119
801029011,801029011,0,801029011,166
801029014,801029014,0,801029014,44
801029015,801029015,0,801029015,40
801029016,801029016,0,801029016,187
801029017,801029017,0,801029017,19
801029018,801029018,0,801029018,45
801029019,801029019,0,801029019,4
801030001,801030001,0,801030001,54
801030002,801030002,0,801030002,8
801030005,801030005,0,801030005,67
801030006,801030006,0,801030006,31
801030008,801030008,0,801030008,75
801030009,801030009,0,801030009,58
801030012,801030012,0,801030012,96
801030013,801030013,0,801030013,84
801030014,801030014,0,801030014,78
805103001,805103001,0,805103001,18
805103002,805103002,0,805103002,72
805103004,805103004,0,805103004,39
805103005,805103005,0,805103005,2
810001001,810001001,0,810001001,16
810001002,810001002,0,810001002,19
810001003,810001003,0,810001003,5
810001004,810001004,0,810001004,27
810001006,810001006,0,810001006,28
810001008,810001008,0,810001008,2
810001009,810001009,0,810001009,26
810001010,810001010,0,810001010,45
810001011,810001011,0,810001011,96
810001012,810001012,0,810001012,17
810001013,810001013,0,810001013,8
810001014,810001014,0,810001014,19
810001015,810001015,0,810001015,46
810001016,810001016,0,810001016,17
810001017,810001017,0,810001017,38
810001018,810001018,0,810001018,28
810001019,810001019,0,810001019,49
810001020,810001020,0,810001020,27
810001021,810001021,0,810001021,31
810001022,810001022,0,810001022,35
810001023,810001023,0,810001023,26
810001024,810001024,0,810001024,48
810001025,810001025,0,810001025,16
810001026,810001026,0,810001026,14
810001027,810001027,0,810001027,61
810001028,810001028,0,810001028,60
810001029,810001029,0,810001029,80
810001030,810001030,0,810001030,62
810001032,810001032,0,810001032,54
810001033,810001033,0,810001033,21
810002001,810002001,0,810002001,18
810002002,810002002,0,810002002,61
810002003,810002003,0,810002003,37
810002004,810002004,0,810002004,94
810002005,810002005,0,810002005,57
810002006,810002006,0,810002006,15
810002007,810002007,0,810002007,16
810002008,810002008,0,810002008,26
810002009,810002009,0,810002009,51
810002010,810002010,0,810002010,56
810002011,810002011,0,810002011,58
810002012,810002012,0,810002012,59
810002013,810002013,0,810002013,70
810002014,810002014,0,810002014,13
810002015,810002015,0,810002015,14
810002016,810002016,0,810002016,44
810002017,810002017,0,810002017,43
810002018,810002018,0,810002018,75
810002019,810002019,0,810002019,74
810002020,810002020,0,810002020,54
810002021,810002021,0,810002021,72
810002022,810002022,0,810002022,41
810002023,810002023,0,810002023,19
810002025,810002025,0,810002025,53
810002026,810002026,0,810002026,11
810003001,810003001,0,810003001,61
810003002,810003002,0,810003002,11
810003003,810003003,0,810003003,40
810003004,810003004,0,810003004,96
810003005,810003005,0,810003005,51
810003006,810003006,0,810003006,28
810003007,810003007,0,810003007,17
810003009,810003009,0,810003009,9
810003010,810003010,0,810003010,1
810003011,810003011,0,810003011,58
810003012,810003012,0,810003012,29
810003013,810003013,0,810003013,26
810003014,810003014,0,810003014,11
810003015,810003015,0,810003015,54
810003016,810003016,0,810003016,29
810003017,810003017,0,810003017,51
810003018,810003018,0,810003018,42
810003019,810003019,0,810003019,30
810003020,810003020,0,810003020,38
810003021,810003021,0,810003021,55
810003022,810003022,0,810003022,3
810004002,810004002,0,810004002,12
810004003,810004003,0,810004003,31
810004004,810004004,0,810004004,18
810004005,810004005,0,810004005,6
810004006,810004006,0,810004006,5
810004007,810004007,0,810004007,24
810004008,810004008,0,810004008,50
810004009,810004009,0,810004009,49
810004010,810004010,0,810004010,83
810004011,810004011,0,810004011,19
810004012,810004012,0,810004012,29
810004013,810004013,0,810004013,33
810004014,810004014,0,810004014,41
810004015,810004015,0,810004015,45
810004016,810004016,0,810004016,39
810004017,810004017,0,810004017,62
810004018,810004018,0,810004018,27
810004019,810004019,0,810004019,25
810004020,810004020,0,810004020,28
810004021,810004021,0,810004021,40
810004022,810004022,0,810004022,45
810004023,810004023,0,810004023,26
810004024,810004024,0,810004024,38
810004025,810004025,0,810004025,1
810004026,810004026,0,810004026,50
810004027,810004027,0,810004027,32
810005001,810005001,0,810005001,31
810005002,810005002,0,810005002,30
810005003,810005003,0,810005003,45
810005004,810005004,0,810005004,51
810005005,810005005,0,810005005,25
810005007,810005007,0,810005007,45
810005008,810005008,0,810005008,25
810005009,810005009,0,810005009,69
810005010,810005010,0,810005010,64
810005011,810005011,0,810005011,45
810005012,810005012,0,810005012,35
810005013,810005013,0,810005013,68
810005014,810005014,0,810005014,80
810005015,810005015,0,810005015,70
810005016,810005016,0,810005016,39
810005017,810005017,0,810005017,28
810005018,810005018,0,810005018,32
810005019,810005019,0,810005019,19
810005020,810005020,0,810005020,44
810005021,810005021,0,810005021,39
810005022,810005022,0,810005022,29
810005023,810005023,0,810005023,16
810005024,810005024,0,810005024,11
810005025,810005025,0,810005025,56
810006003,810006003,0,810006003,2
810006006,810006006,0,810006006,28
810006007,810006007,0,810006007,48
810006008,810006008,0,810006008,54
810006009,810006009,0,810006009,63
810006010,810006010,0,810006010,66
810006011,810006011,0,810006011,49
810006012,810006012,0,810006012,56
810006013,810006013,0,810006013,36
810006014,810006014,0,810006014,85
810006015,810006015,0,810006015,62
810006016,810006016,0,810006016,52
810006017,810006017,0,810006017,33
810006019,810006019,0,810006019,43
810006020,810006020,0,810006020,43
810006021,810006021,0,810006021,49
810006022,810006022,0,810006022,59
802009001,802009001,0,802009001,31
802009002,802009002,0,802009002,8
802009003,802009003,0,802009003,11
802009004,802009004,0,802009004,12
802009005,802009005,0,802009005,39
802009006,802009006,0,802009006,12
802009007,802009007,0,802009007,16
802009010,802009010,0,802009010,9
802009012,802009012,0,802009012,23
802009013,802009013,0,802009013,26
802009014,802009014,0,802009014,20
802009015,802009015,0,802009015,3
802106015,802106015,0,802106015,43
802106016,802106016,0,802106016,24
802106017,802106017,0,802106017,28
802106018,802106018,0,802106018,21
802106019,802106019,0,802106019,48
802106020,802106020,0,802106020,21
802106021,802106021,0,802106021,42
802106024,802106024,0,802106024,46
802106025,802106025,0,802106025,26
802106026,802106026,0,802106026,52
802106027,802106027,0,802106027,8
802106028,802106028,0,802106028,4
802106029,802106029,0,802106029,15
802106030,802106030,0,802106030,28
802106031,802106031,0,802106031,23
802107005,802107005,0,802107005,2
802107006,802107006,0,802107006,15
802107007,802107007,0,802107007,12
802107009,802107009,0,802107009,1
802107010,802107010,0,802107010,6
802107011,802107011,0,802107011,10
802107012,802107012,0,802107012,16
802107013,802107013,0,802107013,3
802107014,802107014,0,802107014,5
802107015,802107015,0,802107015,27
802107037,802107037,0,802107037,76
802107039,802107039,0,802107039,64
802107040,802107040,0,802107040,59
802107041,802107041,0,802107041,54
802107042,802107042,0,802107042,22
802107043,802107043,0,802107043,0
802107046,802107046,0,802107046,61
802107245,802107245,0,802107245,17
802108005,802108005,0,802108005,14
802108006,802108006,0,802108006,14
802108007,802108007,0,802108007,20
802108008,802108008,0,802108008,9
802108009,802108009,0,802108009,25
802108010,802108010,0,802108010,35
802108011,802108011,0,802108011,24
802108012,802108012,0,802108012,26
802108019,802108019,0,802108019,13
802108020,802108020,0,802108020,11
802108021,802108021,0,802108021,41
802108022,802108022,0,802108022,24
802108023,802108023,0,802108023,3
802108024,802108024,0,802108024,23
802108025,802108025,0,802108025,33
802108026,802108026,0,802108026,53
802206001,802206001,0,802206001,3
802206004,802206004,0,802206004,22
802206005,802206005,0,802206005,12
802206007,802206007,0,802206007,5
802206008,802206008,0,802206008,18
802206009,802206009,0,802206009,14
802206011,802206011,0,802206011,15
802206013,802206013,0,802206013,43
802206022,802206022,0,802206022,51
802206023,802206023,0,802206023,26
802206032,802206032,0,802206032,27
802206033,802206033,0,802206033,25
802206034,802206034,0,802206034,70
802206035,802206035,0,802206035,21
802207017,802207017,0,802207017,12
802207018,802207018,0,802207018,21
802207019,802207019,0,802207019,16
802207020,802207020,0,802207020,50
802207021,802207021,0,802207021,13
802207022,802207022,0,802207022,12
802207023,802207023,0,802207023,42
802207024,802207024,0,802207024,11
802207025,802207025,0,802207025,52
802207026,802207026,0,802207026,46
802207027,802207027,0,802207027,27
802207028,802207028,0,802207028,2
802207029,802207029,0,802207029,15
802207030,802207030,0,802207030,39
802207031,802207031,0,802207031,39
802207032,802207032,0,802207032,33
802207033,802207033,0,802207033,29
802207034,802207034,0,802207034,43
802207035,802207035,0,802207035,7
802208001,802208001,0,802208001,13
802208002,802208002,0,802208002,20
802208003,802208003,0,802208003,10
802208004,802208004,0,802208004,9
802208013,802208013,0,802208013,20
802208014,802208014,0,802208014,17
802208015,802208015,0,802208015,36
802208016,802208016,0,802208016,6
802208017,802208017,0,802208017,7
802208018,802208018,0,802208018,14
802208027,802208027,0,802208027,50
802208028,802208028,0,802208028,31
802208029,802208029,0,802208029,42
813101012,813101012,0,813101012,10
813101013,813101013,0,813101013,10
813101018,813101018,0,813101018,14
813101019,813101019,0,813101019,11
813101020,813101020,0,813101020,19
813101021,813101021,0,813101021,34
813101023,813101023,0,813101023,39
813101024,813101024,0,813101024,28
813101025,813101025,0,813101025,11
813101026,813101026,0,813101026,12
813101027,813101027,0,813101027,12
813101028,813101028,0,813101028,13
813101029,813101029,0,813101029,9
813101030,813101030,0,813101030,17
813101031,813101031,0,813101031,18
813101032,813101032,0,813101032,21
813101033,813101033,0,813101033,14
813101034,813101034,0,813101034,46
813101035,813101035,0,813101035,14
813101036,813101036,0,813101036,6
813101037,813101037,0,813101037,13
813101039,813101039,0,813101039,10
813102001,813102001,0,813102001,14
813102002,813102002,0,813102002,20
813102003,813102003,0,813102003,27
813102004,813102004,0,813102004,22
813102005,813102005,0,813102005,11
813102009,813102009,0,813102009,6
813102010,813102010,0,813102010,5
813102011,813102011,0,813102011,17
813102012,813102012,0,813102012,9
813102013,813102013,0,813102013,6
813102016,813102016,0,813102016,7
813201002,813201002,0,813201002,8
813201003,813201003,0,813201003,26
813201004,813201004,0,813201004,44
813201006,813201006,0,813201006,29
813201007,813201007,0,813201007,24
813201008,813201008,0,813201008,21
813201009,813201009,0,813201009,56
813201010,813201010,0,813201010,55
813201014,813201014,0,813201014,8
813201015,813201015,0,813201015,19
813201016,813201016,0,813201016,23
813201022,813201022,0,813201022,16
813201040,813201040,0,813201040,21
813201041,813201041,0,813201041,56
813201042,813201042,0,813201042,36
813201043,813201043,0,813201043,16
813201044,813201044,0,813201044,10
813201045,813201045,0,813201045,36
813201046,813201046,0,813201046,23
813201047,813201047,0,813201047,16
813202020,813202020,0,813202020,5
813202021,813202021,0,813202021,21
813202022,813202022,0,813202022,25
813202023,813202023,0,813202023,1
813202024,813202024,0,813202024,41
813202025,813202025,0,813202025,19
813202026,813202026,0,813202026,7
813202027,813202027,0,813202027,16
813202028,813202028,0,813202028,44
802002001,802002001,0,802002001,48
802002002,802002002,0,802002002,25
802002003,802002003,0,802002003,29
802002004,802002004,0,802002004,12
802002005,802002005,0,802002005,6
802002006,802002006,0,802002006,11
802002009,802002009,0,802002009,46
802002010,802002010,0,802002010,17
802002011,802002011,0,802002011,19
802002012,802002012,0,802002012,29
802002013,802002013,0,802002013,29
802002014,802002014,0,802002014,8
802002015,802002015,0,802002015,6
802002016,802002016,0,802002016,23
802002017,802002017,0,802002017,12
802002018,802002018,0,802002018,6
802003001,802003001,0,802003001,18
802003002,802003002,0,802003002,26
802003003,802003003,0,802003003,9
802003004,802003004,0,802003004,39
802003005,802003005,0,802003005,74
802003006,802003006,0,802003006,25
802003007,802003007,0,802003007,22
802003008,802003008,0,802003008,34
802003009,802003009,0,802003009,51
802003010,802003010,0,802003010,44
802003011,802003011,0,802003011,17
802003012,802003012,0,802003012,4
802003013,802003013,0,802003013,4
802003014,802003014,0,802003014,1
802004001,802004001,0,802004001,30
802004002,802004002,0,802004002,20
802004003,802004003,0,802004003,24
802004004,802004004,0,802004004,13
802004005,802004005,0,802004005,3
802004006,802004006,0,802004006,13
802004008,802004008,0,802004008,18
802004009,802004009,0,802004009,38
802004010,802004010,0,802004010,31
802004011,802004011,0,802004011,21
802004012,802004012,0,802004012,21
802004013,802004013,0,802004013,6
802004014,802004014,0,802004014,16
802004015,802004015,0,802004015,38
802004016,802004016,0,802004016,22
802004018,802004018,0,802004018,11
802004019,802004019,0,802004019,56
802004020,802004020,0,802004020,36
802004021,802004021,0,802004021,7
802004023,802004023,0,802004023,60
802004024,802004024,0,802004024,27
802004026,802004026,0,802004026,27
802004027,802004027,0,802004027,52
802004030,802004030,0,802004030,14
802004031,802004031,0,802004031,37
802004032,802004032,0,802004032,20
802004033,802004033,0,802004033,32
802004034,802004034,0,802004034,17
802004035,802004035,0,802004035,1
802004038,802004038,0,802004038,110
802005005,802005005,0,802005005,51
802005006,802005006,0,802005006,43
802005007,802005007,0,802005007,24
802005008,802005008,0,802005008,12
802005009,802005009,0,802005009,21
802005011,802005011,0,802005011,52
802005012,802005012,0,802005012,24
802005013,802005013,0,802005013,41
802005015,802005015,0,802005015,33
802005016,802005016,0,802005016,34
802005017,802005017,0,802005017,45
802005018,802005018,0,802005018,70
813104010,813104010,0,813104010,8
813104011,813104011,0,813104011,15
813104013,813104013,0,813104013,5
813104014,813104014,0,813104014,7
813104016,813104016,0,813104016,11
813104017,813104017,0,813104017,13
813104018,813104018,0,813104018,11
813104019,813104019,0,813104019,32
813104020,813104020,0,813104020,52
813104021,813104021,0,813104021,17
813104022,813104022,0,813104022,14
813104023,813104023,0,813104023,35
813104024,813104024,0,813104024,20
813105001,813105001,0,813105001,11
813105003,813105003,0,813105003,29
813105004,813105004,0,813105004,21
813105005,813105005,0,813105005,2
813105006,813105006,0,813105006,10
813105007,813105007,0,813105007,36
813105008,813105008,0,813105008,9
813105009,813105009,0,813105009,33
813105010,813105010,0,813105010,30
813105011,813105011,0,813105011,29
813105012,813105012,0,813105012,15
813105013,813105013,0,813105013,22
813105014,813105014,0,813105014,43
813105015,813105015,0,813105015,30
813105017,813105017,0,813105017,3
813105018,813105018,0,813105018,25
813105019,813105019,0,813105019,12
813105020,813105020,0,813105020,9
813105021,813105021,0,813105021,16
813105022,813105022,0,813105022,13
813105023,813105023,0,813105023,15
813105024,813105024,0,813105024,50
813105025,813105025,0,813105025,22
813105026,813105026,0,813105026,47
813105027,813105027,0,813105027,12
813105028,813105028,0,813105028,21
813105029,813105029,0,813105029,3
813107003,813107003,0,813107003,12
813107004,813107004,0,813107004,9
813107005,813107005,0,813107005,6
813107006,813107006,0,813107006,22
813107007,813107007,0,813107007,14
813107008,813107008,0,813107008,4
813107009,813107009,0,813107009,8
813107010,813107010,0,813107010,8
813107012,813107012,0,813107012,0
813107013,813107013,0,813107013,16
813107014,813107014,0,813107014,1
813107015,813107015,0,813107015,8
813107018,813107018,0,813107018,12
813107019,813107019,0,813107019,9
813107020,813107020,0,813107020,10
813107021,813107021,0,813107021,4
813107022,813107022,0,813107022,1
813107023,813107023,0,813107023,5
813204025,813204025,0,813204025,4
813204027,813204027,0,813204027,2
813204042,813204042,0,813204042,7
813204043,813204043,0,813204043,0
813204044,813204044,0,813204044,8
813204045,813204045,0,813204045,15
813204046,813204046,0,813204046,9
813204047,813204047,0,813204047,18
813204048,813204048,0,813204048,4
813204049,813204049,0,813204049,6
813204050,813204050,0,813204050,64
813204064,813204064,0,813204064,53
813204065,813204065,0,813204065,77
813204066,813204066,0,813204066,14
813204067,813204067,0,813204067,3
813204068,813204068,0,813204068,3
813204069,813204069,0,813204069,13
813204070,813204070,0,813204070,20
813204071,813204071,0,813204071,3
813204072,813204072,0,813204072,16
813204073,813204073,0,813204073,6
813204084,813204084,0,813204084,17
813204085,813204085,0,813204085,6
813204087,813204087,0,813204087,14
813204088,813204088,0,813204088,14
813204089,813204089,0,813204089,5
813204090,813204090,0,813204090,0
813205030,813205030,0,813205030,7
813205031,813205031,0,813205031,37
813205032,813205032,0,813205032,63
813205033,813205033,0,813205033,35
813205034,813205034,0,813205034,19
813205035,813205035,0,813205035,27
813205036,813205036,0,813205036,0
813205038,813205038,0,813205038,16
813205039,813205039,0,813205039,19
813205040,813205040,0,813205040,5
813205041,813205041,0,813205041,5
813205042,813205042,0,813205042,3
813205043,813205043,0,813205043,23
813205045,813205045,0,813205045,4
813205047,813205047,0,813205047,9
813205049,813205049,0,813205049,1
813207028,813207028,0,813207028,1
813207031,813207031,0,813207031,4
813207032,813207032,0,813207032,2
813207151,813207151,0,813207151,16
813304003,813304003,0,813304003,10
813304030,813304030,0,813304030,10
813304035,813304035,0,813304035,1
813304037,813304037,0,813304037,13
813304054,813304054,0,813304054,6
813304056,813304056,0,813304056,0
813304059,813304059,0,813304059,13
813304077,813304077,0,813304077,3
813304079,813304079,0,813304079,1
813304081,813304081,0,813304081,8
813304082,813304082,0,813304082,3
813304083,813304083,0,813304083,5
812002001,812002001,0,812002001,54
812002002,812002002,0,812002002,26
812002003,812002003,0,812002003,10
812002004,812002004,0,812002004,32
812002005,812002005,0,812002005,42
812002006,812002006,0,812002006,7
812002007,812002007,0,812002007,40
812002009,812002009,0,812002009,26
812002010,812002010,0,812002010,25
812002011,812002011,0,812002011,51
812002012,812002012,0,812002012,27
812002013,812002013,0,812002013,27
812002014,812002014,0,812002014,35
812002015,812002015,0,812002015,11
812002016,812002016,0,812002016,64
812002017,812002017,0,812002017,37
812002018,812002018,0,812002018,17
812002021,812002021,0,812002021,7
812002022,812002022,0,812002022,76
812002023,812002023,0,812002023,41
812003001,812003001,0,812003001,45
812003002,812003002,0,812003002,2
812003003,812003003,0,812003003,24
812003004,812003004,0,812003004,39
812003005,812003005,0,812003005,21
812003006,812003006,0,812003006,26
812003007,812003007,0,812003007,27
812003008,812003008,0,812003008,19
812003010,812003010,0,812003010,10
812003011,812003011,0,812003011,8
812003012,812003012,0,812003012,14
812003013,812003013,0,812003013,20
812003014,812003014,0,812003014,10
812003015,812003015,0,812003015,10
812003016,812003016,0,812003016,40
812003018,812003018,0,812003018,18
812003019,812003019,0,812003019,25
812003020,812003020,0,812003020,8
812003021,812003021,0,812003021,8
812003022,812003022,0,812003022,74
812003023,812003023,0,812003023,8
812003024,812003024,0,812003024,30
812101005,812101005,0,812101005,20
812101006,812101006,0,812101006,15
812101009,812101009,0,812101009,11
812101011,812101011,0,812101011,11
812101015,812101015,0,812101015,6
812101016,812101016,0,812101016,31
812101017,812101017,0,812101017,3
812101018,812101018,0,812101018,5
812101023,812101023,0,812101023,16
812101026,812101026,0,812101026,14
812101033,812101033,0,812101033,25
812104001,812104001,0,812104001,27
812104002,812104002,0,812104002,11
812104003,812104003,0,812104003,34
812104004,812104004,0,812104004,10
812104005,812104005,0,812104005,20
812104006,812104006,0,812104006,33
812104011,812104011,0,812104011,4
812104012,812104012,0,812104012,19
812104013,812104013,0,812104013,6
812104014,812104014,0,812104014,12
812104030,812104030,0,812104030,0
812201003,812201003,0,812201003,2
812201004,812201004,0,812201004,8
812201012,812201012,0,812201012,20
812201014,812201014,0,812201014,14
812201019,812201019,0,812201019,48
812201021,812201021,0,812201021,11
812201022,812201022,0,812201022,5
812201027,812201027,0,812201027,2
812201029,812201029,0,812201029,5
812201030,812201030,0,812201030,32
812201031,812201031,0,812201031,6
812204007,812204007,0,812204007,9
812204008,812204008,0,812204008,17
812204009,812204009,0,812204009,18
812204010,812204010,0,812204010,33
812204018,812204018,0,812204018,47
812204021,812204021,0,812204021,38
812204022,812204022,0,812204022,5
812204024,812204024,0,812204024,62
812204025,812204025,0,812204025,20
812204030,812204030,0,812204030,54
812204037,812204037,0,812204037,1
809101001,809101001,0,809101001,30
809101002,809101002,0,809101002,6
809101003,809101003,0,809101003,12
809101004,809101004,0,809101004,15
809101005,809101005,0,809101005,15
809101006,809101006,0,809101006,11
809101007,809101007,0,809101007,4
809101009,809101009,0,809101009,19
809101012,809101012,0,809101012,14
809101013,809101013,0,809101013,11
809101014,809101014,0,809101014,14
809101016,809101016,0,809101016,24
809101017,809101017,0,809101017,25
809101018,809101018,0,809101018,69
809101019,809101019,0,809101019,12
809101020,809101020,0,809101020,9
809101021,809101021,0,809101021,23
809101023,809101023,0,809101023,39
809101025,809101025,0,809101025,18
809101042,809101042,0,809101042,63
809101044,809101044,0,809101044,37
809101045,809101045,0,809101045,22
809101046,809101046,0,809101046,4
809101047,809101047,0,809101047,28
809101049,809101049,0,809101049,35
809101050,809101050,0,809101050,23
809102002,809102002,0,809102002,25
809102003,809102003,0,809102003,34
809102004,809102004,0,809102004,30
809102005,809102005,0,809102005,25
809102006,809102006,0,809102006,33
809102007,809102007,0,809102007,51
809102008,809102008,0,809102008,24
809102009,809102009,0,809102009,23
809102010,809102010,0,809102010,14
809201011,809201011,0,809201011,51
809201022,809201022,0,809201022,4
809201027,809201027,0,809201027,35
809201032,809201032,0,809201032,11
809201033,809201033,0,809201033,24
809201034,809201034,0,809201034,38
809201039,809201039,0,809201039,15
809201040,809201040,0,809201040,15
809201041,809201041,0,809201041,29
809201043,809201043,0,809201043,12
809201142,809201142,0,809201142,18
809201242,809201242,0,809201242,5
809201028,809201803,0,809201028,15
807101001,807101001,0,807101001,2
807101002,807101002,0,807101002,4
807101003,807101003,0,807101003,5
807101004,807101004,0,807101004,28
807101005,807101005,0,807101005,18
807101008,807101008,0,807101008,15
807101009,807101009,0,807101009,18
807101010,807101010,0,807101010,4
807101011,807101011,0,807101011,0
807101012,807101012,0,807101012,4
807101013,807101013,0,807101013,4
807101014,807101014,0,807101014,2
807101020,807101020,0,807101020,3
807101021,807101021,0,807101021,15
807101022,807101022,0,807101022,16
807101051,807101051,0,807101051,34
807101052,807101052,0,807101052,24
807101056,807101056,0,807101056,11
807101057,807101057,0,807101057,19
807101058,807101058,0,807101058,22
807101059,807101059,0,807101059,13
807104001,807104001,0,807104001,26
807104003,807104003,0,807104003,9
807104005,807104005,0,807104005,11
807104006,807104006,0,807104006,10
807201015,807201015,0,807201015,6
807201016,807201016,0,807201016,1
807201017,807201017,0,807201017,18
807201024,807201024,0,807201024,12
807201025,807201025,0,807201025,0
807201026,807201026,0,807201026,21
807201027,807201027,0,807201027,26
807201030,807201030,0,807201030,18
807201031,807201031,0,807201031,2
807201032,807201032,0,807201032,8
807201033,807201033,0,807201033,11
807201034,807201034,0,807201034,0
807201035,807201035,0,807201035,24
807201037,807201037,0,807201037,10
807201038,807201038,0,807201038,6
807201039,807201039,0,807201039,36
807201040,807201040,0,807201040,34
807201041,807201041,0,807201041,15
807201042,807201042,0,807201042,13
807201043,807201043,0,807201043,19
807201044,807201044,0,807201044,15
807201045,807201045,0,807201045,5
807201046,807201046,0,807201046,17
807201047,807201047,0,807201047,20
807201048,807201048,0,807201048,11
807201050,807201050,0,807201050,6
807201060,807201060,0,807201060,21
807201061,807201061,0,807201061,28
803102005,803102005,0,803102005,11
803102006,803102006,0,803102006,30
803102007,803102007,0,803102007,19
803102008,803102008,0,803102008,5
803102010,803102010,0,803102010,15
803102011,803102011,0,803102011,27
803102022,803102022,0,803102022,14
803102023,803102023,0,803102023,13
803102024,803102024,0,803102024,14
803102025,803102025,0,803102025,15
803102026,803102026,0,803102026,18
803102027,803102027,0,803102027,35
803102030,803102030,0,803102030,20
803102031,803102031,0,803102031,45
803102032,803102032,0,803102032,36
803102033,803102033,0,803102033,39
803102034,803102034,0,803102034,42
803202003,803202003,0,803202003,13
803202004,803202004,0,803202004,22
803202013,803202013,0,803202013,27
803202014,803202014,0,803202014,21
803202015,803202015,0,803202015,19
803202016,803202016,0,803202016,23
803202017,803202017,0,803202017,3
803202018,803202018,0,803202018,17
803202030,803202030,0,803202030,19
803202031,803202031,0,803202031,18
803202032,803202032,0,803202032,15
803202033,803202033,0,803202033,12
803202034,803202034,0,803202034,10
803202035,803202035,0,803202035,0
803202036,803202036,0,803202036,19
803202037,803202037,0,803202037,11
804003001,804003001,0,804003001,1
804003002,804003002,0,804003002,10
804003003,804003003,0,804003003,7
804003004,804003004,0,804003004,33
804003005,804003005,0,804003005,45
804003006,804003006,0,804003006,12
804003007,804003007,0,804003007,36
804003008,804003008,0,804003008,26
804003010,804003010,0,804003010,4
804003011,804003011,0,804003011,16
804003012,804003012,0,804003012,56
804003013,804003013,0,804003013,30
804003014,804003014,0,804003014,19
804003015,804003015,0,804003015,35
804003016,804003016,0,804003016,40
804003017,804003017,0,804003017,3
804003018,804003018,0,804003018,14
804003019,804003019,0,804003019,22
804003020,804003020,0,804003020,17
804003021,804003021,0,804003021,36
804003022,804003022,0,804003022,10
804003023,804003023,0,804003023,90
804003024,804003024,0,804003024,43
804003025,804003025,0,804003025,47
804003026,804003026,0,804003026,21
804003027,804003027,0,804003027,12
804107001,804107001,0,804107001,36
804107002,804107002,0,804107002,29
804107003,804107003,0,804107003,27
804107004,804107004,0,804107004,30
804107005,804107005,0,804107005,21
804107006,804107006,0,804107006,29
804107007,804107007,0,804107007,15
804107008,804107008,0,804107008,0
804107009,804107009,0,804107009,18
804001001,804001001,0,804001001,6
804001002,804001002,0,804001002,9
804001003,804001003,0,804001003,25
804001004,804001004,0,804001004,9
804001006,804001006,0,804001006,44
804001008,804001008,0,804001008,17
804001009,804001009,0,804001009,11
804001010,804001010,0,804001010,3
804001011,804001011,0,804001011,16
804001012,804001012,0,804001012,33
804001013,804001013,0,804001013,35
804001014,804001014,0,804001014,20
804001015,804001015,0,804001015,15
804001016,804001016,0,804001016,20
804001017,804001017,0,804001017,33
804001018,804001018,0,804001018,13
804001019,804001019,0,804001019,10
804001020,804001020,0,804001020,30
804001021,804001021,0,804001021,16
804001022,804001022,0,804001022,31
804001023,804001023,0,804001023,32
804001024,804001024,0,804001024,23
804001025,804001025,0,804001025,5
804001026,804001026,0,804001026,17
804001027,804001027,0,804001027,16
804001028,804001028,0,804001028,16
802101003,802101003,0,802101003,3
802101010,802101010,0,802101010,1
802101011,802101011,0,802101011,13
802101012,802101012,0,802101012,9
802101014,802101014,0,802101014,6
802101015,802101015,0,802101015,9
802101016,802101016,0,802101016,7
802101023,802101023,0,802101023,0
802101024,802101024,0,802101024,15
802101025,802101025,0,802101025,2
802101026,802101026,0,802101026,3
802101027,802101027,0,802101027,16
