CCOMP96,CCOMP04,REG96A04,codcomp,personas
309002023,309002023,0,309002023,9
309002025,309002025,0,309002025,49
309003002,309003002,0,309003002,48
309003003,309003003,0,309003003,55
309003004,309003004,0,309003004,40
309003005,309003005,0,309003005,42
309003006,309003006,0,309003006,17
309003007,309003007,0,309003007,43
309003008,309003008,0,309003008,64
309003009,309003009,0,309003009,72
309003010,309003010,0,309003010,32
309003011,309003011,0,309003011,29
309003012,309003012,0,309003012,36
309003013,309003013,0,309003013,49
309101001,309101001,0,309101001,48
309101002,309101002,0,309101002,15
309101006,309101006,0,309101006,35
309101007,309101007,0,309101007,44
309101008,309101008,0,309101008,17
309101009,309101009,0,309101009,1
309101010,309101010,0,309101010,7
309101011,309101011,0,309101011,41
309101012,309101012,0,309101012,38
309101013,309101013,0,309101013,20
309101021,309101021,0,309101021,20
309101022,309101022,0,309101022,25
309101023,309101023,0,309101023,39
309101024,309101024,0,309101024,10
309101025,309101025,0,309101025,23
309101026,309101026,0,309101026,10
309101027,309101027,0,309101027,17
309101028,309101028,0,309101028,38
309101039,309101039,0,309101039,18
309101040,309101040,0,309101040,16
309101041,309101041,0,309101041,18
309201003,309201003,0,309201003,14
309201004,309201004,0,309201004,5
309201005,309201005,0,309201005,32
309201014,309201014,0,309201014,25
309201015,309201015,0,309201015,34
309201016,309201016,0,309201016,37
309201017,309201017,0,309201017,1
309201018,309201018,0,309201018,53
309201019,309201019,0,309201019,19
309201029,309201029,0,309201029,38
309201030,309201030,0,309201030,34
309201031,309201031,0,309201031,38
309201032,309201032,0,309201032,24
309201033,309201033,0,309201033,30
309201035,309201035,0,309201035,11
309201036,309201036,0,309201036,21
309201037,309201037,0,309201037,23
309201038,309201038,0,309201038,16
317100030,317100030,0,317100030,19
317100044,317100044,0,317100044,23
317100045,317100045,0,317100045,11
317100048,317100048,0,317100048,29
317100049,317100049,0,317100049,22
317100050,317100050,0,317100050,0
317100051,317100051,0,317100051,0
317100052,317100052,0,317100052,0
317100053,317100053,0,317100053,13
317100054,317100054,0,317100054,11
317100055,317100055,0,317100055,7
317100056,317100056,0,317100056,8
317100058,317100058,0,317100058,23
317100059,317100059,0,317100059,17
317100060,317100060,0,317100060,13
317100061,317100061,0,317100061,11
317100062,317100062,0,317100062,16
317100077,317100077,0,317100077,27
317100078,317100078,0,317100078,16
317100079,317100079,0,317100079,23
317100080,317100080,0,317100080,21
317100081,317100081,0,317100081,9
317100083,317100083,0,317100083,11
317100084,317100084,0,317100084,8
317100086,317100800,0,317100086,24
317101001,317101001,0,317101001,12
317101002,317101002,0,317101002,12
317101003,317101003,0,317101003,2
317101004,317101004,0,317101004,9
317101011,317101011,0,317101011,7
317101012,317101012,0,317101012,14
317101013,317101013,0,317101013,2
317101014,317101014,0,317101014,3
317101015,317101015,0,317101015,13
317101016,317101016,0,317101016,1
317101017,317101017,0,317101017,1
317101018,317101018,0,317101018,12
317166001,317166001,0,317166001,3
317166002,317166002,0,317166002,21
317166003,317166003,0,317166003,17
317166004,317166004,0,317166004,30
317166005,317166005,0,317166005,40
317166006,317166006,0,317166006,7
317166007,317166007,0,317166007,12
317166008,317166008,0,317166008,3
317166009,317166009,0,317166009,6
317166010,317166010,0,317166010,8
317166011,317166011,0,317166011,16
317166012,317166012,0,317166012,67
317166013,317166013,0,317166013,11
317166014,317166014,0,317166014,29
317166015,317166015,0,317166015,10
317166016,317166016,0,317166016,3
317166017,317166017,0,317166017,6
317166018,317166018,0,317166018,2
317166019,317166019,0,317166019,7
317166021,317166021,0,317166021,0
317166025,317166025,0,317166025,18
317166026,317166026,0,317166026,7
317166031,317166031,0,317166031,14
317167001,317167001,0,317167001,14
317167002,317167002,0,317167002,0
317167003,317167003,0,317167003,0
317167004,317167004,0,317167004,6
317167005,317167005,0,317167005,9
317167006,317167006,0,317167006,9
317167007,317167007,0,317167007,9
317167008,317167008,0,317167008,0
317167009,317167009,0,317167009,3
317167010,317167010,0,317167010,7
317167011,317167011,0,317167011,21
317167012,317167012,0,317167012,16
317167013,317167013,0,317167013,0
317167014,317167014,0,317167014,13
317167015,317167015,0,317167015,5
317167017,317167017,0,317167017,7
317167019,317167019,0,317167019,2
317167020,317167020,0,317167020,4
317167021,317167021,0,317167021,4
317167022,317167022,0,317167022,11
317167023,317167023,0,317167023,26
317167024,317167024,0,317167024,7
317167025,317167025,0,317167025,9
317167026,317167026,0,317167026,8
317167027,317167027,0,317167027,14
317167057,317167057,0,317167057,7
317168001,317168001,0,317168001,13
317168003,317168003,0,317168003,0
317168004,317168004,0,317168004,8
317168005,317168005,0,317168005,11
317168006,317168006,0,317168006,15
317168007,317168007,0,317168007,12
317168008,317168008,0,317168008,14
317168009,317168009,0,317168009,25
317168010,317168010,0,317168010,25
317168011,317168011,0,317168011,3
317168012,317168012,0,317168012,11
317168013,317168013,0,317168013,7
317168014,317168014,0,317168014,5
317168015,317168015,0,317168015,2
317168016,317168016,0,317168016,8
317168017,317168017,0,317168017,2
317168018,317168018,0,317168018,11
317168020,317168020,0,317168020,0
317168021,317168021,0,317168021,12
317168022,317168022,0,317168022,3
317168023,317168023,0,317168023,9
317168024,317168024,0,317168024,1
317168025,317168025,0,317168025,9
317168026,317168026,0,317168026,0
317168027,317168027,0,317168027,11
317168028,317168028,0,317168028,16
317168029,317168029,0,317168029,1
317168030,317168030,0,317168030,10
317169002,317169002,0,317169002,19
317169003,317169003,0,317169003,13
317169004,317169004,0,317169004,19
317169005,317169005,0,317169005,5
317169006,317169006,0,317169006,6
317169007,317169007,0,317169007,10
317169027,317169027,0,317169027,0
317169028,317169028,0,317169028,2
317169029,317169029,0,317169029,4
317169030,317169030,0,317169030,9
317169031,317169031,0,317169031,3
317169032,317169032,0,317169032,6
317169033,317169033,0,317169033,12
317169034,317169034,0,317169034,4
317169038,317169038,0,317169038,3
317169039,317169039,0,317169039,3
317170001,317170001,0,317170001,14
317170006,317170006,0,317170006,11
317170007,317170007,0,317170007,22
317170008,317170008,0,317170008,13
317170009,317170009,0,317170009,24
317170015,317170015,0,317170015,13
317170016,317170016,0,317170016,5
317170017,317170017,0,317170017,17
317170018,317170018,0,317170018,3
317170019,317170019,0,317170019,15
317170025,317170025,0,317170025,34
317170026,317170026,0,317170026,16
317170027,317170027,0,317170027,11
317170028,317170028,0,317170028,0
317170029,317170029,0,317170029,30
317170030,317170030,0,317170030,1
317170031,317170031,0,317170031,13
317170037,317170037,0,317170037,16
317170038,317170038,0,317170038,10
317171005,317171005,0,317171005,11
317171006,317171006,0,317171006,20
317171015,317171015,0,317171015,11
317171016,317171016,0,317171016,8
317171017,317171017,0,317171017,5
317171020,317171020,0,317171020,11
317171021,317171021,0,317171021,10
317171022,317171022,0,317171022,0
317171032,317171032,0,317171032,0
317171033,317171033,0,317171033,8
317171034,317171034,0,317171034,7
317171035,317171035,0,317171035,5
317171036,317171036,0,317171036,9
317171037,317171037,0,317171037,8
317171053,317171053,0,317171053,2
317171054,317171054,0,317171054,9
317171055,317171055,0,317171055,7
317171058,317171058,0,317171058,15
317171059,317171059,0,317171059,16
317200031,317200031,0,317200031,23
317200034,317200034,0,317200034,1
317200035,317200035,0,317200035,3
317200036,317200036,0,317200036,6
317200037,317200037,0,317200037,0
317200038,317200038,0,317200038,18
317200039,317200039,0,317200039,4
317200040,317200040,0,317200040,8
317200042,317200042,0,317200042,6
317200043,317200043,0,317200043,16
317200063,317200063,0,317200063,17
317200064,317200064,0,317200064,22
317200065,317200065,0,317200065,13
317200066,317200066,0,317200066,2
317200067,317200067,0,317200067,23
317200068,317200068,0,317200068,26
317200069,317200069,0,317200069,5
317200070,317200070,0,317200070,14
317200071,317200071,0,317200071,16
317200072,317200072,0,317200072,24
317200073,317200073,0,317200073,18
317200074,317200074,0,317200074,32
317200075,317200075,0,317200075,3
317200076,317200076,0,317200076,11
317201019,317201019,0,317201019,4
317201020,317201020,0,317201020,13
317201021,317201021,0,317201021,11
317201022,317201022,0,317201022,7
317201023,317201023,0,317201023,5
317201024,317201024,0,317201024,17
317201026,317201026,0,317201026,18
317201027,317201027,0,317201027,9
317201028,317201028,0,317201028,9
317201029,317201029,0,317201029,5
317201030,317201030,0,317201030,0
317201031,317201031,0,317201031,17
317201032,317201032,0,317201032,7
317201033,317201033,0,317201033,15
317201035,317201035,0,317201035,9
317201036,317201036,0,317201036,16
317201037,317201037,0,317201037,11
317201038,317201038,0,317201038,0
317201039,317201039,0,317201039,2
317266030,317266030,0,317266030,19
317266031,317266031,0,317266031,19
317266032,317266032,0,317266032,8
317266033,317266033,0,317266033,7
317266034,317266034,0,317266034,2
317266035,317266035,0,317266035,4
317266036,317266036,0,317266036,4
317266037,317266037,0,317266037,8
317266038,317266038,0,317266038,2
317266039,317266039,0,317266039,20
317266040,317266040,0,317266040,19
317266041,317266041,0,317266041,16
317266042,317266042,0,317266042,10
317266043,317266043,0,317266043,21
317266044,317266044,0,317266044,0
317266045,317266045,0,317266045,19
317266046,317266046,0,317266046,7
317266047,317266047,0,317266047,12
317266049,317266049,0,317266049,12
317266050,317266050,0,317266050,13
317266051,317266051,0,317266051,3
317266052,317266052,0,317266052,0
317266053,317266053,0,317266053,14
317266055,317266055,0,317266055,12
317266056,317266056,0,317266056,3
317266057,317266057,0,317266057,44
317266058,317266058,0,317266058,32
317266059,317266059,0,317266059,7
317266060,317266060,0,317266060,3
317266061,317266061,0,317266061,6
317266063,317266063,0,317266063,0
317266064,317266064,0,317266064,10
317266066,317266066,0,317266066,15
317266067,317266067,0,317266067,6
317267029,317267029,0,317267029,5
317267030,317267030,0,317267030,14
317267031,317267031,0,317267031,9
317267032,317267032,0,317267032,10
317267033,317267033,0,317267033,10
317267034,317267034,0,317267034,12
317267035,317267035,0,317267035,2
317267036,317267036,0,317267036,22
317267037,317267037,0,317267037,29
317267038,317267038,0,317267038,6
317267039,317267039,0,317267039,7
317267040,317267040,0,317267040,21
317267041,317267041,0,317267041,8
317267042,317267042,0,317267042,16
317267043,317267043,0,317267043,7
317267044,317267044,0,317267044,2
317267045,317267045,0,317267045,8
317267047,317267047,0,317267047,0
317267048,317267048,0,317267048,4
317267049,317267049,0,317267049,15
317267050,317267050,0,317267050,27
317267053,317267053,0,317267053,32
317267055,317267055,0,317267055,2
317267058,317267058,0,317267058,1
317267059,317267059,0,317267059,13
317267061,317267061,0,317267061,18
317268030,317268030,0,317268030,1
317268031,317268031,0,317268031,4
317268032,317268032,0,317268032,5
317268033,317268033,0,317268033,0
317268034,317268034,0,317268034,11
317268035,317268035,0,317268035,22
317268036,317268036,0,317268036,2
317268037,317268037,0,317268037,4
317268038,317268038,0,317268038,5
317268039,317268039,0,317268039,14
317268040,317268040,0,317268040,2
317268041,317268041,0,317268041,15
317268042,317268042,0,317268042,3
317268043,317268043,0,317268043,10
317268044,317268044,0,317268044,9
317268045,317268045,0,317268045,3
317268046,317268046,0,317268046,3
317268047,317268047,0,317268047,16
317268048,317268048,0,317268048,5
317268050,317268050,0,317268050,3
317268051,317268051,0,317268051,2
317268052,317268052,0,317268052,8
317268053,317268053,0,317268053,6
317268054,317268054,0,317268054,4
317268055,317268055,0,317268055,4
317268056,317268056,0,317268056,4
317268059,317268059,0,317268059,6
317268060,317268060,0,317268060,7
317268061,317268061,0,317268061,2
317269009,317269009,0,317269009,2
317269010,317269010,0,317269010,5
317269011,317269011,0,317269011,2
317269012,317269012,0,317269012,7
317269013,317269013,0,317269013,24
317269014,317269014,0,317269014,9
317269015,317269015,0,317269015,4
317269016,317269016,0,317269016,9
317269018,317269018,0,317269018,31
317269019,317269019,0,317269019,9
317269020,317269020,0,317269020,6
317269021,317269021,0,317269021,5
317269022,317269022,0,317269022,15
317269023,317269023,0,317269023,4
317269024,317269024,0,317269024,17
317269025,317269025,0,317269025,0
317269026,317269026,0,317269026,2
317269046,317269046,0,317269046,4
317269047,317269047,0,317269047,4
317270002,317270002,0,317270002,16
317270003,317270003,0,317270003,9
317270004,317270004,0,317270004,43
317270005,317270005,0,317270005,47
317270010,317270010,0,317270010,10
317270011,317270011,0,317270011,26
317270012,317270012,0,317270012,9
317270013,317270013,0,317270013,8
317270014,317270014,0,317270014,6
317270020,317270020,0,317270020,14
317270021,317270021,0,317270021,23
317270023,317270023,0,317270023,36
317270024,317270024,0,317270024,11
317270032,317270032,0,317270032,3
317270033,317270033,0,317270033,4
317270034,317270034,0,317270034,32
317270035,317270035,0,317270035,14
317270036,317270036,0,317270036,2
317271001,317271001,0,317271001,0
317271002,317271002,0,317271002,5
317271003,317271003,0,317271003,5
317271007,317271007,0,317271007,7
317271008,317271008,0,317271008,19
317271009,317271009,0,317271009,20
317271010,317271010,0,317271010,8
317271011,317271011,0,317271011,2
317271012,317271012,0,317271012,5
317271013,317271013,0,317271013,1
317271014,317271014,0,317271014,0
317271023,317271023,0,317271023,6
317271024,317271024,0,317271024,11
317271025,317271025,0,317271025,5
317271026,317271026,0,317271026,6
317271027,317271027,0,317271027,6
317271028,317271028,0,317271028,7
317271029,317271029,0,317271029,8
317271030,317271030,0,317271030,4
317271040,317271040,0,317271040,11
317271041,317271041,0,317271041,9
317271042,317271042,0,317271042,3
317271043,317271043,0,317271043,9
317271044,317271044,0,317271044,9
317300003,317300003,0,317300003,9
317300004,317300004,0,317300004,5
317300005,317300005,0,317300005,26
317300006,317300006,0,317300006,8
317300007,317300007,0,317300007,0
317300008,317300008,0,317300008,14
317300009,317300009,0,317300009,15
317300011,317300011,0,317300011,0
317300012,317300012,0,317300012,2
317300013,317300013,0,317300013,2
317300014,317300014,0,317300014,2
317300015,317300015,0,317300015,2
317300016,317300016,0,317300016,14
317300017,317300017,0,317300017,5
317300018,317300018,0,317300018,0
317300019,317300019,0,317300019,13
317300020,317300020,0,317300020,3
317300021,317300021,0,317300021,5
317300022,317300022,0,317300022,2
317300023,317300023,0,317300023,4
317300024,317300024,0,317300024,1
317300025,317300025,0,317300025,3
317300026,317300026,0,317300026,11
317300028,317300028,0,317300028,5
317300029,317300029,0,317300029,6
317300032,317300032,0,317300032,6
317300033,317300033,0,317300033,11
317300102,317300102,0,317300102,27
317300202,317300202,0,317300202,0
317366068,317366068,0,317366068,9
317366069,317366069,0,317366069,27
317366071,317366071,0,317366071,11
317366073,317366073,0,317366073,1
317366074,317366074,0,317366074,25
317366075,317366075,0,317366075,9
317366076,317366076,0,317366076,9
317366077,317366077,0,317366077,12
317366078,317366078,0,317366078,35
317366079,317366079,0,317366079,21
317366080,317366080,0,317366080,9
317366081,317366081,0,317366081,7
317366082,317366082,0,317366082,7
317366083,317366083,0,317366083,14
317366084,317366084,0,317366084,17
317366085,317366085,0,317366085,33
317366086,317366086,0,317366086,9
317366088,317366088,0,317366088,3
317366089,317366089,0,317366089,2
317366090,317366090,0,317366090,3
317366091,317366091,0,317366091,0
317366092,317366092,0,317366092,11
317366093,317366093,0,317366093,14
317366094,317366094,0,317366094,3
317366095,317366095,0,317366095,3
317366096,317366096,0,317366096,9
317370039,317370039,0,317370039,3
317370040,317370040,0,317370040,7
317370041,317370041,0,317370041,16
317370042,317370042,0,317370042,5
317370043,317370043,0,317370043,8
317370044,317370044,0,317370044,14
317370045,317370045,0,317370045,19
317370046,317370046,0,317370046,17
317370047,317370047,0,317370047,12
317370048,317370048,0,317370048,22
317370049,317370049,0,317370049,13
317370050,317370050,0,317370050,10
317370051,317370051,0,317370051,15
317370052,317370052,0,317370052,8
317370053,317370053,0,317370053,16
317370054,317370054,0,317370054,7
317370055,317370055,0,317370055,5
317370056,317370056,0,317370056,18
317370057,317370057,0,317370057,3
317370058,317370058,0,317370058,13
317370060,317370060,0,317370060,24
317370061,317370061,0,317370061,24
317370062,317370062,0,317370062,13
317371038,317371038,0,317371038,3
317371039,317371039,0,317371039,8
317371045,317371045,0,317371045,3
317371046,317371046,0,317371046,0
317371047,317371047,0,317371047,6
317371048,317371048,0,317371048,5
317371049,317371049,0,317371049,6
317371050,317371050,0,317371050,1
317371051,317371051,0,317371051,8
317371052,317371052,0,317371052,6
317371060,317371060,0,317371060,24
317371061,317371061,0,317371061,2
317371062,317371062,0,317371062,9
317371063,317371063,0,317371063,16
317371064,317371064,0,317371064,5
317371065,317371065,0,317371065,2
317371066,317371066,0,317371066,4
317371067,317371067,0,317371067,6
317371068,317371068,0,317371068,0
317371069,317371069,0,317371069,13
312001001,312001001,0,312001001,46
312001002,312001002,0,312001002,37
312001003,312001003,0,312001003,25
312001004,312001004,0,312001004,16
312001005,312001005,0,312001005,32
312001006,312001006,0,312001006,47
312001007,312001007,0,312001007,4
312001008,312001008,0,312001008,4
312001009,312001009,0,312001009,32
312001011,312001011,0,312001011,35
312001012,312001012,0,312001012,43
312001014,312001014,0,312001014,53
312001015,312001015,0,312001015,42
312001016,312001016,0,312001016,23
312001017,312001017,0,312001017,19
312001019,312001019,0,312001019,36
312001021,312001021,0,312001021,9
312001022,312001022,0,312001022,38
312001023,312001023,0,312001023,53
312001024,312001024,0,312001024,5
312002001,312002001,0,312002001,23
312002002,312002002,0,312002002,37
312002003,312002003,0,312002003,38
312002004,312002004,0,312002004,38
312002005,312002005,0,312002005,36
312002006,312002006,0,312002006,42
312002007,312002007,0,312002007,37
312002008,312002008,0,312002008,10
312002009,312002009,0,312002009,16
312002010,312002010,0,312002010,41
312002011,312002011,0,312002011,47
312002012,312002012,0,312002012,48
312002013,312002013,0,312002013,56
312002014,312002014,0,312002014,29
312002015,312002015,0,312002015,53
312002016,312002016,0,312002016,11
312002017,312002017,0,312002017,6
312007003,312007806,0,312007003,135
312103002,312103002,0,312103002,0
312103003,312103003,0,312103003,38
312103004,312103004,0,312103004,27
312103017,312103017,0,312103017,11
312103019,312103019,0,312103019,32
312103020,312103020,0,312103020,20
312103021,312103021,0,312103021,21
312203007,312203007,0,312203007,8
312203008,312203008,0,312203008,54
312203010,312203010,0,312203010,42
312203012,312203012,0,312203012,56
312203013,312203013,0,312203013,12
312203016,312203016,0,312203016,18
312203022,312203022,0,312203022,29
312203023,312203023,0,312203023,42
312203024,312203024,0,312203024,3
314001001,314001001,0,314001001,45
314001002,314001002,0,314001002,43
314001003,314001003,0,314001003,75
314001004,314001004,0,314001004,51
314001005,314001005,0,314001005,64
314001006,314001006,0,314001006,41
314001007,314001007,0,314001007,42
314001008,314001008,0,314001008,36
314001009,314001009,0,314001009,39
314001010,314001010,0,314001010,47
314001011,314001011,0,314001011,25
314001012,314001012,0,314001012,60
314001013,314001013,0,314001013,34
314001014,314001014,0,314001014,24
314001015,314001015,0,314001015,65
314002001,314002001,0,314002001,46
314002002,314002002,0,314002002,28
314002003,314002003,0,314002003,11
314002005,314002005,0,314002005,36
314002006,314002006,0,314002006,44
314002007,314002007,0,314002007,33
314002008,314002008,0,314002008,31
314002009,314002009,0,314002009,11
314002010,314002010,0,314002010,18
314002011,314002011,0,314002011,66
314002012,314002012,0,314002012,36
314002013,314002013,0,314002013,58
314002014,314002014,0,314002014,44
314003001,314003001,0,314003001,38
314003002,314003002,0,314003002,59
314003003,314003003,0,314003003,55
314003004,314003004,0,314003004,34
314003005,314003005,0,314003005,79
314003006,314003006,0,314003006,63
314003007,314003007,0,314003007,10
314003008,314003008,0,314003008,75
314003009,314003009,0,314003009,44
314003010,314003010,0,314003010,27
314003012,314003012,0,314003012,19
314003013,314003013,0,314003013,0
314003014,314003014,0,314003014,73
314003015,314003015,0,314003015,72
314003016,314003016,0,314003016,23
314003017,314003017,0,314003017,35
314003018,314003018,0,314003018,12
314003019,314003019,0,314003019,22
314003020,314003020,0,314003020,21
314003021,314003021,0,314003021,5
314003022,314003022,0,314003022,9
314003023,314003023,0,314003023,30
314003024,314003024,0,314003024,98
314104003,314104003,0,314104003,83
314104005,314104005,0,314104005,64
314104008,314104008,0,314104008,55
314104009,314104009,0,314104009,47
314104011,314104011,0,314104011,19
314104012,314104012,0,314104012,69
314104013,314104013,0,314104013,69
314104014,314104014,0,314104014,21
314104017,314104017,0,314104017,63
314104020,314104020,0,314104020,103
314204015,314204015,0,314204015,21
314204016,314204016,0,314204016,36
314204019,314204019,0,314204019,53
314204021,314204021,0,314204021,60
314204022,314204022,0,314204022,64
314204023,314204023,0,314204023,49
314204024,314204024,0,314204024,119
314204028,314204028,0,314204028,112
314204031,314204031,0,314204031,30
314204032,314204032,0,314204032,64
314204033,314204033,0,314204033,90
308001001,308001001,0,308001001,34
308001002,308001002,0,308001002,38
308001003,308001003,0,308001003,19
308001007,308001007,0,308001007,19
308001008,308001008,0,308001008,34
308001009,308001009,0,308001009,25
308001010,308001010,0,308001010,36
308001011,308001011,0,308001011,16
308001021,308001021,0,308001021,62
308001028,308001028,0,308001028,25
308001111,308001111,0,308001111,5
308002004,308002004,0,308002004,19
308002005,308002005,0,308002005,23
308002006,308002006,0,308002006,45
308002017,308002017,0,308002017,61
308002018,308002018,0,308002018,15
308002019,308002019,0,308002019,51
308002020,308002020,0,308002020,18
308002047,308002047,0,308002047,40
308002048,308002048,0,308002048,59
308002049,308002049,0,308002049,24
308002050,308002050,0,308002050,42
308002053,308002053,0,308002053,70
308002054,308002054,0,308002054,31
308003011,308003011,0,308003011,15
308003012,308003012,0,308003012,33
308003013,308003013,0,308003013,26
308003014,308003014,0,308003014,12
308003016,308003016,0,308003016,33
308003047,308003047,0,308003047,154
308003049,308003049,0,308003049,24
308003050,308003050,0,308003050,54
308003051,308003051,0,308003051,38
308003052,308003052,0,308003052,23
308003146,308003146,0,308003146,9
308003246,308003246,0,308003246,16
308004051,308004051,0,308004051,14
308004052,308004052,0,308004052,26
308004059,308004059,0,308004059,24
308004060,308004060,0,308004060,20
308004061,308004061,0,308004061,24
308004062,308004062,0,308004062,28
308004063,308004063,0,308004063,11
308004065,308004065,0,308004065,19
308004066,308004066,0,308004066,31
308004067,308004067,0,308004067,50
308004068,308004068,0,308004068,66
308004069,308004069,0,308004069,54
308004070,308004070,0,308004070,36
308004165,308004165,0,308004165,2
308004166,308004166,0,308004166,6
308004167,308004167,0,308004167,8
308004168,308004168,0,308004168,16
308004169,308004169,0,308004169,16
308004170,308004170,0,308004170,5
308005026,308005026,0,308005026,14
308005027,308005027,0,308005027,2
308005030,308005030,0,308005030,44
316006001,316006001,0,316006001,138
316006002,316006002,0,316006002,166
316006003,316006003,0,316006003,54
316006004,316006004,0,316006004,56
316006005,316006005,0,316006005,34
316006006,316006006,0,316006006,47
316006007,316006007,0,316006007,24
316006008,316006008,0,316006008,64
316006009,316006009,0,316006009,18
316006010,316006010,0,316006010,74
316006011,316006011,0,316006011,57
316006012,316006012,0,316006012,71
316006013,316006013,0,316006013,25
316006014,316006014,0,316006014,108
316006015,316006015,0,316006015,40
316006016,316006016,0,316006016,120
316006018,316006018,0,316006018,15
316006019,316006019,0,316006019,7
316006020,316006020,0,316006020,6
316105002,316105002,0,316105002,6
316105003,316105003,0,316105003,67
316105004,316105004,0,316105004,42
316105020,316105020,0,316105020,57
316105021,316105021,0,316105021,76
316105022,316105022,0,316105022,100
316105023,316105023,0,316105023,87
316105024,316105024,0,316105024,46
316105025,316105025,0,316105025,56
316105026,316105026,0,316105026,115
316105027,316105027,0,316105027,74
316123001,316123001,0,316123001,168
316123003,316123003,0,316123003,60
316123004,316123004,0,316123004,92
316123028,316123028,0,316123028,86
316123033,316123033,0,316123033,38
316123034,316123034,0,316123034,110
316123036,316123036,0,316123036,115
316205005,316205005,0,316205005,77
316205006,316205006,0,316205006,17
316205007,316205007,0,316205007,11
316205008,316205008,0,316205008,7
316205009,316205009,0,316205009,61
316205010,316205010,0,316205010,69
316205013,316205013,0,316205013,26
316205014,316205014,0,316205014,47
316205016,316205016,0,316205016,51
316205017,316205017,0,316205017,42
316205018,316205018,0,316205018,38
316205019,316205019,0,316205019,51
316223010,316223010,0,316223010,9
316223011,316223011,0,316223011,10
316223012,316223012,0,316223012,36
316223014,316223014,0,316223014,34
316223015,316223015,0,316223015,33
316223016,316223016,0,316223016,44
316223022,316223022,0,316223022,10
316223023,316223023,0,316223023,14
316223024,316223024,0,316223024,83
316223025,316223025,0,316223025,92
316223026,316223026,0,316223026,22
309105001,309105001,0,309105001,35
309105002,309105002,0,309105002,50
309105003,309105003,0,309105003,40
309105006,309105006,0,309105006,46
309105007,309105007,0,309105007,21
309105008,309105008,0,309105008,2
309105009,309105009,0,309105009,6
309105010,309105010,0,309105010,29
309105011,309105011,0,309105011,15
309105012,309105012,0,309105012,50
309105013,309105013,0,309105013,33
309105014,309105014,0,309105014,62
309105015,309105015,0,309105015,82
309105016,309105016,0,309105016,43
309105017,309105017,0,309105017,60
309105053,309105053,0,309105053,41
309205018,309205018,0,309205018,3
309205019,309205019,0,309205019,43
309205020,309205020,0,309205020,65
309205021,309205021,0,309205021,19
309205032,309205032,0,309205032,49
309205033,309205033,0,309205033,38
309205034,309205034,0,309205034,53
309205035,309205035,0,309205035,13
309205037,309205037,0,309205037,61
309205038,309205038,0,309205038,65
309205039,309205039,0,309205039,94
309205040,309205040,0,309205040,44
309205041,309205041,0,309205041,85
309205054,309205054,0,309205054,3
309305022,309305022,0,309305022,23
309305023,309305023,0,309305023,46
309305024,309305024,0,309305024,36
309305025,309305025,0,309305025,34
309305026,309305026,0,309305026,49
309305027,309305027,0,309305027,15
309305028,309305028,0,309305028,39
309305029,309305029,0,309305029,27
309305031,309305031,0,309305031,41
309305043,309305043,0,309305043,29
309305044,309305044,0,309305044,46
309305045,309305045,0,309305045,28
309305046,309305046,0,309305046,11
309305047,309305047,0,309305047,14
309305048,309305048,0,309305048,24
309305049,309305049,0,309305049,36
309305051,309305051,0,309305051,25
309305052,309305052,0,309305052,1
309405001,309405001,0,309405001,30
309405002,309405002,0,309405002,48
309405003,309405003,0,309405003,44
309405004,309405004,0,309405004,77
337135001,337135001,0,337135001,25
337135002,337135002,0,337135002,88
337135003,337135003,0,337135003,10
337135005,337135005,0,337135005,65
337135006,337135006,0,337135006,35
337135007,337135007,0,337135007,118
337135008,337135008,0,337135008,117
337135010,337135010,0,337135010,39
337135011,337135011,0,337135011,22
337135014,337135014,0,337135014,143
337135015,337135015,0,337135015,56
337135016,337135016,0,337135016,74
337135017,337135017,0,337135017,47
337135020,337135020,0,337135020,49
337135021,337135021,0,337135021,51
337135022,337135022,0,337135022,16
337135023,337135023,0,337135023,76
337135024,337135804,0,337135024,94
337136001,337136001,0,337136001,84
337136002,337136002,0,337136002,65
337136003,337136003,0,337136003,104
337136005,337136005,0,337136005,72
337136006,337136006,0,337136006,92
337136008,337136008,0,337136008,118
337136009,337136009,0,337136009,104
337136011,337136011,0,337136011,90
337136012,337136012,0,337136012,91
337136013,337136013,0,337136013,91
337136015,337136015,0,337136015,112
337136016,337136016,0,337136016,33
337136017,337136017,0,337136017,120
337136018,337136018,0,337136018,69
337136019,337136019,0,337136019,34
337136023,337136023,0,337136023,43
337235026,337235026,0,337235026,24
337235027,337235027,0,337235027,144
337235028,337235028,0,337235028,165
337235029,337235029,0,337235029,39
337235030,337235030,0,337235030,16
337235031,337235031,0,337235031,57
337235032,337235032,0,337235032,42
337235033,337235033,0,337235033,63
337235034,337235034,0,337235034,62
337235035,337235035,0,337235035,81
337235036,337235036,0,337235036,92
337235037,337235037,0,337235037,43
337235038,337235038,0,337235038,45
337235039,337235039,0,337235039,24
337235040,337235040,0,337235040,24
337235041,337235041,0,337235041,67
337235042,337235042,0,337235042,31
337235043,337235043,0,337235043,73
337235044,337235044,0,337235044,43
337235045,337235045,0,337235045,49
337235047,337235047,0,337235047,71
337235046,337235803,0,337235046,102
337236010,337236010,0,337236010,82
337236020,337236020,0,337236020,100
337236024,337236024,0,337236024,65
337236025,337236025,0,337236025,59
337236026,337236026,0,337236026,95
337236027,337236027,0,337236027,9
337236028,337236028,0,337236028,64
337236029,337236029,0,337236029,94
337236030,337236030,0,337236030,42
