cod;depto_origen;depto_destino;personas_mig;personas_mig_18_25;personas_mig_26_35;personas_mig_100k;pob_origen;pob_destino;dist;dist_km;pbi_origen;pbi_porcen_ori;pbi_destino;pbi_porcen_des;pbi_origen_millardos;pbi_destino_millardos;largo_limite;dummy_limit;empresas_origen;empresas_destino;menores_25_origen;menores_25_destino;pob_destino_k;pob_origen_k;nom_depto_orig;nom_depto_des;edad_prom_ori;porc_ocupados_ori;edad_prom_des;porc_ocupados_des;tasa_desemp_mujeres_2011_ori;tasa_desemp_varones_2011_ori;tasa_desemp_total_2011_ori;tasa_desemp_mujeres_2011_des;tasa_desemp_varones_2011_des;tasa_desemp_total_2011_des;log_pbi_destino;log_dist_km;log_pbi_origen_millardos;log_pbi_destino_millardos;log_pob_destino_k;log_pob_origen_k;log_edad_prom_des;log_porc_ocupados_des
605;6;5;70;17;14;54;57084;123203;199701;200;13023942;1,4;43788749;4,7;13,024;43,789;;False;40;60;22663;43030;123,203;57,084;DURAZNO;COLONIA;35,09302081143578;67,28410796725862;37,63241966510556;76,05841493228472;13,1;5,8;8,9;4,1;2,5;3,2;17,594887470203254;5,298317366548036;2,5667938092601843;3,7793826442885683;4,813833401452298;4,044523867238145;3,6278659040290733;4,3315016625812115
705;7;5;86;22;20;29;25050;123203;125265;125;7284124;0,8;43788749;4,7;7,284;43,789;2483,0;True;28;60;9048;43030;123,203;25,05;FLORES;COLONIA;37,06007984031936;75,4187792824594;37,63241966510556;76,05841493228472;6,6;4,4;5,4;4,1;2,5;3,2;17,594887470203254;4,8283137373023015;1,9856801618653614;3,7793826442885683;4,813833401452298;3,2208738275308737;3,6278659040290733;4,3315016625812115
805;8;5;107;23;12;84;67047;123203;194958;195;17767290;1,9;43788749;4,7;17,767;43,789;;False;101;60;24814;43030;123,203;67,047;FLORIDA;COLONIA;36,72022611004221;71,73437762775389;37,63241966510556;76,05841493228472;7,4;3,0;4,9;4,1;2,5;3,2;17,594887470203254;5,272999558563747;2,877342804053769;3,7793826442885683;4,813833401452298;4,2053938659973955;3,6278659040290733;4,3315016625812115
905;9;5;39;6;16;29;58815;123203;280946;281;15594153;1,7;43788749;4,7;15,594;43,789;;False;54;60;20753;43030;123,203;58,815;LAVALLEJA;COLONIA;37,93515259712658;72,52336448598132;37,63241966510556;76,05841493228472;9,2;2,7;5,5;4,1;2,5;3,2;17,594887470203254;5,638354669333745;2,746886224887408;3,7793826442885683;4,813833401452298;4,0743969244124045;3,6278659040290733;4,3315016625812115
1005;10;5;196;28;36;170;164298;123203;296919;297;51311595;5,5;43788749;4,7;51,312;43,789;;False;188;60;62922;43030;123,203;164,298;MALDONADO;COLONIA;35,05074924831708;73,44975086524454;37,63241966510556;76,05841493228472;7,7;3,7;5,5;4,1;2,5;3,2;17,594887470203254;5,6937321388027;3,937924642950799;3,7793826442885683;4,813833401452298;5,101681852114599;3,6278659040290733;4,3315016625812115
1105;11;5;151;28;31;132;113107;123203;251003;251;26828524;2,9;43788749;4,7;26,829;43,789;;False;144;60;46112;43030;123,203;113,107;PAYSANDU;COLONIA;34,56219332136826;67,06215335353652;37,63241966510556;76,05841493228472;7,4;4,9;5,9;4,1;2,5;3,2;17,594887470203254;5,5254529391317835;3,289483392032154;3,7793826442885683;4,813833401452298;4,728334273337693;3,6278659040290733;4,3315016625812115
1205;12;5;176;37;33;149;54765;123203;173120;173;24297744;2,6;43788749;4,7;24,298;43,789;;False;67;60;22474;43030;123,203;54,765;RIO NEGRO;COLONIA;34,17324933808089;67,71526102054028;37,63241966510556;76,05841493228472;8,2;5,6;6,7;4,1;2,5;3,2;17,594887470203254;5,153291594497779;3,1903940424325503;3,7793826442885683;4,813833401452298;4,00305130377571;3,6278659040290733;4,3315016625812115
1305;13;5;77;19;15;69;103473;123203;484612;485;20212707;2,2;43788749;4,7;20,213;43,789;;False;62;60;42934;43030;123,203;103,473;RIVERA;COLONIA;33,98187933083993;65,9688442829875;37,63241966510556;76,05841493228472;6,9;5,2;5,9;4,1;2,5;3,2;17,594887470203254;6,184148890937483;3,006325961764861;3,7793826442885683;4,813833401452298;4,639310709107822;3,6278659040290733;4,3315016625812115
1405;14;5;49;7;10;41;68088;123203;398581;399;17547856;1,9;43788749;4,7;17,548;43,789;;False;54;60;24443;43030;123,203;68,088;ROCHA;COLONIA;36,931441663729295;67,36970952403371;37,63241966510556;76,05841493228472;6,1;2,8;4,2;4,1;2,5;3,2;17,594887470203254;5,988961416889864;2,8649399833039673;3,7793826442885683;4,813833401452298;4,22080098617466;3,6278659040290733;4,3315016625812115
1505;15;5;134;36;34;118;124861;123203;369966;370;25542275;2,8;43788749;4,7;25,542;43,789;;False;97;60;53810;43030;123,203;124,861;SALTO;COLONIA;33,297819174922516;66,35408370372274;37,63241966510556;76,05841493228472;9,2;5,0;6,8;4,1;2,5;3,2;17,594887470203254;5,91350300563827;3,2403241560740703;3,7793826442885683;4,813833401452298;4,827201118571573;3,6278659040290733;4,3315016625812115
1605;16;5;452;89;97;68;108304;123203;123292;123;26930981;2,9;43788749;4,7;26,931;43,789;67607,0;True;154;60;40551;43030;123,203;108,304;SAN JOSE;COLONIA;35,62451986999557;70,87153001936734;37,63241966510556;76,05841493228472;8,7;4,7;6,4;4,1;2,5;3,2;17,594887470203254;4,812184355372417;3,293278039442661;3,7793826442885683;4,813833401452298;4,6849420877662515;3,6278659040290733;4,3315016625812115
1705;17;5;1053;235;205;212;82594;123203;115038;115;22993631;2,5;43788749;4,7;22,994;43,789;144356,0;True;85;60;31637;43030;123,203;82,594;SORIANO;COLONIA;35,76436545027484;70,56486944330861;37,63241966510556;76,05841493228472;8,3;3,0;5,2;4,1;2,5;3,2;17,594887470203254;4,74493212836325;3,1352333123315486;3,7793826442885683;4,813833401452298;4,413937038663394;3,6278659040290733;4,3315016625812115
1805;18;5;79;17;20;61;90051;123203;348238;348;18093592;2,0;43788749;4,7;18,094;43,789;;False;61;60;35648;43030;123,203;90,051;TACUAREMBO;COLONIA;35,0003442493698;65,68821966341896;37,63241966510556;76,05841493228472;9,0;5,2;6,8;4,1;2,5;3,2;17,594887470203254;5,8522024797744745;2,89558039160355;3,7793826442885683;4,813833401452298;4,500376176502005;3,6278659040290733;4,3315016625812115
1905;19;5;41;11;8;34;48134;123203;412983;413;11720592;1,3;43788749;4,7;11,721;43,789;;False;38;60;18500;43030;123,203;48,134;TREINTA Y TRES;COLONIA;35,69273278763452;66,06116652354845;37,63241966510556;76,05841493228472;12,0;5,4;8,0;4,1;2,5;3,2;17,594887470203254;6,023447592961033;2,4613821047410434;3,7793826442885683;4,813833401452298;3,8739887881102124;3,6278659040290733;4,3315016625812115
205;2;5;167;51;37;163;73377;123203;556293;556;14214980;1,5;43788749;4,7;14,215;43,789;;False;55;60;30880;43030;123,203;73,377;ARTIGAS;COLONIA;33,966910612317214;63,54048882317126;37,63241966510556;76,05841493228472;11,5;5,4;8,1;4,1;2,5;3,2;17,594887470203254;6,320768294250582;2,654297745102963;3,7793826442885683;4,813833401452298;4,295610535016993;3,6278659040290733;4,3315016625812115
106;1;6;982;125;321;924;1318755;57084;198970;199;465848031;50,3;13023942;1,4;465,848;13,024;;False;3124;40;456072;22663;57,084;1318,755;MONTEVIDEO;DURAZNO;37,481047654795624;70,39570159219609;35,09302081143578;67,28410796725862;7,4;5,1;6,2;13,1;5,8;8,9;16,38229991389759;5,293304824724492;6,143859400659784;2,5667938092601843;4,044523867238145;7,184443388686383;3,558002273420035;4,20892407157807
306;3;6;223;27;51;191;520173;57084;190159;190;86306492;9,3;13023942;1,4;86,306;13,024;;False;563;40;197993;22663;57,084;520,173;CANELONES;DURAZNO;35,40663971409512;71,04518002114733;35,09302081143578;67,28410796725862;8,1;4,3;6,0;13,1;5,8;8,9;16,38229991389759;5,247024072160486;4,457899120585731;2,5667938092601843;4,044523867238145;6,254161448553351;3,558002273420035;4,20892407157807
406;4;6;67;15;10;30;84698;57084;277112;277;17048887;1,8;13023942;1,4;17,049;13,024;91548,0;True;88;40;33360;22663;57,084;84,698;CERRO LARGO;DURAZNO;35,614748872464524;65,58203917553142;35,09302081143578;67,28410796725862;3,8;1,7;2,6;13,1;5,8;8,9;16,38229991389759;5,6240175061873385;2,836091550983094;2,5667938092601843;4,044523867238145;4,439091988628338;3,558002273420035;4,20892407157807
506;5;6;63;5;20;60;123203;57084;199701;200;43788749;4,7;13023942;1,4;43,789;13,024;;False;60;40;43030;22663;57,084;123,203;COLONIA;DURAZNO;37,63241966510556;76,05841493228472;35,09302081143578;67,28410796725862;4,1;2,5;3,2;13,1;5,8;8,9;16,38229991389759;5,298317366548036;3,7793826442885683;2,5667938092601843;4,044523867238145;4,813833401452298;3,558002273420035;4,20892407157807
706;7;6;90;14;20;11;25050;57084;74436;74;7284124;0,8;13023942;1,4;7,284;13,024;91775,0;True;28;40;9048;22663;57,084;25,05;FLORES;DURAZNO;37,06007984031936;75,4187792824594;35,09302081143578;67,28410796725862;6,6;4,4;5,4;13,1;5,8;8,9;16,38229991389759;4,30406509320417;1,9856801618653614;2,5667938092601843;4,044523867238145;3,2208738275308737;3,558002273420035;4,20892407157807
806;8;6;307;52;81;53;67047;57084;121653;122;17767290;1,9;13023942;1,4;17,767;13,024;182177,0;True;101;40;24814;22663;57,084;67,047;FLORIDA;DURAZNO;36,72022611004221;71,73437762775389;35,09302081143578;67,28410796725862;7,4;3,0;4,9;13,1;5,8;8,9;16,38229991389759;4,804021044733257;2,877342804053769;2,5667938092601843;4,044523867238145;4,2053938659973955;3,558002273420035;4,20892407157807
906;9;6;29;8;4;16;58815;57084;202724;203;15594153;1,7;13023942;1,4;15,594;13,024;;False;54;40;20753;22663;57,084;58,815;LAVALLEJA;DURAZNO;37,93515259712658;72,52336448598132;35,09302081143578;67,28410796725862;9,2;2,7;5,5;13,1;5,8;8,9;16,38229991389759;5,313205979041787;2,746886224887408;2,5667938092601843;4,044523867238145;4,0743969244124045;3,558002273420035;4,20892407157807
1006;10;6;75;8;20;63;164298;57084;260814;261;51311595;5,5;13023942;1,4;51,312;13,024;;False;188;40;62922;22663;57,084;164,298;MALDONADO;DURAZNO;35,05074924831708;73,44975086524454;35,09302081143578;67,28410796725862;7,7;3,7;5,5;13,1;5,8;8,9;16,38229991389759;5,564520407322694;3,937924642950799;2,5667938092601843;4,044523867238145;5,101681852114599;3,558002273420035;4,20892407157807
1106;11;6;55;4;18;38;113107;57084;256355;256;26828524;2,9;13023942;1,4;26,829;13,024;;False;144;40;46112;22663;57,084;113,107;PAYSANDU;DURAZNO;34,56219332136826;67,06215335353652;35,09302081143578;67,28410796725862;7,4;4,9;5,9;13,1;5,8;8,9;16,38229991389759;5,545177444479562;3,289483392032154;2,5667938092601843;4,044523867238145;4,728334273337693;3,558002273420035;4,20892407157807
1206;12;6;54;8;10;31;54765;57084;235480;235;24297744;2,6;13023942;1,4;24,298;13,024;112081,0;True;67;40;22474;22663;57,084;54,765;RIO NEGRO;DURAZNO;34,17324933808089;67,71526102054028;35,09302081143578;67,28410796725862;8,2;5,6;6,7;13,1;5,8;8,9;16,38229991389759;5,459585514144159;3,1903940424325503;2,5667938092601843;4,044523867238145;4,00305130377571;3,558002273420035;4,20892407157807
1306;13;6;50;10;9;38;103473;57084;336484;336;20212707;2,2;13023942;1,4;20,213;13,024;;False;62;40;42934;22663;57,084;103,473;RIVERA;DURAZNO;33,98187933083993;65,9688442829875;35,09302081143578;67,28410796725862;6,9;5,2;5,9;13,1;5,8;8,9;16,38229991389759;5,817111159963204;3,006325961764861;2,5667938092601843;4,044523867238145;4,639310709107822;3,558002273420035;4,20892407157807
1406;14;6;18;3;3;15;68088;57084;299700;300;17547856;1,9;13023942;1,4;17,548;13,024;;False;54;40;24443;22663;57,084;68,088;ROCHA;DURAZNO;36,931441663729295;67,36970952403371;35,09302081143578;67,28410796725862;6,1;2,8;4,2;13,1;5,8;8,9;16,38229991389759;5,703782474656201;2,8649399833039673;2,5667938092601843;4,044523867238145;4,22080098617466;3,558002273420035;4,20892407157807
1506;15;6;14;4;5;11;124861;57084;347978;348;25542275;2,8;13023942;1,4;25,542;13,024;;False;97;40;53810;22663;57,084;124,861;SALTO;DURAZNO;33,297819174922516;66,35408370372274;35,09302081143578;67,28410796725862;9,2;5,0;6,8;13,1;5,8;8,9;16,38229991389759;5,8522024797744745;3,2403241560740703;2,5667938092601843;4,044523867238145;4,827201118571573;3,558002273420035;4,20892407157807
1606;16;6;59;11;10;45;108304;57084;174995;175;26930981;2,9;13023942;1,4;26,931;13,024;;False;154;40;40551;22663;57,084;108,304;SAN JOSE;DURAZNO;35,62451986999557;70,87153001936734;35,09302081143578;67,28410796725862;8,7;4,7;6,4;13,1;5,8;8,9;16,38229991389759;5,1647859739235145;3,293278039442661;2,5667938092601843;4,044523867238145;4,6849420877662515;3,558002273420035;4,20892407157807
1706;17;6;57;3;22;50;82594;57084;195676;196;22993631;2,5;13023942;1,4;22,994;13,024;;False;85;40;31637;22663;57,084;82,594;SORIANO;DURAZNO;35,76436545027484;70,56486944330861;35,09302081143578;67,28410796725862;8,3;3,0;5,2;13,1;5,8;8,9;16,38229991389759;5,278114659230517;3,1352333123315486;2,5667938092601843;4,044523867238145;4,413937038663394;3,558002273420035;4,20892407157807
1806;18;6;304;64;68;81;90051;57084;200110;200;18093592;2,0;13023942;1,4;18,094;13,024;219925,0;True;61;40;35648;22663;57,084;90,051;TACUAREMBO;DURAZNO;35,0003442493698;65,68821966341896;35,09302081143578;67,28410796725862;9,0;5,2;6,8;13,1;5,8;8,9;16,38229991389759;5,298317366548036;2,89558039160355;2,5667938092601843;4,044523867238145;4,500376176502005;3,558002273420035;4,20892407157807
1906;19;6;91;19;12;35;48134;57084;217352;217;11720592;1,3;13023942;1,4;11,721;13,024;17594,0;True;38;40;18500;22663;57,084;48,134;TREINTA Y TRES;DURAZNO;35,69273278763452;66,06116652354845;35,09302081143578;67,28410796725862;12,0;5,4;8,0;13,1;5,8;8,9;16,38229991389759;5,37989735354046;2,4613821047410434;2,5667938092601843;4,044523867238145;3,8739887881102124;3,558002273420035;4,20892407157807
206;2;6;33;2;4;26;73377;57084;446123;446;14214980;1,5;13023942;1,4;14,215;13,024;;False;55;40;30880;22663;57,084;73,377;ARTIGAS;DURAZNO;33,966910612317214;63,54048882317126;35,09302081143578;67,28410796725862;11,5;5,4;8,1;13,1;5,8;8,9;16,38229991389759;6,100318952020064;2,654297745102963;2,5667938092601843;4,044523867238145;4,295610535016993;3,558002273420035;4,20892407157807
107;1;7;378;32;133;333;1318755;25050;182361;182;465848031;50,3;7284124;0,8;465,848;7,284;;False;3124;28;456072;9048;25,05;1318,755;MONTEVIDEO;FLORES;37,481047654795624;70,39570159219609;37,06007984031936;75,4187792824594;7,4;5,1;6,2;6,6;4,4;5,4;15,801207743298134;5,204006687076795;6,143859400659784;1,9856801618653614;3,2208738275308737;7,184443388686383;3,612540375207817;4,323056306104678
307;3;7;82;9;13;74;520173;25050;174329;174;86306492;9,3;7284124;0,8;86,306;7,284;;False;563;28;197993;9048;25,05;520,173;CANELONES;FLORES;35,40663971409512;71,04518002114733;37,06007984031936;75,4187792824594;8,1;4,3;6,0;6,6;4,4;5,4;15,801207743298134;5,159055299214529;4,457899120585731;1,9856801618653614;3,2208738275308737;6,254161448553351;3,612540375207817;4,323056306104678
407;4;7;5;0;2;4;84698;25050;347479;347;17048887;1,8;7284124;0,8;17,049;7,284;;False;88;28;33360;9048;25,05;84,698;CERRO LARGO;FLORES;35,614748872464524;65,58203917553142;37,06007984031936;75,4187792824594;3,8;1,7;2,6;6,6;4,4;5,4;15,801207743298134;5,849324779946859;2,836091550983094;1,9856801618653614;3,2208738275308737;4,439091988628338;3,612540375207817;4,323056306104678
507;5;7;69;8;13;32;123203;25050;125265;125;43788749;4,7;7284124;0,8;43,789;7,284;2483,0;True;60;28;43030;9048;25,05;123,203;COLONIA;FLORES;37,63241966510556;76,05841493228472;37,06007984031936;75,4187792824594;4,1;2,5;3,2;6,6;4,4;5,4;15,801207743298134;4,8283137373023015;3,7793826442885683;1,9856801618653614;3,2208738275308737;4,813833401452298;3,612540375207817;4,323056306104678
607;6;7;149;39;29;10;57084;25050;74436;74;13023942;1,4;7284124;0,8;13,024;7,284;91775,0;True;40;28;22663;9048;25,05;57,084;DURAZNO;FLORES;35,09302081143578;67,28410796725862;37,06007984031936;75,4187792824594;13,1;5,8;8,9;6,6;4,4;5,4;15,801207743298134;4,30406509320417;2,5667938092601843;1,9856801618653614;3,2208738275308737;4,044523867238145;3,612540375207817;4,323056306104678
807;8;7;84;10;21;26;67047;25050;125607;126;17767290;1,9;7284124;0,8;17,767;7,284;52794,0;True;101;28;24814;9048;25,05;67,047;FLORIDA;FLORES;36,72022611004221;71,73437762775389;37,06007984031936;75,4187792824594;7,4;3,0;4,9;6,6;4,4;5,4;15,801207743298134;4,836281906951478;2,877342804053769;1,9856801618653614;3,2208738275308737;4,2053938659973955;3,612540375207817;4,323056306104678
907;9;7;17;3;5;17;58815;25050;236470;236;15594153;1,7;7284124;0,8;15,594;7,284;;False;54;28;20753;9048;25,05;58,815;LAVALLEJA;FLORES;37,93515259712658;72,52336448598132;37,06007984031936;75,4187792824594;9,2;2,7;5,5;6,6;4,4;5,4;15,801207743298134;5,4638318050256105;2,746886224887408;1,9856801618653614;3,2208738275308737;4,0743969244124045;3,612540375207817;4,323056306104678
1007;10;7;58;7;14;56;164298;25050;272152;272;51311595;5,5;7284124;0,8;51,312;7,284;;False;188;28;62922;9048;25,05;164,298;MALDONADO;FLORES;35,05074924831708;73,44975086524454;37,06007984031936;75,4187792824594;7,7;3,7;5,5;6,6;4,4;5,4;15,801207743298134;5,605802066295998;3,937924642950799;1,9856801618653614;3,2208738275308737;5,101681852114599;3,612540375207817;4,323056306104678
1107;11;7;29;4;6;19;113107;25050;187006;187;26828524;2,9;7284124;0,8;26,829;7,284;;False;144;28;46112;9048;25,05;113,107;PAYSANDU;FLORES;34,56219332136826;67,06215335353652;37,06007984031936;75,4187792824594;7,4;4,9;5,9;6,6;4,4;5,4;15,801207743298134;5,231108616854587;3,289483392032154;1,9856801618653614;3,2208738275308737;4,728334273337693;3,612540375207817;4,323056306104678
1207;12;7;77;12;19;38;54765;25050;166130;166;24297744;2,6;7284124;0,8;24,298;7,284;2760,0;True;67;28;22474;9048;25,05;54,765;RIO NEGRO;FLORES;34,17324933808089;67,71526102054028;37,06007984031936;75,4187792824594;8,2;5,6;6,7;6,6;4,4;5,4;15,801207743298134;5,111987788356544;3,1903940424325503;1,9856801618653614;3,2208738275308737;4,00305130377571;3,612540375207817;4,323056306104678
1307;13;7;22;6;2;15;103473;25050;359348;359;20212707;2,2;7284124;0,8;20,213;7,284;;False;62;28;42934;9048;25,05;103,473;RIVERA;FLORES;33,98187933083993;65,9688442829875;37,06007984031936;75,4187792824594;6,9;5,2;5,9;6,6;4,4;5,4;15,801207743298134;5,883322388488279;3,006325961764861;1,9856801618653614;3,2208738275308737;4,639310709107822;3,612540375207817;4,323056306104678
1407;14;7;7;2;1;3;68088;25050;350524;351;17547856;1,9;7284124;0,8;17,548;7,284;;False;54;28;24443;9048;25,05;68,088;ROCHA;FLORES;36,931441663729295;67,36970952403371;37,06007984031936;75,4187792824594;6,1;2,8;4,2;6,6;4,4;5,4;15,801207743298134;5,860786223465865;2,8649399833039673;1,9856801618653614;3,2208738275308737;4,22080098617466;3,612540375207817;4,323056306104678
1507;15;7;20;3;5;19;124861;25050;305969;306;25542275;2,8;7284124;0,8;25,542;7,284;;False;97;28;53810;9048;25,05;124,861;SALTO;FLORES;33,297819174922516;66,35408370372274;37,06007984031936;75,4187792824594;9,2;5,0;6,8;6,6;4,4;5,4;15,801207743298134;5,723585101952381;3,2403241560740703;1,9856801618653614;3,2208738275308737;4,827201118571573;3,612540375207817;4,323056306104678
1607;16;7;122;15;25;23;108304;25050;120843;121;26930981;2,9;7284124;0,8;26,931;7,284;69905,0;True;154;28;40551;9048;25,05;108,304;SAN JOSE;FLORES;35,62451986999557;70,87153001936734;37,06007984031936;75,4187792824594;8,7;4,7;6,4;6,6;4,4;5,4;15,801207743298134;4,795790545596741;3,293278039442661;1,9856801618653614;3,2208738275308737;4,6849420877662515;3,612540375207817;4,323056306104678
1707;17;7;90;26;16;22;82594;25050;126326;126;22993631;2,5;7284124;0,8;22,994;7,284;118331,0;True;85;28;31637;9048;25,05;82,594;SORIANO;FLORES;35,76436545027484;70,56486944330861;37,06007984031936;75,4187792824594;8,3;3,0;5,2;6,6;4,4;5,4;15,801207743298134;4,836281906951478;3,1352333123315486;1,9856801618653614;3,2208738275308737;4,413937038663394;3,612540375207817;4,323056306104678
1807;18;7;79;8;16;39;90051;25050;222974;223;18093592;2,0;7284124;0,8;18,094;7,284;;False;61;28;35648;9048;25,05;90,051;TACUAREMBO;FLORES;35,0003442493698;65,68821966341896;37,06007984031936;75,4187792824594;9,0;5,2;6,8;6,6;4,4;5,4;15,801207743298134;5,407171771460119;2,89558039160355;1,9856801618653614;3,2208738275308737;4,500376176502005;3,612540375207817;4,323056306104678
1907;19;7;2;1;1;2;48134;25050;287718;288;11720592;1,3;7284124;0,8;11,721;7,284;;False;38;28;18500;9048;25,05;48,134;TREINTA Y TRES;FLORES;35,69273278763452;66,06116652354845;37,06007984031936;75,4187792824594;12,0;5,4;8,0;6,6;4,4;5,4;15,801207743298134;5,662960480135946;2,4613821047410434;1,9856801618653614;3,2208738275308737;3,8739887881102124;3,612540375207817;4,323056306104678
207;2;7;21;2;7;14;73377;25050;450737;451;14214980;1,5;7284124;0,8;14,215;7,284;;False;55;28;30880;9048;25,05;73,377;ARTIGAS;FLORES;33,966910612317214;63,54048882317126;37,06007984031936;75,4187792824594;11,5;5,4;8,1;6,6;4,4;5,4;15,801207743298134;6,111467339502679;2,654297745102963;1,9856801618653614;3,2208738275308737;4,295610535016993;3,612540375207817;4,323056306104678
108;1;8;1026;99;277;207;1318755;67047;102030;102;465848031;50,3;17767290;1,9;465,848;17,767;;False;3124;101;456072;24814;67,047;1318,755;MONTEVIDEO;FLORIDA;37,481047654795624;70,39570159219609;36,72022611004221;71,73437762775389;7,4;5,1;6,2;7,4;3,0;4,9;16,692869684280286;4,624972813284271;6,143859400659784;2,877342804053769;4,2053938659973955;7,184443388686383;3,6033277234142194;4,2729700975212745
308;3;8;670;121;123;99;520173;67047;88131;88;86306492;9,3;17767290;1,9;86,306;17,767;94070,0;True;563;101;197993;24814;67,047;520,173;CANELONES;FLORIDA;35,40663971409512;71,04518002114733;36,72022611004221;71,73437762775389;8,1;4,3;6,0;7,4;3,0;4,9;16,692869684280286;4,477336814478207;4,457899120585731;2,877342804053769;4,2053938659973955;6,254161448553351;3,6033277234142194;4,2729700975212745
408;4;8;73;6;18;48;84698;67047;335796;336;17048887;1,8;17767290;1,9;17,049;17,767;;False;88;101;33360;24814;67,047;84,698;CERRO LARGO;FLORIDA;35,614748872464524;65,58203917553142;36,72022611004221;71,73437762775389;3,8;1,7;2,6;7,4;3,0;4,9;16,692869684280286;5,817111159963204;2,836091550983094;2,877342804053769;4,2053938659973955;4,439091988628338;3,6033277234142194;4,2729700975212745
508;5;8;53;11;9;27;123203;67047;194958;195;43788749;4,7;17767290;1,9;43,789;17,767;;False;60;101;43030;24814;67,047;123,203;COLONIA;FLORIDA;37,63241966510556;76,05841493228472;36,72022611004221;71,73437762775389;4,1;2,5;3,2;7,4;3,0;4,9;16,692869684280286;5,272999558563747;3,7793826442885683;2,877342804053769;4,2053938659973955;4,813833401452298;3,6033277234142194;4,2729700975212745
608;6;8;404;89;86;77;57084;67047;121653;122;13023942;1,4;17767290;1,9;13,024;17,767;182177,0;True;40;101;22663;24814;67,047;57,084;DURAZNO;FLORIDA;35,09302081143578;67,28410796725862;36,72022611004221;71,73437762775389;13,1;5,8;8,9;7,4;3,0;4,9;16,692869684280286;4,804021044733257;2,5667938092601843;2,877342804053769;4,2053938659973955;4,044523867238145;3,6033277234142194;4,2729700975212745
708;7;8;76;11;16;15;25050;67047;125607;126;7284124;0,8;17767290;1,9;7,284;17,767;52794,0;True;28;101;9048;24814;67,047;25,05;FLORES;FLORIDA;37,06007984031936;75,4187792824594;36,72022611004221;71,73437762775389;6,6;4,4;5,4;7,4;3,0;4,9;16,692869684280286;4,836281906951478;1,9856801618653614;2,877342804053769;4,2053938659973955;3,2208738275308737;3,6033277234142194;4,2729700975212745
908;9;8;138;24;23;44;58815;67047;130899;131;15594153;1,7;17767290;1,9;15,594;17,767;116143,0;True;54;101;20753;24814;67,047;58,815;LAVALLEJA;FLORIDA;37,93515259712658;72,52336448598132;36,72022611004221;71,73437762775389;9,2;2,7;5,5;7,4;3,0;4,9;16,692869684280286;4,875197323201151;2,746886224887408;2,877342804053769;4,2053938659973955;4,0743969244124045;3,6033277234142194;4,2729700975212745
1008;10;8;121;15;22;95;164298;67047;166582;167;51311595;5,5;17767290;1,9;51,312;17,767;;False;188;101;62922;24814;67,047;164,298;MALDONADO;FLORIDA;35,05074924831708;73,44975086524454;36,72022611004221;71,73437762775389;7,7;3,7;5,5;7,4;3,0;4,9;16,692869684280286;5,117993812416755;3,937924642950799;2,877342804053769;4,2053938659973955;5,101681852114599;3,6033277234142194;4,2729700975212745
1108;11;8;57;11;14;48;113107;67047;311287;311;26828524;2,9;17767290;1,9;26,829;17,767;;False;144;101;46112;24814;67,047;113,107;PAYSANDU;FLORIDA;34,56219332136826;67,06215335353652;36,72022611004221;71,73437762775389;7,4;4,9;5,9;7,4;3,0;4,9;16,692869684280286;5,739792912179234;3,289483392032154;2,877342804053769;4,2053938659973955;4,728334273337693;3,6033277234142194;4,2729700975212745
1208;12;8;27;5;3;15;54765;67047;290411;290;24297744;2,6;17767290;1,9;24,298;17,767;;False;67;101;22474;24814;67,047;54,765;RIO NEGRO;FLORIDA;34,17324933808089;67,71526102054028;36,72022611004221;71,73437762775389;8,2;5,6;6,7;7,4;3,0;4,9;16,692869684280286;5,66988092298052;3,1903940424325503;2,877342804053769;4,2053938659973955;4,00305130377571;3,6033277234142194;4,2729700975212745
1308;13;8;63;1;15;56;103473;67047;419126;419;20212707;2,2;17767290;1,9;20,213;17,767;;False;62;101;42934;24814;67,047;103,473;RIVERA;FLORIDA;33,98187933083993;65,9688442829875;36,72022611004221;71,73437762775389;6,9;5,2;5,9;7,4;3,0;4,9;16,692869684280286;6,037870919922137;3,006325961764861;2,877342804053769;4,2053938659973955;4,639310709107822;3,6033277234142194;4,2729700975212745
1408;14;8;45;4;8;31;68088;67047;253255;253;17547856;1,9;17767290;1,9;17,548;17,767;;False;54;101;24443;24814;67,047;68,088;ROCHA;FLORIDA;36,931441663729295;67,36970952403371;36,72022611004221;71,73437762775389;6,1;2,8;4,2;7,4;3,0;4,9;16,692869684280286;5,53338948872752;2,8649399833039673;2,877342804053769;4,2053938659973955;4,22080098617466;3,6033277234142194;4,2729700975212745
1508;15;8;48;7;18;21;124861;67047;427875;428;25542275;2,8;17767290;1,9;25,542;17,767;;False;97;101;53810;24814;67,047;124,861;SALTO;FLORIDA;33,297819174922516;66,35408370372274;36,72022611004221;71,73437762775389;9,2;5,0;6,8;7,4;3,0;4,9;16,692869684280286;6,059123195581797;3,2403241560740703;2,877342804053769;4,2053938659973955;4,827201118571573;3,6033277234142194;4,2729700975212745
1608;16;8;252;37;55;17;108304;67047;96337;96;26930981;2,9;17767290;1,9;26,931;17,767;70039,0;True;154;101;40551;24814;67,047;108,304;SAN JOSE;FLORIDA;35,62451986999557;70,87153001936734;36,72022611004221;71,73437762775389;8,7;4,7;6,4;7,4;3,0;4,9;16,692869684280286;4,564348191467836;3,293278039442661;2,877342804053769;4,2053938659973955;4,6849420877662515;3,6033277234142194;4,2729700975212745
