loc_origen,loc_destino,personas_mig,pobl_origen,pobl_destino,cod,distancia_m
6721,10926,2,976,141,672110926,253693
1020,10929,3,1304729,200,102010929,132051
3987,10929,1,2813,200,398710929,105948
9220,10929,2,38446,200,922010929,66536
1020,10931,13,1304729,293,102010931,84984
3320,10931,2,19865,293,332010931,101004
3626,10931,9,2109,293,362610931,47448
3834,10931,1,1878,293,383410931,23255
3959,10931,1,4774,293,395910931,51300
9220,10931,3,38446,293,922010931,59461
18220,10931,1,54755,293,1822010931,415047
19220,10931,1,25477,293,1922010931,225473
1020,10934,15,1304729,392,102010934,143153
2220,10934,4,40657,392,222010934,659685
2521,10934,6,12200,392,252110934,730717
3221,10934,1,71258,392,322110934,148962
3322,10934,1,25947,392,332210934,120586
3421,10934,3,16244,392,342110934,152507
3828,10934,2,21091,392,382810934,111948
4220,10934,2,51830,392,422010934,324133
5321,10934,1,18041,392,532110934,371044
6220,10934,1,34368,392,622010934,270431
8421,10934,2,6130,392,842110934,226916
9220,10934,2,38446,392,922010934,81345
11120,10934,1,76412,392,1112010934,477781
14320,10934,1,25422,392,1432010934,72075
15120,10934,3,104011,392,1512010934,591872
17220,10934,2,41974,392,1722010934,396393
18220,10934,2,54755,392,1822010934,474874
18321,10934,4,12985,392,1832110934,337429
19220,10934,3,25477,392,1922010934,212335
1020,10935,1,1304729,85,102010935,124538
4220,10935,3,51830,85,422010935,302099
9220,10935,1,38446,85,922010935,37291
1020,10936,55,1304729,1396,102010936,137711
2220,10936,2,40657,1396,222010936,657937
2521,10936,5,12200,1396,252110936,725275
2824,10936,1,113,1396,282410936,664922
3524,10936,2,6570,1396,352410936,121967
3627,10936,1,7896,1396,362710936,88529
3632,10936,3,1760,1396,363210936,98405
3722,10936,2,5410,1396,372210936,120494
3732,10936,3,18573,1396,373210936,113154
3831,10936,1,8066,1396,383110936,115139
3834,10936,2,1878,1396,383410936,75982
4220,10936,20,51830,1396,422010936,322385
5422,10936,1,10085,1396,542210936,263276
5522,10936,1,6632,1396,552210936,294122
6220,10936,1,34368,1396,622010936,264989
7320,10936,3,21429,1396,732010936,289820
8220,10936,3,33639,1396,822010936,177537
9220,10936,6,38446,1396,922010936,79015
9522,10936,2,5118,1396,952210936,181540
9622,10936,5,2825,1396,962210936,78180
11120,10936,1,76412,1396,1112010936,472339
11828,10936,1,112,1396,1182810936,438353
12320,10936,1,24406,1396,1232010936,422845
12421,10936,2,16756,1396,1242110936,410960
13220,10936,1,64465,1396,1322010936,552976
14320,10936,4,25422,1396,1432010936,78781
14421,10936,1,7541,1396,1442110936,133830
14940,10936,2,330,1396,1494010936,138498
15120,10936,2,104011,1396,1512010936,586430
16220,10936,1,36743,1396,1622010936,202746
17321,10936,3,17174,1396,1732110936,393456
18220,10936,2,54755,1396,1822010936,469432
18321,10936,1,12985,1396,1832110936,331987
19521,10936,1,2341,1396,1952110936,285917
1020,10939,11,1304729,292,102010939,156815
2220,10939,2,40657,292,222010939,662679
3320,10939,1,19865,292,332010939,174493
3629,10939,1,4510,292,362910939,135401
3731,10939,1,90,292,373110939,141192
3828,10939,3,21091,292,382810939,125610
5999,10939,1,56,292,599910939,318341
6220,10939,2,34368,292,622010939,281521
9220,10939,4,38446,292,922010939,89738
11120,10939,1,76412,292,1112010939,488871
13220,10939,2,64465,292,1322010939,557718
14320,10939,1,25422,292,1432010939,55337
14421,10939,1,7541,292,1442110939,110386
14722,10939,2,3495,292,1472210939,80147
15120,10939,1,104011,292,1512010939,602962
16220,10939,1,36743,292,1622010939,221850
16521,10939,1,20239,292,1652110939,178852
18220,10939,2,54755,292,1822010939,485964
19220,10939,2,25477,292,1922010939,215329
1020,10940,12,1304729,944,102010940,83137
2220,10940,2,40657,944,222010940,615319
3322,10940,1,25947,944,332210940,56785
3323,10940,4,16742,944,332310940,109460
3527,10940,1,6132,944,352710940,71238
3625,10940,4,4199,944,362510940,50103
3630,10940,4,1797,944,363010940,31207
3632,10940,1,1760,944,363210940,40046
3726,10940,1,3146,944,372610940,38425
3729,10940,5,8626,944,372910940,47336
3831,10940,2,8066,944,383110940,62511
3834,10940,1,1878,944,383410940,23364
3929,10940,1,119,944,392910940,12887
3969,10940,2,91,944,396910940,16966
3975,10940,1,286,944,397510940,18528
9220,10940,1,38446,944,922010940,56229
9622,10940,4,2825,944,962210940,19821
14521,10940,2,9675,944,1452110940,247846
15120,10940,1,104011,944,1512010940,528071
17722,10940,3,998,944,1772210940,250217
1020,10942,20,1304729,339,102010942,138369
2220,10942,1,40657,339,222010942,660144
4220,10942,1,51830,339,422010942,324592
5321,10942,1,18041,339,532110942,366260
6421,10942,1,7176,339,642110942,233514
9220,10942,4,38446,339,922010942,81222
13220,10942,2,64465,339,1322010942,555183
14722,10942,1,3495,339,1472210942,101674
14942,10942,5,225,339,1494210942,103436
18321,10942,3,12985,339,1832110942,332645
19220,10942,2,25477,339,1922010942,212794
1020,10944,119,1304729,2838,102010944,112098
2220,10944,36,40657,2838,222010944,648065
2521,10944,6,12200,2838,252110944,699662
2621,10944,4,2531,2838,262110944,664419
3221,10944,10,71258,2838,322110944,117907
3320,10944,1,19865,2838,332010944,129776
3322,10944,8,25947,2838,332210944,89531
3421,10944,2,16244,2838,342110944,121452
3422,10944,2,7133,2838,342210944,117356
3526,10944,1,3727,2838,352610944,107548
3527,10944,1,6132,2838,352710944,103984
3621,10944,7,5562,2838,362110944,66948
3622,10944,2,2274,2838,362210944,67690
3628,10944,1,1973,2838,362810944,108192
3629,10944,1,4510,2838,362910944,90684
3631,10944,1,4397,2838,363110944,102312
3633,10944,3,7288,2838,363310944,90427
3723,10944,2,1305,2838,372310944,126529
3732,10944,13,18573,2838,373210944,87541
3826,10944,4,965,2838,382610944,58613
3828,10944,9,21091,2838,382810944,80893
3831,10944,4,8066,2838,383110944,89526
3835,10944,4,3195,2838,383510944,91187
3921,10944,2,152,2838,392110944,46970
3986,10944,1,86,2838,398610944,54331
4220,10944,61,51830,2838,422010944,333291
4521,10944,1,3168,2838,452110944,319168
4522,10944,4,14604,2838,452210944,346978
4821,10944,1,1511,2838,482110944,391415
5421,10944,1,10630,2838,542110944,228540
6220,10944,2,34368,2838,622010944,239376
6790,10944,1,1124,2838,679010944,246445
6924,10944,1,29,2838,692410944,273959
8220,10944,11,33639,2838,822010944,151924
8421,10944,1,6130,2838,842110944,195861
8521,10944,2,2402,2838,852110944,123869
8621,10944,2,1202,2838,862110944,166926
8721,10944,1,1357,2838,872110944,154941
8724,10944,1,1030,2838,872410944,198140
8821,10944,1,540,2838,882110944,125407
9220,10944,26,38446,2838,922010944,66672
9522,10944,4,5118,2838,952210944,192446
9721,10944,1,713,2838,972110944,153442
9823,10944,4,96,2838,982310944,169510
11120,10944,26,76412,2838,1112010944,446726
11521,10944,2,5039,2838,1152110944,426111
11956,10944,1,11,2838,1195610944,449785
12320,10944,3,24406,2838,1232010944,397232
12421,10944,12,16756,2838,1242110944,385347
12723,10944,1,598,2838,1272310944,356206
13220,10944,10,64465,2838,1322010944,553824
13943,10944,1,240,2838,1394310944,554633
14320,10944,16,25422,2838,1432010944,98284
14421,10944,4,7541,2838,1442110944,153333
14422,10944,1,7645,2838,1442210944,184436
14521,10944,6,9675,2838,1452110944,226606
14823,10944,3,510,2838,1482310944,204608
14923,10944,3,370,2838,1492310944,229267
15120,10944,46,104011,2838,1512010944,560817
15935,10944,1,160,2838,1593510944,500582
16824,10944,8,6870,2838,1682410944,140091
16825,10944,3,469,2838,1682510944,148371
17220,10944,11,41974,2838,1722010944,365338
17521,10944,2,4600,2838,1752110944,268764
17823,10944,2,557,2838,1782310944,305383
18220,10944,7,54755,2838,1822010944,443819
18321,10944,10,12985,2838,1832110944,306374
18724,10944,1,235,2838,1872410944,482938
19220,10944,30,25477,2838,1922010944,221493
19521,10944,1,2341,2838,1952110944,276166
19522,10944,2,3810,2838,1952210944,276492
19822,10944,1,230,2838,1982210944,258719
1020,10945,10,1304729,241,102010945,88712
3221,10945,2,71258,241,322110945,94527
3527,10945,2,6132,241,352710945,81573
3621,10945,1,5562,241,362110945,43569
3732,10945,2,18573,241,373210945,64153
5323,10945,2,12816,241,532310945,228991
9220,10945,5,38446,241,922010945,60454
14940,10945,1,330,241,1494010945,173273
1020,10948,11,1304729,234,102010948,117266
3525,10948,1,15908,234,352510948,101077
3729,10948,1,8626,234,372910948,79512
4220,10948,5,51830,234,422010948,329521
5320,10948,2,26231,234,532010948,289010
11120,10948,3,76412,234,1112010948,451896
11522,10948,3,8578,234,1152210948,457372
14521,10948,1,9675,234,1452110948,222836
15120,10948,2,104011,234,1512010948,565987
16220,10948,1,36743,234,1622010948,182303
18220,10948,3,54755,234,1822010948,448989
1020,10953,61,1304729,1031,102010953,93783
2521,10953,4,12200,1031,252110953,683282
3221,10953,2,71258,1031,322110953,99598
3320,10953,2,19865,1031,332010953,112436
3321,10953,1,20524,1031,332110953,97861
3323,10953,1,16742,1031,332310953,124866
3524,10953,1,6570,1031,352410953,78045
3526,10953,1,3727,1031,352610953,91168
3621,10953,1,5562,1031,362110953,48640
3725,10953,3,1313,1031,372510953,42415
3729,10953,1,8626,1031,372910953,56034
3830,10953,2,4724,1031,383010953,57691
3831,10953,1,8066,1031,383110953,71209
5621,10953,3,3235,1031,562110953,210399
8421,10953,1,6130,1031,842110953,179481
8621,10953,1,1202,1031,862110953,149586
9220,10953,12,38446,1031,922010953,60684
9622,10953,1,2825,1031,962210953,36187
9821,10953,1,180,1031,982110953,143392
12621,10953,1,2450,1031,1262110953,385088
14320,10953,1,25422,1031,1432010953,113625
15120,10953,6,104011,1031,1512010953,544437
18220,10953,2,54755,1031,1822010953,427439
19220,10953,3,25477,1031,1922010953,223791
1020,10954,83,1304729,611,102010954,92341
2522,10954,1,2659,611,252210954,682069
3221,10954,2,71258,611,322110954,98156
3321,10954,4,20524,611,332110954,96419
3422,10954,1,7133,611,342210954,99534
3523,10954,1,9624,611,352310954,73532
3726,10954,1,3146,611,372610954,45681
3732,10954,2,18573,611,373210954,67782
3828,10954,3,21091,611,382810954,61134
3835,10954,1,3195,611,383510954,71428
9220,10954,1,38446,611,922010954,59341
11521,10954,1,5039,611,1152110954,408289
13837,10954,1,6019,611,1383710954,535319
13931,10954,2,88,611,1393110954,502561
14320,10954,6,25422,611,1432010954,112282
14823,10954,1,510,611,1482310954,218606
14928,10954,2,95,611,1492810954,166676
16821,10954,1,1491,611,1682110954,148208
19522,10954,2,3810,611,1952210954,277447
1020,10955,32,1304729,269,102010955,90576
3221,10955,1,71258,269,322110955,96391
11120,10955,1,76412,269,1112010955,427139
14320,10955,3,25422,269,1432010955,112851
17220,10955,2,41974,269,1722010955,344791
1020,10956,43,1304729,750,102010956,118590
2521,10956,4,12200,750,252110956,706156
3221,10956,2,71258,750,322110956,124401
3527,10956,1,6132,750,352710956,110478
3724,10956,2,1595,750,372410956,66123
3986,10956,1,86,750,398610956,60821
4220,10956,3,51830,750,422010956,326332
4829,10956,3,195,750,482910956,319227
7320,10956,4,21429,750,732010956,270701
8220,10956,3,33639,750,822010956,158418
8421,10956,1,6130,750,842110956,202355
9220,10956,3,38446,750,922010956,68236
9522,10956,1,5118,750,952210956,185487
11120,10956,1,76412,750,1112010956,453220
14422,10956,6,7645,750,1442210956,176283
14722,10956,4,3495,750,1472210956,114941
15522,10956,1,1926,750,1552210956,648489
18220,10956,3,54755,750,1822010956,450313
19521,10956,1,2341,750,1952110956,277730
1020,10958,10,1304729,92,102010958,101035
1020,10959,14,1304729,178,102010959,103752
3321,10959,1,20524,178,332110959,107830
3830,10959,1,4724,178,383010959,67660
3835,10959,3,3195,178,383510959,82839
4220,10959,1,51830,178,422010959,339215
4522,10959,1,14604,178,452210959,352902
19220,10959,1,25477,178,1922010959,227417
1020,10962,1,1304729,62,102010962,96370
9220,10962,4,38446,62,922010962,50602
1020,10969,7,1304729,128,102010969,109549
3221,10969,1,71258,128,322110969,115360
3732,10969,4,18573,128,373210969,84990
4220,10969,3,51830,128,422010969,333819
4621,10969,2,1122,128,462110969,294288
9220,10969,2,38446,128,922010969,64132
9621,10969,1,1626,128,962110969,119615
14521,10969,1,9675,128,1452110969,227134
19220,10969,3,25477,128,1922010969,222021
1020,10972,1,1304729,4,102010972,147719
7721,10972,2,918,4,772110972,273073
1020,10973,62,1304729,1551,102010973,145351
2220,10973,3,40657,1551,222010973,660408
2521,10973,5,12200,1551,252110973,732915
3221,10973,7,71258,1551,322110973,151160
3320,10973,4,19865,1551,332010973,163029
3322,10973,4,25947,1551,332210973,122784
3323,10973,1,16742,1551,332310973,175459
3421,10973,1,16244,1551,342110973,154705
3527,10973,1,6132,1551,352710973,137237
3621,10973,1,5562,1551,362110973,100201
3626,10973,1,2109,1551,362610973,109473
3627,10973,2,7896,1551,362710973,96169
3631,10973,1,4397,1551,363110973,135565
3633,10973,1,7288,1551,363310973,123680
3721,10973,2,1047,1551,372110973,174648
3725,10973,4,1313,1551,372510973,93975
3732,10973,6,18573,1551,373210973,120794
3828,10973,1,21091,1551,382810973,114146
3921,10973,1,152,1551,392110973,80223
4220,10973,4,51830,1551,422010973,324856
4824,10973,1,263,1551,482410973,299856
5320,10973,7,26231,1551,532010973,317095
5321,10973,3,18041,1551,532110973,373242
5323,10973,2,12816,1551,532310973,285630
5522,10973,3,6632,1551,552210973,301762
5951,10973,2,193,1551,595110973,265733
6220,10973,7,34368,1551,622010973,272629
6521,10973,1,2692,1551,652110973,273677
6821,10973,1,161,1551,682110973,353097
7320,10973,2,21429,1551,732010973,297460
9220,10973,14,38446,1551,922010973,82068
9621,10973,1,1626,1551,962110973,110652
11120,10973,8,76412,1551,1112010973,479979
11522,10973,1,8578,1551,1152210973,485455
12320,10973,2,24406,1551,1232010973,430485
12421,10973,5,16756,1551,1242110973,418600
13220,10973,1,64465,1551,1322010973,555447
13830,10973,1,295,1551,1383010973,439079
14320,10973,3,25422,1551,1432010973,70099
14421,10973,2,7541,1551,1442110973,125148
14422,10973,1,7645,1551,1442210973,170129
14521,10973,2,9675,1551,1452110973,198421
14621,10973,1,1609,1551,1462110973,234536
14722,10973,2,3495,1551,1472210973,94909
15120,10973,13,104011,1551,1512010973,594070
15966,10973,1,750,1551,1596610973,601613
16220,10973,1,36743,1551,1622010973,210386
16824,10973,2,6870,1551,1682410973,173344
16961,10973,1,250,1551,1696110973,207952
17220,10973,5,41974,1551,1722010973,398591
17321,10973,1,17174,1551,1732110973,401096
17521,10973,2,4600,1551,1752110973,302017
17621,10973,2,2120,1551,1762110973,328112
18695,10973,7,450,1551,1869510973,461838
19220,10973,9,25477,1551,1922010973,213058
1020,10980,2,1304729,14,102010980,120958
13220,10980,1,64465,14,1322010980,552835
1020,10982,1,1304729,111,102010982,150728
2220,10982,1,40657,111,222010982,661991
3421,10982,1,16244,111,342110982,160082
4220,10982,1,51830,111,422010982,326439
9220,10982,5,38446,111,922010982,83651
14721,10982,1,977,111,1472110982,199198
1020,10986,33,1304729,1562,102010986,126172
2220,10986,3,40657,1562,222010986,657178
2521,10986,4,12200,1562,252110986,713736
3221,10986,1,71258,1562,322110986,131981
3526,10986,2,3727,1562,352610986,121622
3621,10986,7,5562,1562,362110986,81022
4220,10986,8,51830,1562,422010986,321626
4521,10986,1,3168,1562,452110986,307503
4522,10986,1,14604,1562,452210986,335313
5321,10986,1,18041,1562,532110986,354063
6220,10986,4,34368,1562,622010986,253450
6521,10986,1,2692,1562,652110986,261292
7320,10986,2,21429,1562,732010986,278281
8220,10986,2,33639,1562,822010986,165998
8421,10986,2,6130,1562,842110986,209935
9220,10986,9,38446,1562,922010986,69683
9621,10986,1,1626,1562,962110986,107422
9622,10986,3,2825,1562,962210986,66641
11120,10986,3,76412,1562,1112010986,460800
12320,10986,1,24406,1562,1232010986,411306
13220,10986,1,64465,1562,1322010986,552217
14320,10986,7,25422,1562,1432010986,84450
14422,10986,8,7645,1562,1442210986,170602
15120,10986,3,104011,1562,1512010986,574891
17220,10986,4,41974,1562,1722010986,379412
17521,10986,1,4600,1562,1752110986,282838
18220,10986,3,54755,1562,1822010986,457893
18321,10986,3,12985,1562,1832110986,320448
19220,10986,14,25477,1562,1922010986,209828
19522,10986,1,3810,1562,1952210986,264827
1020,11120,802,1304729,76412,102011120,359866
2220,11120,83,40657,76412,222011120,319113
2521,11120,39,12200,76412,252111120,258174
2522,11120,4,2659,76412,252211120,262448
2621,11120,5,2531,76412,262111120,241157
2721,11120,2,380,76412,272111120,303702
3221,11120,10,71258,76412,322111120,346759
3320,11120,12,19865,76412,332011120,323123
3321,11120,6,20524,76412,332111120,349988
3322,11120,5,25947,76412,332211120,364695
3323,11120,2,16742,76412,332311120,310726
3421,11120,1,16244,76412,342111120,341540
3521,11120,1,31650,76412,352111120,364827
3527,11120,1,6132,76412,352711120,348911
3528,11120,2,5089,76412,352811120,348811
3621,11120,4,5562,76412,362111120,388661
3624,11120,1,2508,76412,362411120,330157
3625,11120,1,4199,76412,362511120,371537
3631,11120,1,4397,76412,363111120,359726
3632,11120,2,1760,76412,363211120,377446
3633,11120,1,7288,76412,363311120,374440
3722,11120,2,5410,76412,372211120,376601
3731,11120,5,90,76412,373111120,372799
3732,11120,7,18573,76412,373211120,374159
3828,11120,9,21091,76412,382811120,375469
3831,11120,2,8066,76412,383111120,374154
3835,11120,3,3195,76412,383511120,375038
3839,11120,1,1419,76412,383911120,356779
4220,11120,23,51830,76412,422011120,436012
4521,11120,1,3168,76412,452111120,413385
4522,11120,7,14604,76412,452211120,523820
5320,11120,3,26231,76412,532011120,272771
5321,11120,16,18041,76412,532111120,213865
5323,11120,8,12816,76412,532311120,277209
5421,11120,11,10630,76412,542111120,268463
5422,11120,3,10085,76412,542211120,266802
5423,11120,5,9857,76412,542311120,203384
5521,11120,3,3390,76412,552111120,212147
5522,11120,1,6632,76412,552211120,258472
5621,11120,2,3235,76412,562111120,274750
5622,11120,1,3716,76412,562211120,216317
5962,11120,2,84,76412,596211120,283932
5999,11120,2,56,76412,599911120,279718
6220,11120,23,34368,76412,622011120,222153
6421,11120,5,7176,76412,642111120,317555
6622,11120,3,1443,76412,662211120,347913
7320,11120,22,21429,76412,732011120,182533
7938,11120,2,96,76412,793811120,208199
8220,11120,17,33639,76412,822011120,295769
8421,11120,6,6130,76412,842111120,259719
8521,11120,4,2402,76412,852111120,363532
8721,11120,1,1357,76412,872111120,347650
8823,11120,1,730,76412,882311120,312369
8923,11120,1,166,76412,892311120,293076
9220,11120,12,38446,76412,922011120,404371
9521,11120,1,2203,76412,952111120,377011
9955,11120,1,149,76412,995511120,379984
10320,11120,26,62590,76412,1032011120,463106
10321,11120,1,27471,76412,1032111120,462087
10522,11120,3,6597,76412,1052211120,432592
10523,11120,5,8830,76412,1052311120,433234
10524,11120,3,9277,76412,1052411120,466786
10940,11120,1,944,76412,1094011120,413980
10944,11120,2,2838,76412,1094411120,446726
10973,11120,2,1551,76412,1097311120,479979
12320,11120,61,24406,76412,1232011120,124045
12421,11120,146,16756,76412,1242111120,62634
12621,11120,14,2450,76412,1262111120,90043
12622,11120,38,1781,76412,1262211120,48654
12723,11120,4,598,76412,1272311120,134183
12797,11120,17,779,76412,1279711120,72639
12821,11120,1,53,76412,1282111120,90093
12823,11120,1,312,76412,1282311120,104747
12828,11120,1,177,76412,1282811120,128640
12923,11120,3,283,76412,1292311120,60644
12932,11120,4,39,76412,1293211120,68813
13220,11120,74,64465,76412,1322011120,344969
13521,11120,4,3788,76412,1352111120,294743
13522,11120,5,7235,76412,1352211120,316639
13621,11120,2,3698,76412,1362111120,377171
14320,11120,6,25422,76412,1432011120,513855
14422,11120,10,7645,76412,1442211120,486136
14521,11120,2,9675,76412,1452111120,568081
14722,11120,7,3495,76412,1472211120,542349
14929,11120,1,457,76412,1492911120,563954
15120,11120,273,104011,76412,1512011120,119329
15522,11120,6,1926,76412,1552211120,200507
15523,11120,3,2762,76412,1552311120,174425
15723,11120,1,296,76412,1572311120,199746
15827,11120,2,356,76412,1582711120,111652
15829,11120,3,54,76412,1582911120,149724
15943,11120,1,184,76412,1594311120,202187
15966,11120,1,750,76412,1596611120,126872
16220,11120,17,36743,76412,1622011120,279251
16421,11120,10,10166,76412,1642111120,319415
16824,11120,4,6870,76412,1682411120,338626
17220,11120,83,41974,76412,1722011120,120667
17321,11120,32,17174,76412,1732111120,157984
17521,11120,10,4600,76412,1752111120,216162
17621,11120,3,2120,76412,1762111120,189046
17622,11120,3,2123,76412,1762211120,156691
17623,11120,1,1124,76412,1762311120,159877
17624,11120,4,381,76412,1762411120,117336
17721,11120,1,783,76412,1772111120,177737
17822,11120,1,151,76412,1782211120,200622
17939,11120,1,170,76412,1793911120,197979
18220,11120,54,54755,76412,1822011120,234705
18321,11120,18,12985,76412,1832111120,204063
18521,11120,1,3415,76412,1852111120,265038
18695,11120,8,450,76412,1869511120,209218
18722,11120,1,2712,76412,1872211120,290267
18822,11120,1,160,76412,1882211120,272118
18828,11120,1,1142,76412,1882811120,349527
18991,11120,1,23,76412,1899111120,395521
19220,11120,10,25477,76412,1922011120,454674
19521,11120,2,2341,76412,1952111120,396997
1020,11521,46,1304729,5039,102011521,345100
2220,11521,5,40657,5039,222011521,302287
2521,11521,1,12200,5039,252111521,295779
2621,11521,2,2531,5039,262111521,278762
3221,11521,1,71258,5039,322111521,331993
3732,11521,5,18573,5039,373211521,359393
3953,11521,4,19124,5039,395311521,359973
4220,11521,2,51830,5039,422011521,363774
5320,11521,1,26231,5039,532011521,297540
5422,11521,2,10085,5039,542211521,276483
5423,11521,1,9857,5039,542311521,237835
6220,11521,3,34368,5039,622011521,187351
6421,11521,4,7176,5039,642111521,258039
6622,11521,1,1443,5039,662211521,287058
6721,11521,2,976,5039,672111521,148858
7320,11521,1,21429,5039,732011521,167767
7721,11521,1,918,5039,772111521,225373
9220,11521,4,38446,5039,922011521,383756
10320,11521,2,62590,5039,1032011521,442491
10523,11521,1,8830,5039,1052311521,412619
10524,11521,1,9277,5039,1052411521,446171
10942,11521,1,339,5039,1094211521,452382
12320,11521,1,24406,5039,1232011521,158496
12421,11521,14,16756,5039,1242111521,63140
12723,11521,1,598,5039,1272311521,73328
12797,11521,6,779,5039,1279711521,22941
12823,11521,3,312,5039,1282311521,25472
13220,11521,1,64465,5039,1322011521,272731
13522,11521,1,7235,5039,1352211521,244401
15120,11521,3,104011,5039,1512011521,156934
15522,11521,3,1926,5039,1552211521,238112
15523,11521,2,2762,5039,1552311521,212030
15957,11521,1,64,5039,1595711521,135670
15959,11521,1,171,5039,1595911521,153747
15965,11521,5,481,5039,1596511521,190767
16220,11521,4,36743,5039,1622011521,264485
16421,11521,2,10166,5039,1642111521,304649
16521,11521,1,20239,5039,1652111521,329294
16932,11521,3,423,5039,1693211521,313242
17220,11521,2,41974,5039,1722011521,155118
17521,11521,6,4600,5039,1752111521,225094
17823,11521,3,557,5039,1782311521,188203
18220,11521,3,54755,5039,1822011521,162467
18321,11521,2,12985,5039,1832111521,123385
18521,11521,1,3415,5039,1852111521,177340
1020,11522,62,1304729,8578,102011522,365342
2220,11522,3,40657,8578,222011522,313699
2521,11522,9,12200,8578,252111522,252760
3221,11522,1,71258,8578,322111522,352235
3631,11522,2,4397,8578,363111522,365202
3729,11522,4,8626,8578,372911522,387165
5323,11522,1,12816,8578,532311522,282685
7921,11522,1,261,8578,792111522,138586
8220,11522,6,33639,8578,822011522,301245
8521,11522,2,2402,8578,852111522,369008
10320,11522,17,62590,8578,1032011522,468582
12320,11522,1,24406,8578,1232011522,129521
12421,11522,15,16756,8578,1242111522,68110
13220,11522,11,64465,8578,1322011522,339555
13621,11522,2,3698,8578,1362111522,371757
14422,11522,2,7645,8578,1442211522,491612
15120,11522,14,104011,8578,1512011522,113915
15943,11522,4,184,8578,1594311522,196773
15970,11522,1,460,8578,1597011522,166457
16220,11522,3,36743,8578,1622011522,284727
16821,11522,1,1491,8578,1682111522,316154
17321,11522,1,17174,8578,1732111522,163460
18220,11522,1,54755,8578,1822011522,229291
1020,11621,26,1304729,2853,102011621,410236
2521,11621,1,12200,2853,252111621,208032
2621,11621,2,2531,2853,262111621,191015
4924,11621,6,272,2853,492411621,455582
8721,11621,1,1357,2853,872111621,398020
9220,11621,1,38446,2853,922011621,454741
10320,11621,2,62590,2853,1032011621,513476
10321,11621,1,27471,2853,1032111621,512457
12421,11621,2,16756,2853,1242111621,113004
12621,11621,1,2450,2853,1262111621,140413
12723,11621,3,598,2853,1272311621,184553
12797,11621,1,779,2853,1279711621,114256
13220,11621,1,64465,2853,1322011621,318373
15120,11621,12,104011,2853,1512011621,69187
15522,11621,7,1926,2853,1552211621,150365
15523,11621,5,2762,2853,1552311621,124283
16939,11621,1,59,2853,1693911621,345119
18220,11621,1,54755,2853,1822011621,208109
18695,11621,1,450,2853,1869511621,182622
18980,11621,6,133,2853,1898011621,224526
19790,11621,2,1694,2853,1979011621,417932
1020,11695,16,1304729,1111,102011695,363964
3221,11695,1,71258,1111,322111695,350857
3321,11695,3,20524,1111,332111695,354086
3322,11695,1,25947,1111,332211695,363407
3628,11695,3,1973,1111,362811695,327722
6964,11695,4,502,1111,696411695,233849
12421,11695,1,16756,1111,1242111695,200958
13522,11695,1,7235,1111,1352211695,119735
15120,11695,1,104011,1111,1512011695,206998
15957,11695,1,64,1111,1595711695,64265
17624,11695,2,381,1111,1762411695,214444
18220,11695,28,54755,1111,1822011695,37801
18695,11695,7,450,1111,1869511695,1145
18980,11695,7,133,1111,1898011695,51053
19220,11695,1,25477,1111,1922011695,314751
1020,11721,3,1304729,774,102011721,389723
8622,11721,1,2398,774,862211721,378984
10321,11721,1,27471,774,1032111721,491944
10524,11721,1,9277,774,1052411721,496643
13521,11721,1,3788,774,1352111721,265452
15120,11721,1,104011,774,1512011721,88047
15824,11721,5,39,774,1582411721,211790
1020,11722,4,1304729,528,102011722,331362
12320,11722,1,24406,528,1232011722,191690
12421,11722,2,16756,528,1242111722,96334
12823,11722,1,312,528,1282311722,42972
12824,11722,1,239,528,1282411722,34939
17623,11722,2,1124,528,1762311722,227522
1020,11723,9,1304729,1159,102011723,353268
2827,11723,3,16,1159,282711723,322411
3322,11723,1,25947,1159,332211723,358097
3422,11723,1,7133,1159,342211723,322809
4521,11723,4,3168,1159,452111723,415669
5323,11723,1,12816,1159,532311723,270611
6220,11723,1,34368,1159,622011723,215555
8822,11723,1,246,1159,882211723,233457
10320,11723,1,62590,1159,1032011723,456508
12421,11723,4,16756,1159,1242111723,56036
12622,11723,3,1781,1159,1262211723,42056
15120,11723,2,104011,1159,1512011723,129286
1020,11822,3,1304729,399,102011822,349356
2621,11822,1,2531,399,262111822,281291
6621,11822,1,1084,399,662111822,243040
10320,11822,1,62590,399,1032011822,430086
12421,11822,7,16756,399,1242111822,80679
15120,11822,1,104011,399,1512011822,159463
17622,11822,4,2123,399,1762211822,194793
1020,11825,1,1304729,331,102011825,371252
6622,11825,1,1443,331,662211825,359299
18321,11825,2,12985,331,1832111825,214871
1020,11828,5,1304729,112,102011828,348390
2621,11828,2,2531,112,262111828,282983
12824,11828,1,239,112,1282411828,51967
1020,11830,11,1304729,1718,102011830,361037
2220,11830,1,40657,1718,222011830,324247
2621,11830,1,2531,1718,262111830,246291
12421,11830,9,16756,1718,1242111830,63805
12945,11830,1,149,1718,1294511830,47647
13522,11830,8,7235,1718,1352211830,321773
15120,11830,2,104011,1718,1512011830,124463
17220,11830,2,41974,1718,1722011830,121838
18220,11830,1,54755,1718,1822011830,239839
18695,11830,2,450,1718,1869511830,214352
1020,11894,5,1304729,122,102011894,337945
6790,11894,1,1124,122,679011894,281789
12421,11894,1,16756,122,1242111894,180239
18723,11894,1,1037,122,1872311894,42342
1020,11926,1,1304729,735,102011926,441148
8220,11926,1,33639,735,822011926,377051
