loc_origen,loc_destino,personas_mig,pobl_origen,pobl_destino,cod,distancia_m
12421,4220,6,16756,51830,124214220,426718
12622,4220,2,1781,51830,126224220,474652
13220,4220,43,64465,51830,132204220,242810
13522,4220,10,7235,51830,135224220,245902
13621,4220,35,3698,51830,136214220,104787
13830,4220,1,295,51830,138304220,121949
14320,4220,11,25422,51830,143204220,280648
14421,4220,2,7541,51830,144214220,261954
14422,4220,8,7645,51830,144224220,182127
14521,4220,3,9675,51830,145214220,264072
14621,4220,1,1609,51830,146214220,246067
14622,4220,1,1022,51830,146224220,226140
14722,4220,1,3495,51830,147224220,305317
14923,4220,1,370,51830,149234220,278181
15120,4220,7,104011,51830,151204220,418009
16220,4220,14,36743,51830,162204220,393174
16821,4220,3,1491,51830,168214220,410436
16827,4220,2,738,51830,168274220,390130
16960,4220,1,93,51830,169604220,411561
17220,4220,4,41974,51830,172204220,460702
17521,4220,1,4600,51830,175214220,392639
18220,4220,34,54755,51830,182204220,202004
18321,4220,3,12985,51830,183214220,323899
18721,4220,1,687,51830,187214220,294263
18722,4220,2,2712,51830,187224220,145938
18828,4220,16,1142,51830,188284220,87328
18980,4220,1,133,51830,189804220,223850
19220,4220,28,25477,51830,192204220,112982
19521,4220,14,2341,51830,195214220,107786
19522,4220,8,3810,51830,195224220,109284
19721,4220,1,344,51830,197214220,131228
19722,4220,1,1430,51830,197224220,145277
19790,4220,5,1694,51830,197904220,138717
19947,4220,4,16,51830,199474220,71823
1020,4521,49,1304729,3168,10204521,341516
3221,4521,2,71258,3168,32214521,336020
3322,4521,1,25947,3168,33224521,320787
3523,4521,2,9624,3168,35234521,334209
3525,4521,3,15908,3168,35254521,338555
3624,4521,3,2508,3168,36244521,334202
3631,4521,3,4397,3168,36314521,326571
3828,4521,2,21091,3168,38284521,330176
6220,4521,1,34368,3168,62204521,251381
6790,4521,2,1124,3168,67904521,98228
8521,4521,4,2402,3168,85214521,239292
8622,4521,5,2398,3168,86224521,253075
9521,4521,1,2203,3168,95214521,145587
10320,4521,3,62590,3168,103204521,306443
11120,4521,2,76412,3168,111204521,413385
13220,4521,1,64465,3168,132204521,245303
14320,4521,1,25422,3168,143204521,266525
15120,4521,2,104011,3168,151204521,395382
18220,4521,4,54755,3168,182204521,179377
18722,4521,4,2712,3168,187224521,123311
18828,4521,2,1142,3168,188284521,64701
18991,4521,2,23,3168,189914521,99829
19220,4521,1,25477,3168,192204521,98859
19521,4521,13,2341,3168,195214521,67578
19522,4521,1,3810,3168,195224521,107611
19721,4521,1,344,3168,197214521,136138
19790,4521,3,1694,3168,197904521,98509
19947,4521,1,16,3168,199474521,41913
1020,4522,266,1304729,14604,10204522,403570
2220,4522,4,40657,14604,22204522,456281
3221,4522,10,71258,14604,32214522,401199
3320,4522,3,19865,14604,33204522,389648
3321,4522,1,20524,14604,33214522,403959
3322,4522,16,25947,14604,33224522,377089
3421,4522,3,16244,14604,34214522,401207
3422,4522,2,7133,14604,34224522,346565
3523,4522,9,9624,14604,35234522,390491
3525,4522,1,15908,14604,35254522,394837
3527,4522,1,6132,14604,35274522,384135
3621,4522,4,5562,14604,36214522,367939
3628,4522,2,1973,14604,36284522,363292
3631,4522,4,4397,14604,36314522,389043
3632,4522,1,1760,14604,36324522,327717
3724,4522,3,1595,14604,37244522,360997
3729,4522,2,8626,14604,37294522,375333
3732,4522,6,18573,14604,37324522,388369
3828,4522,3,21091,14604,38284522,381738
3957,4522,2,3543,14604,39574522,373729
5321,4522,2,18041,14604,53214522,560218
5721,4522,4,401,14604,57214522,542064
6621,4522,1,1084,14604,66214522,282726
7320,4522,3,21429,14604,73204522,402718
7721,4522,4,918,14604,77214522,459024
9220,4522,8,38446,14604,92204522,291653
9521,4522,1,2203,14604,95214522,220107
9522,4522,3,5118,14604,95224522,155534
10320,4522,29,62590,14604,103204522,334253
10321,4522,1,27471,14604,103214522,320887
10821,4522,2,8177,14604,108214522,334522
10947,4522,1,149,14604,109474522,338438
11120,4522,4,76412,14604,111204522,523820
12320,4522,1,24406,14604,123204522,561761
13220,4522,10,64465,14604,132204522,330618
13522,4522,1,7235,14604,135224522,333710
13621,4522,2,3698,14604,136214522,192595
14320,4522,1,25422,14604,143204522,294335
14422,4522,2,7645,14604,144224522,195814
14521,4522,12,9675,14604,145214522,277759
14621,4522,1,1609,14604,146214522,259754
14822,4522,1,205,14604,148224522,292652
14923,4522,2,370,14604,149234522,291868
14926,4522,1,83,14604,149264522,277639
15120,4522,2,104011,14604,151204522,505817
16220,4522,4,36743,14604,162204522,423530
17321,4522,1,17174,14604,173214522,555010
17521,4522,4,4600,14604,175214522,463371
18220,4522,3,54755,14604,182204522,289812
18321,4522,4,12985,14604,183214522,397164
18722,4522,1,2712,14604,187224522,233746
18829,4522,1,510,14604,188294522,299815
19220,4522,53,25477,14604,192204522,125630
19521,4522,8,2341,14604,195214522,195594
19522,4522,55,3810,14604,195224522,72252
19721,4522,10,344,14604,197214522,94196
19722,4522,2,1430,14604,197224522,108245
19790,4522,1,1694,14604,197904522,211982
19821,4522,6,674,14604,198214522,54776
19924,4522,5,62,14604,199244522,69778
19940,4522,2,49,14604,199404522,77269
1020,4621,18,1304729,1122,10204621,294712
3320,4621,1,19865,1122,33204621,272280
3525,4621,1,15908,1122,35254621,291751
6421,4621,1,7176,1122,64214621,115912
6790,4621,1,1124,1122,67904621,51424
8721,4621,1,1357,1122,87214621,159829
10320,4621,1,62590,1122,103204621,285471
13220,4621,2,64465,1122,132204621,292832
18220,4621,2,54755,1122,182204621,226906
19220,4621,8,25477,1122,192204621,78209
19521,4621,11,2341,1122,195214621,20774
19522,4621,1,3810,1122,195224621,107438
19722,4621,5,1430,1122,197224621,138449
19790,4621,4,1694,1122,197904621,51705
19822,4621,1,230,1122,198224621,40070
19942,4621,1,82,1122,199424621,98558
1020,4721,38,1304729,2331,10204721,427241
3221,4721,1,71258,2331,32214721,421745
3828,4721,1,21091,2331,38284721,414229
8220,4721,1,33639,2331,82204721,367338
10320,4721,1,62590,2331,103204721,366744
12421,4721,1,16756,2331,124214721,441140
13220,4721,2,64465,2331,132204721,211292
13621,4721,1,3698,2331,136214721,74418
16722,4721,3,1662,2331,167224721,450751
18828,4721,1,1142,2331,188284721,125554
19220,4721,1,25477,2331,192204721,159160
1020,4821,8,1304729,1511,10204821,439187
2220,4821,2,40657,1511,22204821,325045
3322,4821,2,25947,1511,33224821,418458
3421,4821,3,16244,1511,34214821,429722
3521,4821,4,31650,1511,35214821,423142
3631,4821,2,4397,1511,36314821,424242
3828,4821,3,21091,1511,38284821,426175
3929,4821,1,119,1511,39294821,395340
9220,4821,2,38446,1511,92204821,336090
10320,4821,1,62590,1511,103204821,378690
13621,4821,2,3698,1511,136214821,62508
18828,4821,1,1142,1511,188284821,122674
19220,4821,2,25477,1511,192204821,171106
19521,4821,1,2341,1511,195214821,165249
1020,4822,1,1304729,207,10204822,363192
3322,4822,1,25947,207,33224822,342463
10320,4822,1,62590,207,103204822,320902
10821,4822,2,8177,207,108214822,321171
15120,4822,3,104011,207,151204822,401782
1020,4824,4,1304729,263,10204824,325967
3723,4824,2,1305,263,37234824,311217
6421,4824,4,7176,263,64214824,147167
10524,4824,1,9277,263,105244824,300651
12320,4824,1,24406,263,123204824,435272
19220,4824,1,25477,263,192204824,87982
19521,4824,3,2341,263,195214824,52029
1020,4825,7,1304729,505,10204825,379656
3322,4825,3,25947,505,33224825,358927
3733,4825,1,4307,505,37334825,367526
10320,4825,2,62590,505,103204825,322423
10956,4825,1,750,505,109564825,328189
13220,4825,1,64465,505,132204825,240742
13621,4825,3,3698,505,136214825,102719
14622,4825,2,1022,505,146224825,227997
18220,4825,4,54755,505,182204825,199936
18828,4825,4,1142,505,188284825,85260
19220,4825,1,25477,505,192204825,114839
1020,4827,1,1304729,415,10204827,363632
3322,4827,1,25947,415,33224827,337151
3530,4827,1,9295,415,35304827,348553
10320,4827,1,62590,415,103204827,294315
13522,4827,1,7235,415,135224827,324916
18521,4827,1,3415,415,185214827,400008
18695,4827,1,450,415,186954827,317088
19220,4827,1,25477,415,192204827,85692
19821,4827,18,674,415,198214827,14838
1020,4830,2,1304729,104,10204830,410730
19790,4830,1,1694,104,197904830,215535
1020,4949,13,1304729,439,10204949,423328
3321,4949,1,20524,439,33214949,423717
3729,4949,1,8626,439,37294949,395091
3828,4949,4,21091,439,38284949,401496
3957,4949,2,3543,439,39574949,393487
6790,4949,1,1124,439,67904949,231459
9521,4949,1,2203,439,95214949,239865
10320,4949,2,62590,439,103204949,354011
11120,4949,1,76412,439,111204949,543578
13220,4949,1,64465,439,132204949,350376
14422,4949,1,7645,439,144224949,215572
19220,4949,2,25477,439,192204949,145388
19521,4949,4,2341,439,195214949,215352
19721,4949,1,344,439,197214949,113954
19722,4949,6,1430,439,197224949,128003
1020,4968,1,1304729,150,10204968,364455
6622,4968,1,1443,150,66224968,183223
1020,4983,6,1304729,522,10204983,377723
3221,4983,1,71258,522,32214983,372227
3525,4983,1,15908,522,35254983,374762
10524,4983,1,9277,522,105244983,329491
13621,4983,5,3698,522,136214983,100786
13823,4983,1,107,522,138234983,198839
14320,4983,1,25422,522,143204983,284488
16621,4983,1,2604,522,166214983,373932
18825,4983,2,87,522,188254983,169215
1020,4987,9,1304729,388,10204987,384178
14422,4987,1,7645,388,144224987,183752
1020,4989,2,1304729,5,10204989,369944
1020,5320,631,1304729,26231,10205320,172240
2220,5320,71,40657,26231,22205320,586646
2521,5320,22,12200,26231,25215320,525707
2522,5320,8,2659,26231,25225320,529981
2830,5320,2,1642,26231,28305320,588610
3221,5320,15,71258,26231,32215320,175516
3320,5320,17,19865,26231,33205320,158248
3322,5320,12,25947,26231,33225320,198508
3323,5320,2,16742,26231,33235320,145851
3421,5320,2,16244,26231,34215320,176665
3422,5320,1,7133,26231,34225320,195001
3523,5320,1,9624,26231,35235320,191222
3524,5320,6,6570,26231,35245320,191977
3527,5320,5,6132,26231,35275320,184036
3528,5320,6,5089,26231,35285320,214403
3621,5320,5,5562,26231,36215320,217379
3627,5320,1,7896,26231,36275320,221207
3631,5320,9,4397,26231,36315320,186641
3724,5320,5,1595,26231,37245320,224211
3729,5320,1,8626,26231,37295320,209500
3730,5320,1,1489,26231,37305320,176957
3732,5320,14,18573,26231,37325320,196533
3826,5320,2,965,26231,38265320,227588
3828,5320,10,21091,26231,38285320,203103
3830,5320,1,4724,26231,38305320,208315
3831,5320,1,8066,26231,38315320,194694
3959,5320,1,4774,26231,39595320,206314
4220,5320,14,51830,26231,42205320,484010
4522,5320,1,14604,26231,45225320,532624
6220,5320,11,34368,26231,62205320,193015
6421,5320,4,7176,26231,64215320,288417
7320,5320,10,21429,26231,73205320,152029
7721,5320,1,918,26231,77215320,104969
8220,5320,11,33639,26231,82205320,181098
8421,5320,3,6130,26231,84215320,198954
8623,5320,1,1849,26231,86235320,145198
8933,5320,3,396,26231,89335320,150887
9220,5320,7,38446,26231,92205320,262076
9521,5320,4,2203,26231,95215320,317235
10320,5320,26,62590,26231,103205320,300222
10321,5320,1,27471,26231,103215320,301775
10523,5320,4,8830,26231,105235320,268415
10524,5320,9,9277,26231,105245320,303900
10942,5320,1,339,26231,109425320,310113
11120,5320,38,76412,26231,111205320,272771
11521,5320,4,5039,26231,115215320,297540
11824,5320,3,333,26231,118245320,351168
12320,5320,37,24406,26231,123205320,186098
12421,5320,2,16756,26231,124215320,244459
12622,5320,1,1781,26231,126225320,240577
13220,5320,12,64465,26231,132205320,507485
13522,5320,2,7235,26231,135225320,479155
14320,5320,6,25422,26231,143205320,370122
14421,5320,3,7541,26231,144215320,423930
14422,5320,2,7645,26231,144225320,401062
14521,5320,4,9675,26231,145215320,479069
14722,5320,6,3495,26231,147225320,394932
15120,5320,63,104011,26231,151205320,386862
15522,5320,2,1926,26231,155225320,468040
15722,5320,1,877,26231,157225320,404123
16220,5320,14,36743,26231,162205320,110949
16421,5320,2,10166,26231,164215320,125250
16521,5320,4,20239,26231,165215320,149895
16821,5320,1,1491,26231,168215320,115877
16824,5320,7,6870,26231,168245320,144461
16826,5320,1,1277,26231,168265320,105156
16827,5320,5,738,26231,168275320,116255
16924,5320,1,28,26231,169245320,84650
16929,5320,5,2585,26231,169295320,75740
16945,5320,1,162,26231,169455320,100541
17220,5320,47,41974,26231,172205320,154204
17321,5320,53,17174,26231,173215320,124406
17521,5320,66,4600,26231,175215320,91907
17621,5320,5,2120,26231,176215320,101835
17624,5320,1,381,26231,176245320,195206
17721,5320,2,783,26231,177215320,116550
17722,5320,10,998,26231,177225320,96590
17823,5320,8,557,26231,178235320,109337
17825,5320,1,430,26231,178255320,102711
17927,5320,1,36,26231,179275320,113709
17952,5320,1,131,26231,179525320,77523
18220,5320,8,54755,26231,182205320,397480
18321,5320,2,12985,26231,183215320,260035
19220,5320,6,25477,26231,192205320,407139
1020,5321,291,1304729,18041,10205321,228387
2220,5321,6,40657,18041,22205321,527740
2521,5321,1,12200,18041,25215321,466801
3221,5321,8,71258,18041,32215321,231663
3320,5321,3,19865,18041,33205321,214395
3322,5321,11,25947,18041,33225321,254655
3526,5321,1,3727,18041,35265321,238282
3527,5321,1,6132,18041,35275321,240183
3731,5321,8,90,18041,37315321,248376
3732,5321,1,18573,18041,37325321,252680
3828,5321,1,21091,18041,38285321,259250
3830,5321,2,4724,18041,38305321,264462
3835,5321,2,3195,18041,38355321,249285
3957,5321,4,3543,18041,39575321,267552
3959,5321,2,4774,18041,39595321,262461
4220,5321,6,51830,18041,42205321,489486
6421,5321,1,7176,18041,64215321,293893
6922,5321,1,86,18041,69225321,294124
7320,5321,1,21429,18041,73205321,157505
8220,5321,4,33639,18041,82205321,237245
8421,5321,5,6130,18041,84215321,225707
8621,5321,1,1202,18041,86215321,208150
9220,5321,2,38446,18041,92205321,318223
9722,5321,1,553,18041,97225321,374134
10320,5321,15,62590,18041,103205321,356369
10321,5321,1,27471,18041,103215321,357922
10524,5321,4,9277,18041,105245321,360047
11120,5321,8,76412,18041,111205321,213865
12320,5321,16,24406,18041,123205321,127192
12421,5321,4,16756,18041,124215321,185553
13220,5321,4,64465,18041,132205321,512961
13836,5321,5,3363,18041,138365321,510600
14722,5321,1,3495,18041,147225321,451079
14962,5321,1,823,18041,149625321,518247
15120,5321,6,104011,18041,151205321,327956
16220,5321,3,36743,18041,162205321,167096
16421,5321,4,10166,18041,164215321,181397
16721,5321,3,771,18041,167215321,199534
16824,5321,1,6870,18041,168245321,200608
16825,5321,1,469,18041,168255321,195796
17220,5321,12,41974,18041,172205321,93250
17321,5321,30,17174,18041,173215321,56068
17521,5321,5,4600,18041,175215321,97383
17622,5321,1,2123,18041,176225321,93882
17623,5321,1,1124,18041,176235321,77710
17798,5321,5,394,18041,177985321,22718
17825,5321,1,430,18041,178255321,42290
17939,5321,5,170,18041,179395321,35726
17951,5321,1,43,18041,179515321,51150
17952,5321,1,131,18041,179525321,59422
18220,5321,4,54755,18041,182205321,402956
18321,5321,4,12985,18041,183215321,265511
19220,5321,4,25477,18041,192205321,434733
1020,5323,189,1304729,12816,10205323,140775
2220,5323,2,40657,12816,22205323,579255
2521,5323,5,12200,12816,25215323,530145
2826,5323,4,140,12816,28265323,581584
3221,5323,4,71258,12816,32215323,144051
3320,5323,1,19865,12816,33205323,126783
3422,5323,5,7133,12816,34225323,163536
3625,5323,3,4199,12816,36255323,174889
3633,5323,1,7288,12816,36335323,162130
3729,5323,1,8626,12816,37295323,178035
3732,5323,10,18573,12816,37325323,165068
3828,5323,1,21091,12816,38285323,171638
3957,5323,4,3543,12816,39575323,179940
4220,5323,2,51830,12816,42205323,461539
4522,5323,1,14604,12816,45225323,501159
6220,5323,2,34368,12816,62205323,170544
8220,5323,10,33639,12816,82205323,149633
8824,5323,2,810,12816,88245323,144644
9220,5323,1,38446,12816,92205323,230611
10320,5323,19,62590,12816,103205323,268757
10321,5323,3,27471,12816,103215323,270310
10523,5323,3,8830,12816,105235323,236950
11120,5323,16,76412,12816,111205323,277209
12320,5323,6,24406,12816,123205323,190536
12421,5323,1,16756,12816,124215323,247352
12621,5323,3,2450,12816,126215323,195732
12622,5323,1,1781,12816,126225323,245015
13220,5323,10,64465,12816,132205323,485014
13522,5323,4,7235,12816,135225323,456684
13621,5323,4,3698,12816,136215323,517166
14320,5323,1,25422,12816,143205323,338657
14722,5323,2,3495,12816,147225323,363467
15120,5323,7,104011,12816,151205323,391300
16220,5323,19,36743,12816,162205323,79484
16421,5323,1,10166,12816,164215323,93785
16721,5323,1,771,12816,167215323,111922
16824,5323,4,6870,12816,168245323,112996
16923,5323,3,343,12816,169235323,69752
16924,5323,1,28,12816,169245323,53185
16929,5323,4,2585,12816,169295323,44275
17220,5323,9,41974,12816,172205323,158642
17321,5323,2,17174,12816,173215323,138442
17521,5323,4,4600,12816,175215323,69947
18220,5323,6,54755,12816,182205323,375009
18321,5323,10,12985,12816,183215323,237564
18695,5323,1,450,12816,186955323,359775
19220,5323,1,25477,12816,192205323,375674
19522,5323,1,3810,12816,195225323,430673
1020,5421,173,1304729,10630,10205421,116938
2220,5421,6,40657,10630,22205421,551835
2521,5421,7,12200,10630,25215421,521399
3221,5421,12,71258,10630,32215421,120214
3320,5421,6,19865,10630,33205421,102739
3322,5421,3,25947,10630,33225421,143206
3521,5421,1,31650,10630,35215421,138968
3524,5421,3,6570,10630,35245421,136675
3525,5421,3,15908,10630,35255421,133184
3621,5421,1,5562,10630,36215421,162077
3627,5421,1,7896,10630,36275421,165905
3732,5421,8,18573,10630,37325421,141231
3733,5421,1,4307,10630,37335421,139585
3826,5421,1,965,10630,38265421,172286
3828,5421,1,21091,10630,38285421,147801
4521,5421,1,3168,10630,45215421,393911
6220,5421,7,34368,10630,62205421,143124
6421,5421,1,7176,10630,64215421,238526
6821,5421,2,161,10630,68215421,223614
7320,5421,1,21429,10630,73205421,103447
7721,5421,13,918,10630,77215421,46084
8220,5421,1,33639,10630,82205421,125589
8622,5421,3,2398,10630,86225421,164710
8790,5421,1,409,10630,87905421,296386
8823,5421,3,730,10630,88235421,116287
10320,5421,13,62590,10630,103205421,244920
10321,5421,2,27471,10630,103215421,246473
10522,5421,1,6597,10630,105225421,214406
10524,5421,5,9277,10630,105245421,248598
11120,5421,9,76412,10630,111205421,268463
11521,5421,1,5039,10630,115215421,271200
11621,5421,3,2853,10630,116215421,318833
11826,5421,1,218,10630,118265421,280116
12320,5421,7,24406,10630,123205421,181790
12421,5421,3,16756,10630,124215421,224587
12723,5421,3,598,10630,127235421,210390
13220,5421,5,64465,10630,132205421,457594
14320,5421,2,25422,10630,143205421,314820
14422,5421,1,7645,10630,144225421,345553
14921,5421,1,417,10630,149215421,378297
16220,5421,24,36743,10630,162205421,55440
16421,5421,1,10166,10630,164215421,69948
16823,5421,1,344,10630,168235421,41336
16824,5421,2,6870,10630,168245421,89159
16923,5421,2,343,10630,169235421,45708
16924,5421,4,28,10630,169245421,32173
16929,5421,23,2585,10630,169295421,20054
16933,5421,1,61,10630,169335421,27876
17220,5421,15,41974,10630,172205421,149896
17321,5421,6,17174,10630,173215421,143978
17521,5421,13,4600,10630,175215421,54126
17621,5421,1,2120,10630,176215421,79417
17622,5421,1,2123,10630,176225421,112923
17623,5421,1,1124,10630,176235421,165401
17722,5421,1,998,10630,177225421,67521
18220,5421,4,54755,10630,182205421,347589
19220,5421,4,25477,10630,192205421,351630
1020,5422,178,1304729,10085,10205422,126061
2220,5422,1,40657,10085,22205422,562069
2521,5422,5,12200,10085,25215422,519738
2925,5422,1,355,10085,29255422,503730
3221,5422,7,71258,10085,32215422,129337
3320,5422,3,19865,10085,33205422,112069
3321,5422,4,20524,10085,33215422,126954
3322,5422,9,25947,10085,33225422,152329
3527,5422,1,6132,10085,35275422,137857
3627,5422,1,7896,10085,36275422,175028
3830,5422,3,4724,10085,38305422,162136
3835,5422,1,3195,10085,38355422,146959
4220,5422,1,51830,10085,42205422,444353
4721,5422,1,2331,10085,47215422,489870
6220,5422,3,34368,10085,62205422,153358
6421,5422,1,7176,10085,64215422,248760
7921,5422,3,261,10085,79215422,158856
8220,5422,2,33639,10085,82205422,134919
8622,5422,1,2398,10085,86225422,174040
9220,5422,3,38446,10085,92205422,215897
10320,5422,10,62590,10085,103205422,254043
10521,5422,1,2465,10085,105215422,269723
10524,5422,1,9277,10085,105245422,257721
11120,5422,2,76412,10085,111205422,266802
11621,5422,1,2853,10085,116215422,317172
12320,5422,8,24406,10085,123205422,180129
12621,5422,1,2450,10085,126215422,185325
12622,5422,1,1781,10085,126225422,234608
13220,5422,6,64465,10085,132205422,467828
13522,5422,3,7235,10085,135225422,439498
14521,5422,1,9675,10085,145215422,432890
15120,5422,7,104011,10085,151205422,380893
15827,5422,1,356,10085,158275422,373216
16220,5422,25,36743,10085,162205422,64770
16421,5422,3,10166,10085,164215422,79071
16821,5422,1,1491,10085,168215422,69698
16824,5422,7,6870,10085,168245422,98282
16929,5422,13,2585,10085,169295422,29561
16945,5422,2,162,10085,169455422,54362
17220,5422,8,41974,10085,172205422,148235
17321,5422,1,17174,10085,173215422,133123
17521,5422,5,4600,10085,175215422,52465
17621,5422,5,2120,10085,176215422,77756
17622,5422,4,2123,10085,176225422,111262
18220,5422,2,54755,10085,182205422,357823
19220,5422,4,25477,10085,192205422,360960
1020,5423,167,1304729,9857,10205423,248376
2220,5423,2,40657,9857,22205423,517259
2521,5423,4,12200,9857,25215423,456320
3221,5423,3,71258,9857,32215423,251652
3320,5423,1,19865,9857,33205423,234384
3321,5423,1,20524,9857,33215423,249269
3322,5423,4,25947,9857,33225423,274644
3421,5423,1,16244,9857,34215423,252801
3631,5423,8,4397,9857,36315423,262777
3828,5423,1,21091,9857,38285423,279239
3830,5423,1,4724,9857,38305423,284451
3974,5423,1,273,9857,39745423,323195
4220,5423,4,51830,9857,42205423,496244
6220,5423,2,34368,9857,62205423,205249
6951,5423,1,89,9857,69515423,224804
7320,5423,3,21429,9857,73205423,164263
7721,5423,1,918,9857,77215423,134573
8220,5423,5,33639,9857,82205423,255383
8421,5423,3,6130,9857,84215423,232465
8621,5423,4,1202,9857,86215423,228139
10320,5423,6,62590,9857,103205423,376358
10523,5423,2,8830,9857,105235423,344551
10524,5423,6,9277,9857,105245423,380036
11120,5423,15,76412,9857,111205423,203384
12320,5423,25,24406,9857,123205423,116711
12421,5423,4,16756,9857,124215423,175072
12621,5423,1,2450,9857,126215423,121907
12797,5423,1,779,9857,127975423,216056
12930,5423,1,248,9857,129305423,88856
13220,5423,3,64465,9857,132205423,510370
13943,5423,1,240,9857,139435423,474444
14320,5423,2,25422,9857,143205423,446258
14421,5423,2,7541,9857,144215423,500066
15120,5423,11,104011,9857,151205423,317475
16220,5423,1,36743,9857,162205423,187085
16521,5423,1,20239,9857,165215423,226031
16929,5423,1,2585,9857,169295423,151876
16939,5423,2,59,9857,169395423,190083
16945,5423,1,162,9857,169455423,176677
17220,5423,30,41974,9857,172205423,82769
17321,5423,27,17174,9857,173215423,45475
17521,5423,1,4600,9857,175215423,104141
17622,5423,8,2123,9857,176225423,86039
17623,5423,1,1124,9857,176235423,67229
17721,5423,1,783,9857,177215423,96985
17798,5423,31,394,9857,177985423,17630
17825,5423,6,430,9857,178255423,40693
17930,5423,2,74,9857,179305423,43285
17951,5423,5,43,9857,179515423,32906
19220,5423,3,25477,9857,192205423,441491
1020,5521,44,1304729,3390,10205521,197303
2220,5521,1,40657,3390,22205521,526022
3322,5521,4,25947,3390,33225521,223571
3631,5521,1,4397,3390,36315521,211704
3828,5521,1,21091,3390,38285521,228166
3830,5521,1,4724,3390,38305521,233378
3927,5521,2,139,3390,39275521,248269
4220,5521,3,51830,3390,42205521,437299
6421,5521,1,7176,3390,64215521,241706
7320,5521,1,21429,3390,73205521,105318
7721,5521,1,918,3390,77215521,75628
9955,5521,2,149,3390,99555521,270229
10320,5521,4,62590,3390,103205521,325285
10522,5521,2,6597,3390,105225521,294771
11120,5521,1,76412,3390,111205521,212147
11621,5521,1,2853,3390,116215521,262517
12320,5521,2,24406,3390,123205521,125474
15120,5521,2,104011,3390,151205521,326238
16220,5521,4,36743,3390,162205521,135547
17220,5521,1,41974,3390,172205521,93580
17321,5521,8,17174,3390,173215521,68583
17521,5521,5,4600,3390,175215521,45196
17621,5521,5,2120,3390,176215521,39993
17622,5521,1,2123,3390,176225521,69091
17722,5521,1,998,3390,177225521,44708
17822,5521,6,151,3390,178225521,13027
17825,5521,3,430,3390,178255521,46888
17939,5521,1,170,3390,179395521,28182
17952,5521,3,131,3390,179525521,16899
18220,5521,1,54755,3390,182205521,350769
1020,5522,89,1304729,6632,10205522,156907
2220,5522,1,40657,6632,22205522,572347
3221,5522,1,71258,6632,32215522,160183
3320,5522,4,19865,6632,33205522,142915
3321,5522,1,20524,6632,33215522,157800
3322,5522,2,25947,6632,33225522,183175
3422,5522,4,7133,6632,34225522,179668
3621,5522,1,5562,6632,36215522,202046
3731,5522,1,90,6632,37315522,176896
4521,5522,6,3168,6632,45215522,415074
4824,5522,1,263,6632,48245522,399525
6421,5522,1,7176,6632,64215522,259689
6821,5522,1,161,6632,68215522,244777
7320,5522,8,21429,6632,73205522,123301
7721,5522,1,918,6632,77215522,79609
8621,5522,4,1202,6632,86215522,136670
8933,5522,9,396,6632,89335522,135554
9220,5522,2,38446,6632,92205522,246743
9932,5522,1,49,6632,99325522,240876
10320,5522,8,62590,6632,103205522,284889
10321,5522,6,27471,6632,103215522,286442
10523,5522,3,8830,6632,105235522,253082
10524,5522,1,9277,6632,105245522,288567
11120,5522,5,76412,6632,111205522,258472
13220,5522,4,64465,6632,132205522,478757
14521,5522,1,9675,6632,145215522,463736
14940,5522,3,330,6632,149405522,414506
15120,5522,5,104011,6632,151205522,372563
16220,5522,8,36743,6632,162205522,95616
16621,5522,1,2604,6632,166215522,115760
16925,5522,3,517,6632,169255522,122752
16932,5522,1,423,6632,169325522,117874
17220,5522,6,41974,6632,172205522,139905
17321,5522,5,17174,6632,173215522,115745
17521,5522,2,4600,6632,175215522,63394
17623,5522,1,1124,6632,176235522,137168
17721,5522,1,783,6632,177215522,102251
18220,5522,5,54755,6632,182205522,368752
18321,5522,6,12985,6632,183215522,231307
19220,5522,3,25477,6632,192205522,391806
1020,5621,81,1304729,3235,10205621,117112
2220,5621,7,40657,3235,22205621,558122
3221,5621,2,71258,3235,32215621,120388
3422,5621,9,7133,3235,34225621,139873
3633,5621,1,7288,3235,36335621,138467
3925,5621,1,416,3235,39255621,173825
3953,5621,3,19124,3235,39535621,144384
6220,5621,2,34368,3235,62205621,149411
6421,5621,2,7176,3235,64215621,244813
8220,5621,1,33639,3235,82205621,125970
9220,5621,2,38446,3235,92205621,206948
10320,5621,1,62590,3235,103205621,245094
11120,5621,12,76412,3235,111205621,274750
12421,5621,2,16756,3235,124215621,230874
14320,5621,1,25422,3235,143205621,314994
16220,5621,6,36743,3235,162205621,55821
16421,5621,3,10166,3235,164215621,70122
16923,5621,2,343,3235,169235621,46089
16924,5621,3,28,3235,169245621,29715
16929,5621,7,2585,3235,169295621,20612
16933,5621,3,61,3235,169335621,28028
16945,5621,1,162,3235,169455621,45413
16961,5621,1,250,3235,169615621,54015
17220,5621,1,41974,3235,172205621,156183
17321,5621,5,17174,3235,173215621,143333
17521,5621,6,4600,3235,175215621,60413
17623,5621,2,1124,3235,176235621,164756
18220,5621,1,54755,3235,182205621,353876
19220,5621,1,25477,3235,192205621,352011
1020,5622,60,1304729,3716,10205622,169287
2220,5622,1,40657,3716,22205622,511339
3221,5622,1,71258,3716,32215622,162526
4721,5622,4,2331,3716,47215622,439140
6521,5622,1,2692,3716,65215622,158774
6790,5622,1,1124,3716,67905622,255592
7320,5622,2,21429,3716,73205622,61642
7721,5622,2,918,3716,77215622,31617
