cod_ori,latlon_ori,cod_des,latlon_des,cod,distancia
12320,"-33.12672715408673,-58.29894536750416",15120,"-31.39099520425074,-57.938559131114474",1232015120,238041
12320,"-33.12672715408673,-58.29894536750416",16220,"-34.338333026427584,-56.71343246500763",1232016220,219767
12320,"-33.12672715408673,-58.29894536750416",17220,"-33.255057139215,-58.03061475685623",1232017220,33334
12320,"-33.12672715408673,-58.29894536750416",18220,"-31.71656576589131,-55.98227865899393",1232018220,319530
12320,"-33.12672715408673,-58.29894536750416",19220,"-33.23222966487474,-54.38252254973986",1232019220,432719
13220,"-30.91647986120184,-55.569795769247854",1020,"-34.83459368462574,-56.200727322283996",132201020,490644
13220,"-30.91647986120184,-55.569795769247854",2220,"-30.42583821419782,-56.48691836714405",132202220,118318
13220,"-30.91647986120184,-55.569795769247854",3320,"-34.5248820942228,-56.28134757794109",132203320,453943
13220,"-30.91647986120184,-55.569795769247854",4220,"-32.366965911958815,-54.16797657500114",132204220,241003
13220,"-30.91647986120184,-55.569795769247854",5320,"-34.45055037560706,-57.838919942012616",132205320,506535
13220,"-30.91647986120184,-55.569795769247854",6220,"-33.38250225260489,-56.5226838660229",132206220,315777
13220,"-30.91647986120184,-55.569795769247854",7320,"-33.5214825688165,-56.89958042575091",132207320,356146
13220,"-30.91647986120184,-55.569795769247854",8220,"-34.10300406870569,-56.22187817478847",132208220,403768
13220,"-30.91647986120184,-55.569795769247854",9220,"-34.37662152849474,-55.244018002185456",132209220,483574
13220,"-30.91647986120184,-55.569795769247854",10320,"-34.8972187652653,-54.94737237904476",1322010320,550031
13220,"-30.91647986120184,-55.569795769247854",11120,"-32.318768140700776,-58.07902159500193",1322011120,344524
13220,"-30.91647986120184,-55.569795769247854",12320,"-33.12672715408673,-58.29894536750416",1322012320,429996
13220,"-30.91647986120184,-55.569795769247854",14320,"-34.47922798203669,-54.326604990723666",1322014320,508801
13220,"-30.91647986120184,-55.569795769247854",15120,"-31.39099520425074,-57.938559131114474",1322015120,285118
13220,"-30.91647986120184,-55.569795769247854",16220,"-34.338333026427584,-56.71343246500763",1322016220,435327
13220,"-30.91647986120184,-55.569795769247854",17220,"-33.255057139215,-58.03061475685623",1322017220,429499
13220,"-30.91647986120184,-55.569795769247854",18220,"-31.71656576589131,-55.98227865899393",1322018220,111008
13220,"-30.91647986120184,-55.569795769247854",19220,"-33.23222966487474,-54.38252254973986",1322019220,340620
14320,"-34.47922798203669,-54.326604990723666",1020,"-34.83459368462574,-56.200727322283996",143201020,200053
14320,"-34.47922798203669,-54.326604990723666",2220,"-30.42583821419782,-56.48691836714405",143202220,617795
14320,"-34.47922798203669,-54.326604990723666",3320,"-34.5248820942228,-56.28134757794109",143203320,218020
14320,"-34.47922798203669,-54.326604990723666",4220,"-32.366965911958815,-54.16797657500114",143204220,280580
14320,"-34.47922798203669,-54.326604990723666",5320,"-34.45055037560706,-57.838919942012616",143205320,371266
14320,"-34.47922798203669,-54.326604990723666",6220,"-33.38250225260489,-56.5226838660229",143206220,309612
14320,"-34.47922798203669,-54.326604990723666",7320,"-33.5214825688165,-56.89958042575091",143207320,329043
14320,"-34.47922798203669,-54.326604990723666",8220,"-34.10300406870569,-56.22187817478847",143208220,219083
14320,"-34.47922798203669,-54.326604990723666",9220,"-34.37662152849474,-55.244018002185456",143209220,109551
14320,"-34.47922798203669,-54.326604990723666",10320,"-34.8972187652653,-54.94737237904476",1432010320,86792
14320,"-34.47922798203669,-54.326604990723666",11120,"-32.318768140700776,-58.07902159500193",1432011120,511832
14320,"-34.47922798203669,-54.326604990723666",12320,"-33.12672715408673,-58.29894536750416",1432012320,486104
14320,"-34.47922798203669,-54.326604990723666",13220,"-30.91647986120184,-55.569795769247854",1432013220,508820
14320,"-34.47922798203669,-54.326604990723666",15120,"-31.39099520425074,-57.938559131114474",1432015120,622853
14320,"-34.47922798203669,-54.326604990723666",16220,"-34.338333026427584,-56.71343246500763",1432016220,260503
14320,"-34.47922798203669,-54.326604990723666",17220,"-33.255057139215,-58.03061475685623",1432017220,455880
14320,"-34.47922798203669,-54.326604990723666",18220,"-31.71656576589131,-55.98227865899393",1432018220,443953
14320,"-34.47922798203669,-54.326604990723666",19220,"-33.23222966487474,-54.38252254973986",1432019220,169329
15120,"-31.39099520425074,-57.938559131114474",1020,"-34.83459368462574,-56.200727322283996",151201020,474886
15120,"-31.39099520425074,-57.938559131114474",2220,"-30.42583821419782,-56.48691836714405",151202220,200610
15120,"-31.39099520425074,-57.938559131114474",3320,"-34.5248820942228,-56.28134757794109",151203320,438130
15120,"-31.39099520425074,-57.938559131114474",4220,"-32.366965911958815,-54.16797657500114",151204220,417607
15120,"-31.39099520425074,-57.938559131114474",5320,"-34.45055037560706,-57.838919942012616",151205320,385558
15120,"-31.39099520425074,-57.938559131114474",6220,"-33.38250225260489,-56.5226838660229",151206220,317369
15120,"-31.39099520425074,-57.938559131114474",7320,"-33.5214825688165,-56.89958042575091",151207320,297248
15120,"-31.39099520425074,-57.938559131114474",8220,"-34.10300406870569,-56.22187817478847",151208220,405782
15120,"-31.39099520425074,-57.938559131114474",9220,"-34.37662152849474,-55.244018002185456",151209220,514503
15120,"-31.39099520425074,-57.938559131114474",10320,"-34.8972187652653,-54.94737237904476",1512010320,568641
15120,"-31.39099520425074,-57.938559131114474",11120,"-32.318768140700776,-58.07902159500193",1512011120,119270
15120,"-31.39099520425074,-57.938559131114474",12320,"-33.12672715408673,-58.29894536750416",1512012320,238044
15120,"-31.39099520425074,-57.938559131114474",13220,"-30.91647986120184,-55.569795769247854",1512013220,285482
15120,"-31.39099520425074,-57.938559131114474",14320,"-34.47922798203669,-54.326604990723666",1512014320,622911
15120,"-31.39099520425074,-57.938559131114474",16220,"-34.338333026427584,-56.71343246500763",1512016220,394198
15120,"-31.39099520425074,-57.938559131114474",17220,"-33.255057139215,-58.03061475685623",1512017220,235434
