loc_origen,loc_destino,personas_mig,pobl_origen,pobl_destino,cod,distancia_m,geom_ori,geom_des
4952,9220,3,6,38446,49529220,314506,POINT (778809.1792676637 6445715.716748329),POINT (661451.1977671548 6194686.506299259)
5940,9220,1,120,38446,59409220,226064,POINT (456763.8990633714 6196862.620383533),POINT (661451.1977671548 6194686.506299259)
8992,9220,1,13,38446,89929220,171572,POINT (578985.023842195 6293306.707511318),POINT (661451.1977671548 6194686.506299259)
10935,9220,5,85,38446,109359220,37291,POINT (677984.9914814348 6166083.841053264),POINT (661451.1977671548 6194686.506299259)
10953,9220,1,1031,38446,109539220,60684,POINT (655776.1595237714 6142976.490826559),POINT (661451.1977671548 6194686.506299259)
16965,9220,2,134,38446,169659220,179642,POINT (509221.1192169719 6186798.926262824),POINT (661451.1977671548 6194686.506299259)
1020,9521,39,1304729,2203,10209521,196691,POINT (573082.2484702046 6145008.43370907),POINT (672217.158996582 6294578.675292969)
3322,9521,3,25947,2203,33229521,175962,POINT (594619.1628683957 6157118.214678776),POINT (672217.158996582 6294578.675292969)
3732,9521,3,18573,2203,37329521,189180,POINT (594448.8143284387 6145604.621110858),POINT (672217.158996582 6294578.675292969)
4220,9521,1,51830,2203,42209521,185795,POINT (766475.5195453273 6415360.379009241),POINT (672217.158996582 6294578.675292969)
8220,9521,7,33639,2203,82209521,136788,POINT (571771.8401191942 6226149.775983537),POINT (672217.158996582 6294578.675292969)
10320,9521,2,62590,2203,103209521,203541,POINT (687553.5499826567 6136432.37380928),POINT (672217.158996582 6294578.675292969)
10522,9521,5,6597,2203,105229521,180182,POINT (662119.7836328691 6150716.66988565),POINT (672217.158996582 6294578.675292969)
15120,9521,1,104011,2203,151209521,464373,POINT (410765.2865832467 6526683.944983927),POINT (672217.158996582 6294578.675292969)
19220,9521,1,25477,2203,192209521,94622,POINT (743905.4063065499 6319913.058989554),POINT (672217.158996582 6294578.675292969)
19521,9521,1,2341,2203,195219521,78121,POINT (692642.1942403101 6355532.125027264),POINT (672217.158996582 6294578.675292969)
11621,9521,1,2853,2203,116219521,427381,POINT (414734.1139299477 6466316.903838689),POINT (672217.158996582 6294578.675292969)
8721,9521,1,1357,2203,87219521,61808,POINT (634746.7057258443 6252121.794055067),POINT (672217.158996582 6294578.675292969)
4621,9521,5,1122,2203,46219521,98783,POINT (709435.8515581365 6364859.573571743),POINT (672217.158996582 6294578.675292969)
6521,9521,7,2692,2203,65219521,98829,POINT (592839.3093727244 6321959.922709245),POINT (672217.158996582 6294578.675292969)
8521,9521,3,2402,2203,85219521,94467,POINT (624721.8532162895 6225931.051488832),POINT (672217.158996582 6294578.675292969)
10523,9521,2,8830,2203,105239521,192117,POINT (657440.4134131686 6140585.850172019),POINT (672217.158996582 6294578.675292969)
18695,9521,1,450,2203,186959521,319789,POINT (571764.1827419837 6473080.852552598),POINT (672217.158996582 6294578.675292969)
19790,9521,1,1694,2203,197909521,47405,POINT (674579.0466525997 6335088.438625429),POINT (672217.158996582 6294578.675292969)
8723,9521,1,747,2203,87239521,144726,POINT (570524.346165203 6245250.675837316),POINT (672217.158996582 6294578.675292969)
6790,9521,4,1124,2203,67909521,48400,POINT (674107.909881202 6336263.985088993),POINT (672217.158996582 6294578.675292969)
8790,9521,1,409,2203,87909521,47903,POINT (673870.4301275844 6335369.772581039),POINT (672217.158996582 6294578.675292969)
8724,9521,8,1030,2203,87249521,858,POINT (671739.9774263226 6294585.92455144),POINT (672217.158996582 6294578.675292969)
4924,9521,1,272,2203,49249521,115398,POINT (680280.0698118105 6387081.708541712),POINT (672217.158996582 6294578.675292969)
8722,9521,3,835,2203,87229521,70487,POINT (627186.0800293208 6296091.388726614),POINT (672217.158996582 6294578.675292969)
3957,9521,1,3543,2203,39579521,183310,POINT (607827.9064643878 6151493.476358996),POINT (672217.158996582 6294578.675292969)
1020,9522,88,1304729,5118,10209522,249038,POINT (573082.2484702046 6145008.43370907),POINT (729009.06491 6295613.887045726)
3221,9522,2,71258,5118,32219522,247635,POINT (571815.1381244587 6157813.988089516),POINT (729009.06491 6295613.887045726)
3322,9522,7,25947,5118,33229522,222557,POINT (594619.1628683957 6157118.214678776),POINT (729009.06491 6295613.887045726)
3323,9522,1,16742,5118,33239522,248239,POINT (556468.9904573727 6186643.790688833),POINT (729009.06491 6295613.887045726)
4220,9522,8,51830,5118,42209522,141847,POINT (766475.5195453273 6415360.379009241),POINT (729009.06491 6295613.887045726)
4522,9522,1,14604,5118,45229522,155534,POINT (839046.0861133797 6388193.206929483),POINT (729009.06491 6295613.887045726)
5320,9522,1,26231,5118,53209522,385228,POINT (422937.9810020199 6187566.893377856),POINT (729009.06491 6295613.887045726)
10320,9522,15,62590,5118,103209522,179721,POINT (687553.5499826567 6136432.37380928),POINT (729009.06491 6295613.887045726)
10321,9522,2,27471,5118,103219522,166355,POINT (690360.4399311694 6148353.881728973),POINT (729009.06491 6295613.887045726)
12421,9522,2,16756,5118,124219522,383625,POINT (439932.1564416874 6381387.888885491),POINT (729009.06491 6295613.887045726)
13220,9522,5,64465,5118,132209522,372438,POINT (636661.5683717782 6578777.675353965),POINT (729009.06491 6295613.887045726)
14521,9522,12,9675,5118,145219522,124097,POINT (828315.7510059284 6265725.536893765),POINT (729009.06491 6295613.887045726)
18321,9522,1,12985,5118,183219522,265571,POINT (545108.767595 6370194.330269089),POINT (729009.06491 6295613.887045726)
19220,9522,46,25477,5118,192209522,30049,POINT (743905.4063065499 6319913.058989554),POINT (729009.06491 6295613.887045726)
19522,9522,4,3810,5118,195229522,85048,POINT (785943.6064701986 6350748.286659464),POINT (729009.06491 6295613.887045726)
14621,9522,2,1609,5118,146219522,106092,POINT (798650.018294757 6314206.380627745),POINT (729009.06491 6295613.887045726)
17621,9522,1,2120,5118,176219522,351075,POINT (450827.2684606689 6271084.922280216),POINT (729009.06491 6295613.887045726)
14421,9522,1,7541,5118,144219522,121979,POINT (789264.8785935154 6211612.011157216),POINT (729009.06491 6295613.887045726)
14422,9522,10,7645,5118,144229522,42152,POINT (759102.1358370257 6270685.589727072),POINT (729009.06491 6295613.887045726)
2521,9522,1,12200,5118,25219522,593033,POINT (442454.6709403042 6652273.541484571),POINT (729009.06491 6295613.887045726)
4621,9522,1,1122,5118,46219522,106752,POINT (709435.8515581365 6364859.573571743),POINT (729009.06491 6295613.887045726)
6421,9522,1,7176,5118,64219522,127505,POINT (627784.2920031943 6310678.606575608),POINT (729009.06491 6295613.887045726)
14923,9522,3,370,5118,149239522,138206,POINT (834681.2344726645 6259366.722839785),POINT (729009.06491 6295613.887045726)
19941,9522,1,68,5118,199419522,19026,POINT (715815.9078970328 6303075.221202817),POINT (729009.06491 6295613.887045726)
6790,9522,1,1124,5118,67909522,116822,POINT (674107.909881202 6336263.985088993),POINT (729009.06491 6295613.887045726)
10521,9522,2,2465,5118,105219522,95650,POINT (706061.9580562271 6212775.656382873),POINT (729009.06491 6295613.887045726)
4924,9522,1,272,5118,49249522,144402,POINT (680280.0698118105 6387081.708541712),POINT (729009.06491 6295613.887045726)
14823,9522,1,510,5118,148239522,121488,POINT (822430.9083090492 6244057.217585965),POINT (729009.06491 6295613.887045726)
4821,9522,1,1511,5118,48219522,199971,POINT (768341.215 6470274.823),POINT (729009.06491 6295613.887045726)
14622,9522,5,1022,5118,146229522,86165,POINT (751075.5975000882 6230835.396546395),POINT (729009.06491 6295613.887045726)
19723,9522,2,1199,5118,197239522,26203,POINT (740930.7249196803 6317848.305786133),POINT (729009.06491 6295613.887045726)
18834,9522,1,298,5118,188349522,309314,POINT (598626.8228504614 6495975.296234282),POINT (729009.06491 6295613.887045726)
14721,9522,1,977,5118,147219522,114697,POINT (819734.1013059298 6267654.470152011),POINT (729009.06491 6295613.887045726)
3831,9522,1,8066,5118,38319522,235733,POINT (592717.6448864141 6144709.386422962),POINT (729009.06491 6295613.887045726)
3523,9522,2,9624,5118,35239522,235959,POINT (589348.7665842462 6146607.870809368),POINT (729009.06491 6295613.887045726)
19942,9522,2,82,5118,199429522,62251,POINT (765662.9199206892 6339269.533722982),POINT (729009.06491 6295613.887045726)
3526,9522,4,3727,5118,35269522,221464,POINT (588221.5369427514 6182184.812525066),POINT (729009.06491 6295613.887045726)
3625,9522,2,4199,5118,36259522,216470,POINT (601052.3176080562 6160549.431027164),POINT (729009.06491 6295613.887045726)
14723,9522,1,598,5118,147239522,95386,POINT (804665.8765108488 6277004.69328454),POINT (729009.06491 6295613.887045726)
19960,9522,2,54,5118,199609522,4460,POINT (727644.8240381938 6297555.010097003),POINT (729009.06491 6295613.887045726)
1020,9621,15,1304729,1626,10209621,175679,POINT (573082.2484702046 6145008.43370907),POINT (705646.247314009 6230826.069853771)
3221,9621,1,71258,1626,32219621,174276,POINT (571815.1381244587 6157813.988089516),POINT (705646.247314009 6230826.069853771)
3322,9621,1,25947,1626,33229621,149198,POINT (594619.1628683957 6157118.214678776),POINT (705646.247314009 6230826.069853771)
3631,9621,1,4397,1626,36319621,162072,POINT (583281.2078731833 6155365.628785741),POINT (705646.247314009 6230826.069853771)
4220,9621,2,51830,1626,42209621,215872,POINT (766475.5195453273 6415360.379009241),POINT (705646.247314009 6230826.069853771)
4522,9621,1,14604,1626,45229621,229559,POINT (839046.0861133797 6388193.206929483),POINT (705646.247314009 6230826.069853771)
8220,9621,1,33639,1626,82209621,173175,POINT (571771.8401191942 6226149.775983537),POINT (705646.247314009 6230826.069853771)
10320,9621,7,62590,1626,103209621,106362,POINT (687553.5499826567 6136432.37380928),POINT (705646.247314009 6230826.069853771)
10321,9621,7,27471,1626,103219621,92996,POINT (690360.4399311694 6148353.881728973),POINT (705646.247314009 6230826.069853771)
11120,9621,5,76412,1626,111209621,445736,POINT (398432.2411582735 6423719.024001375),POINT (705646.247314009 6230826.069853771)
13522,9621,7,7235,1626,135229621,428853,POINT (617966.4689693986 6548396.300525547),POINT (705646.247314009 6230826.069853771)
14320,9621,2,25422,1626,143209621,83379,POINT (745519.4398337225 6181462.080838162),POINT (705646.247314009 6230826.069853771)
14521,9621,1,9675,1626,145219621,169422,POINT (828315.7510059284 6265725.536893765),POINT (705646.247314009 6230826.069853771)
16220,9621,1,36743,1626,162209621,214795,POINT (526358.5499632334 6200292.109874669),POINT (705646.247314009 6230826.069853771)
18220,9621,1,54755,1626,182209621,380537,POINT (596426.0428719386 6490529.903923135),POINT (705646.247314009 6230826.069853771)
18321,9621,2,12985,1626,183219621,296134,POINT (545108.767595 6370194.330269089),POINT (705646.247314009 6230826.069853771)
19220,9621,2,25477,1626,192209621,104074,POINT (743905.4063065499 6319913.058989554),POINT (705646.247314009 6230826.069853771)
14421,9621,2,7541,1626,144219621,114978,POINT (789264.8785935154 6211612.011157216),POINT (705646.247314009 6230826.069853771)
14422,9621,4,7645,1626,144229621,87133,POINT (759102.1358370257 6270685.589727072),POINT (705646.247314009 6230826.069853771)
4621,9621,1,1122,1626,46219621,180777,POINT (709435.8515581365 6364859.573571743),POINT (705646.247314009 6230826.069853771)
5421,9621,3,10630,1626,54219621,270173,POINT (478168.5305876654 6204951.642408893),POINT (705646.247314009 6230826.069853771)
6521,9621,1,2692,1626,65219621,201776,POINT (592839.3093727244 6321959.922709245),POINT (705646.247314009 6230826.069853771)
8521,9621,4,2402,1626,85219621,119208,POINT (624721.8532162895 6225931.051488832),POINT (705646.247314009 6230826.069853771)
4521,9621,1,3168,1626,45219621,201749,POINT (732245.5413948093 6400012.874493182),POINT (705646.247314009 6230826.069853771)
10521,9621,3,2465,1626,105219621,22291,POINT (706061.9580562271 6212775.656382873),POINT (705646.247314009 6230826.069853771)
4721,9621,1,2331,1626,47219621,262050,POINT (771701.7691043743 6460211.027444684),POINT (705646.247314009 6230826.069853771)
3826,9621,2,965,1626,38269621,132086,POINT (622696.1896262862 6152301.644846186),POINT (705646.247314009 6230826.069853771)
3632,9621,2,1760,1626,36329621,99826,POINT (631787.319432134 6181837.812930707),POINT (705646.247314009 6230826.069853771)
3929,9621,1,119,1626,39299621,123012,POINT (635612.3902673702 6159328.758355368),POINT (705646.247314009 6230826.069853771)
10935,9621,1,85,1626,109359621,87895,POINT (677984.9914814348 6166083.841053264),POINT (705646.247314009 6230826.069853771)
1020,9622,33,1304729,2825,10209622,76727,POINT (573082.2484702046 6145008.43370907),POINT (641322.7795995863 6170500.73085683)
3221,9622,4,71258,2825,32219622,79628,POINT (571815.1381244587 6157813.988089516),POINT (641322.7795995863 6170500.73085683)
3320,9622,5,19865,2825,33209622,87131,POINT (565955.6405053993 6179409.202056422),POINT (641322.7795995863 6170500.73085683)
3322,9622,2,25947,2825,33229622,50375,POINT (594619.1628683957 6157118.214678776),POINT (641322.7795995863 6170500.73085683)
3422,9622,1,7133,2825,34229622,68141,POINT (596125.5232531353 6204942.494705392),POINT (641322.7795995863 6170500.73085683)
3621,9622,1,5562,2825,36219622,39119,POINT (613631.1844891007 6152548.397836315),POINT (641322.7795995863 6170500.73085683)
10320,9622,5,62590,2825,103209622,68947,POINT (687553.5499826567 6136432.37380928),POINT (641322.7795995863 6170500.73085683)
11120,9622,1,76412,2825,111209622,397511,POINT (398432.2411582735 6423719.024001375),POINT (641322.7795995863 6170500.73085683)
16220,9622,4,36743,2825,162209622,134220,POINT (526358.5499632334 6200292.109874669),POINT (641322.7795995863 6170500.73085683)
18220,9622,2,54755,2825,182209622,394604,POINT (596426.0428719386 6490529.903923135),POINT (641322.7795995863 6170500.73085683)
19521,9622,4,2341,2825,195219622,243926,POINT (692642.1942403101 6355532.125027264),POINT (641322.7795995863 6170500.73085683)
14422,9622,1,7645,2825,144229622,177369,POINT (759102.1358370257 6270685.589727072),POINT (641322.7795995863 6170500.73085683)
10940,9622,4,944,2825,109409622,19821,POINT (646348.6675900306 6153922.180419331),POINT (641322.7795995863 6170500.73085683)
17321,9622,1,17174,2825,173219622,324930,POINT (387010.9538811051 6289104.708993559),POINT (641322.7795995863 6170500.73085683)
6622,9622,4,1443,2825,66229622,274171,POINT (632874.0825745394 6378089.243038225),POINT (641322.7795995863 6170500.73085683)
10969,9622,1,128,2825,109699622,50020,POINT (669748.6093363976 6139506.098507674),POINT (641322.7795995863 6170500.73085683)
17721,9622,4,783,2825,177219622,269874,POINT (442335.599459195 6281569.936903906),POINT (641322.7795995863 6170500.73085683)
11695,9622,3,1111,2825,116959622,379099,POINT (571384.1367801171 6472379.176419899),POINT (641322.7795995863 6170500.73085683)
3632,9622,8,1760,2825,36329622,20225,POINT (631787.319432134 6181837.812930707),POINT (641322.7795995863 6170500.73085683)
3521,9622,1,31650,2825,35219622,54938,POINT (591966.3938865843 6153953.745800025),POINT (641322.7795995863 6170500.73085683)
3929,9622,1,119,2825,39299622,22083,POINT (635612.3902673702 6159328.758355368),POINT (641322.7795995863 6170500.73085683)
3528,9622,1,5089,2825,35289622,49203,POINT (613552.196983618 6199089.643285227),POINT (641322.7795995863 6170500.73085683)
3731,9622,2,90,2825,37319622,66682,POINT (588498.5062375932 6145025.705613431),POINT (641322.7795995863 6170500.73085683)
3625,9622,5,4199,2825,36259622,43693,POINT (601052.3176080562 6160549.431027164),POINT (641322.7795995863 6170500.73085683)
3633,9622,1,7288,2825,36339622,62601,POINT (591984.3794686475 6144145.517866863),POINT (641322.7795995863 6170500.73085683)
3927,9622,3,139,2825,39279622,61297,POINT (617089.5143415597 6212417.022376345),POINT (641322.7795995863 6170500.73085683)
3626,9622,11,2109,2825,36269622,27044,POINT (626030.6681406683 6182973.098576432),POINT (641322.7795995863 6170500.73085683)
3834,9622,3,1878,2825,38349622,29144,POINT (629443.8693322215 6151440.066424618),POINT (641322.7795995863 6170500.73085683)
3969,9622,2,91,2825,39699622,26495,POINT (635630.2856860738 6154621.481030578),POINT (641322.7795995863 6170500.73085683)
1020,9721,14,1304729,713,10209721,210034,POINT (573082.2484702046 6145008.43370907),POINT (707258.56819637 6264536.351053253)
3322,9721,1,25947,713,33229721,183553,POINT (594619.1628683957 6157118.214678776),POINT (707258.56819637 6264536.351053253)
4522,9721,1,14604,713,45229721,195377,POINT (839046.0861133797 6388193.206929483),POINT (707258.56819637 6264536.351053253)
11120,9721,2,76412,713,111209721,445318,POINT (398432.2411582735 6423719.024001375),POINT (707258.56819637 6264536.351053253)
13521,9721,1,3788,713,135219721,326875,POINT (644740.8046339573 6505804.0419),POINT (707258.56819637 6264536.351053253)
13522,9721,1,7235,713,135229721,394671,POINT (617966.4689693986 6548396.300525547),POINT (707258.56819637 6264536.351053253)
15120,9721,2,104011,713,151209721,532680,POINT (410765.2865832467 6526683.944983927),POINT (707258.56819637 6264536.351053253)
16824,9721,1,6870,713,168249721,237950,POINT (549963.6031783884 6155823.292895289),POINT (707258.56819637 6264536.351053253)
19220,9721,1,25477,713,192209721,69892,POINT (743905.4063065499 6319913.058989554),POINT (707258.56819637 6264536.351053253)
19522,9721,5,3810,713,195229721,124891,POINT (785943.6064701986 6350748.286659464),POINT (707258.56819637 6264536.351053253)
8721,9721,1,1357,713,87219721,102316,POINT (634746.7057258443 6252121.794055067),POINT (707258.56819637 6264536.351053253)
6421,9721,4,7176,713,64219721,127819,POINT (627784.2920031943 6310678.606575608),POINT (707258.56819637 6264536.351053253)
4521,9721,1,3168,713,45219721,167567,POINT (732245.5413948093 6400012.874493182),POINT (707258.56819637 6264536.351053253)
5522,9721,1,6632,713,55229721,342410,POINT (443315.8507838796 6208057.34327494),POINT (707258.56819637 6264536.351053253)
10521,9721,5,2465,713,105219721,56646,POINT (706061.9580562271 6212775.656382873),POINT (707258.56819637 6264536.351053253)
1020,9722,6,1304729,553,10209722,209970,POINT (573082.2484702046 6145008.43370907),POINT (691159.07101 6288848.825378537)
3221,9722,1,71258,553,32219722,207181,POINT (571815.1381244587 6157813.988089516),POINT (691159.07101 6288848.825378537)
3320,9722,1,19865,553,33209722,195044,POINT (565955.6405053993 6179409.202056422),POINT (691159.07101 6288848.825378537)
6220,9722,4,34368,553,62209722,176237,POINT (544395.6968756896 6306205.764611009),POINT (691159.07101 6288848.825378537)
19220,9722,1,25477,553,192209722,69320,POINT (743905.4063065499 6319913.058989554),POINT (691159.07101 6288848.825378537)
5421,9722,4,10630,553,54219722,282511,POINT (478168.5305876654 6204951.642408893),POINT (691159.07101 6288848.825378537)
3627,9722,1,7896,553,36279722,175758,POINT (617414.9151842656 6153379.514554303),POINT (691159.07101 6288848.825378537)
16923,9722,1,343,553,169239722,236854,POINT (517907.3292085906 6202159.563670441),POINT (691159.07101 6288848.825378537)
1020,9924,2,1304729,104,10209924,116845,POINT (573082.2484702046 6145008.43370907),POINT (661016.7627188611 6199564.167081743)
10320,9924,1,62590,104,103209924,76533,POINT (687553.5499826567 6136432.37380928),POINT (661016.7627188611 6199564.167081743)
1020,9956,5,1304729,89,10209956,139576,POINT (573082.2484702046 6145008.43370907),POINT (684823.7442935205 6200534.567893004)
10320,9956,1,62590,89,103209956,79995,POINT (687553.5499826567 6136432.37380928),POINT (684823.7442935205 6200534.567893004)
10522,9956,2,6597,89,105229956,72645,POINT (662119.7836328691 6150716.66988565),POINT (684823.7442935205 6200534.567893004)
12421,9956,3,16756,89,124219956,370495,POINT (439932.1564416874 6381387.888885491),POINT (684823.7442935205 6200534.567893004)
3527,9956,1,6132,89,35279956,121109,POINT (585749.3500300343 6165158.817215529),POINT (684823.7442935205 6200534.567893004)
1020,9957,2,1304729,301,10209957,106108,POINT (573082.2484702046 6145008.43370907),POINT (656279.6168745009 6192820.231379205)
6220,9957,1,34368,301,62209957,194503,POINT (544395.6968756896 6306205.764611009),POINT (656279.6168745009 6192820.231379205)
10320,9957,2,62590,301,103209957,76585,POINT (687553.5499826567 6136432.37380928),POINT (656279.6168745009 6192820.231379205)
1020,9958,3,1304729,58,10209958,118965,POINT (573082.2484702046 6145008.43370907),POINT (665729.0097426139 6190343.257901818)
10935,9958,1,85,58,109359958,32570,POINT (677984.9914814348 6166083.841053264),POINT (665729.0097426139 6190343.257901818)
1020,10320,1022,1304729,62590,102010320,128478,POINT (573082.2484702046 6145008.43370907),POINT (687553.5499826567 6136432.37380928)
3221,10320,52,71258,62590,322110320,134287,POINT (571815.1381244587 6157813.988089516),POINT (687553.5499826567 6136432.37380928)
3320,10320,42,19865,62590,332010320,146156,POINT (565955.6405053993 6179409.202056422),POINT (687553.5499826567 6136432.37380928)
3321,10320,18,20524,62590,332110320,132556,POINT (570666.0469444469 6153926.677853951),POINT (687553.5499826567 6136432.37380928)
3322,10320,29,25947,62590,332210320,105911,POINT (594619.1628683957 6157118.214678776),POINT (687553.5499826567 6136432.37380928)
3323,10320,13,16742,62590,332310320,158586,POINT (556468.9904573727 6186643.790688833),POINT (687553.5499826567 6136432.37380928)
3421,10320,13,16244,62590,342110320,137832,POINT (571422.0096265917 6162788.050535546),POINT (687553.5499826567 6136432.37380928)
3422,10320,12,7133,62590,342210320,133736,POINT (596125.5232531353 6204942.494705392),POINT (687553.5499826567 6136432.37380928)
3621,10320,7,5562,62590,362110320,83328,POINT (613631.1844891007 6152548.397836315),POINT (687553.5499826567 6136432.37380928)
3624,10320,6,2508,62590,362410320,153434,POINT (558431.9420450316 6170250.813025981),POINT (687553.5499826567 6136432.37380928)
3631,10320,10,4397,62590,363110320,118692,POINT (583281.2078731833 6155365.628785741),POINT (687553.5499826567 6136432.37380928)
3729,10320,8,8626,62590,372910320,90722,POINT (606133.0393047305 6151327.95857721),POINT (687553.5499826567 6136432.37380928)
3732,10320,28,18573,62590,373210320,103921,POINT (594448.8143284387 6145604.621110858),POINT (687553.5499826567 6136432.37380928)
3828,10320,12,21091,62590,382810320,97273,POINT (600169.0660007594 6149058.795812866),POINT (687553.5499826567 6136432.37380928)
3830,10320,2,4724,62590,383010320,92379,POINT (604677.5426081594 6151288.533430437),POINT (687553.5499826567 6136432.37380928)
4220,10320,294,51830,62590,422010320,320566,POINT (766475.5195453273 6415360.379009241),POINT (687553.5499826567 6136432.37380928)
4522,10320,45,14604,62590,452210320,334253,POINT (839046.0861133797 6388193.206929483),POINT (687553.5499826567 6136432.37380928)
5320,10320,38,26231,62590,532010320,300222,POINT (422937.9810020199 6187566.893377856),POINT (687553.5499826567 6136432.37380928)
5422,10320,4,10085,62590,542210320,254043,POINT (467732.0998145878 6202465.575935196),POINT (687553.5499826567 6136432.37380928)
5521,10320,2,3390,62590,552110320,325285,POINT (425254.2145107206 6244548.931422319),POINT (687553.5499826567 6136432.37380928)
6220,10320,36,34368,62590,622010320,255756,POINT (544395.6968756896 6306205.764611009),POINT (687553.5499826567 6136432.37380928)
8220,10320,95,33639,62590,822010320,168304,POINT (571771.8401191942 6226149.775983537),POINT (687553.5499826567 6136432.37380928)
9220,10320,293,38446,62590,922010320,71406,POINT (661451.1977671548 6194686.506299259),POINT (687553.5499826567 6136432.37380928)
9522,10320,39,5118,62590,952210320,179721,POINT (729009.06491 6295613.887045726),POINT (687553.5499826567 6136432.37380928)
11120,10320,122,76412,62590,1112010320,463106,POINT (398432.2411582735 6423719.024001375),POINT (687553.5499826567 6136432.37380928)
11521,10320,14,5039,62590,1152110320,442491,POINT (481314.2457502442 6419794.239705266),POINT (687553.5499826567 6136432.37380928)
11723,10320,3,1159,62590,1172310320,456508,POINT (408799.7874064656 6415503.316052442),POINT (687553.5499826567 6136432.37380928)
11827,10320,5,1094,62590,1182710320,452123,POINT (442773.6842383479 6418021.751982008),POINT (687553.5499826567 6136432.37380928)
11953,10320,2,700,62590,1195310320,509710,POINT (454813.2828538485 6472247.131024588),POINT (687553.5499826567 6136432.37380928)
12320,10320,50,24406,62590,1232010320,413612,POINT (378827.4881471876 6333913.219373153),POINT (687553.5499826567 6136432.37380928)
12421,10320,28,16756,62590,1242110320,401727,POINT (439932.1564416874 6381387.888885491),POINT (687553.5499826567 6136432.37380928)
13220,10320,89,64465,62590,1322010320,551157,POINT (636661.5683717782 6578777.675353965),POINT (687553.5499826567 6136432.37380928)
13521,10320,6,3788,62590,1352110320,465751,POINT (644740.8046339573 6505804.0419),POINT (687553.5499826567 6136432.37380928)
13522,10320,7,7235,62590,1352210320,533547,POINT (617966.4689693986 6548396.300525547),POINT (687553.5499826567 6136432.37380928)
13621,10320,8,3698,62590,1362110320,417627,POINT (718547.9604310859 6481880.546584849),POINT (687553.5499826567 6136432.37380928)
14320,10320,151,25422,62590,1432010320,83390,POINT (745519.4398337225 6181462.080838162),POINT (687553.5499826567 6136432.37380928)
14521,10320,102,9675,62590,1452110320,211712,POINT (828315.7510059284 6265725.536893765),POINT (687553.5499826567 6136432.37380928)
15120,10320,220,104011,62590,1512010320,577197,POINT (410765.2865832467 6526683.944983927),POINT (687553.5499826567 6136432.37380928)
15825,10320,1,138,62590,1582510320,608871,POINT (534924.658690062 6566541.919026565),POINT (687553.5499826567 6136432.37380928)
15949,10320,1,733,62590,1594910320,594469,POINT (497748.6499938965 6559607.076508036),POINT (687553.5499826567 6136432.37380928)
16220,10320,58,36743,62590,1622010320,193513,POINT (526358.5499632334 6200292.109874669),POINT (687553.5499826567 6136432.37380928)
16824,10320,5,6870,62590,1682410320,156471,POINT (549963.6031783884 6155823.292895289),POINT (687553.5499826567 6136432.37380928)
16945,10320,1,162,62590,1694510320,199718,POINT (515101.6043391861 6182116.432369946),POINT (687553.5499826567 6136432.37380928)
17220,10320,87,41974,62590,1722010320,381718,POINT (404000.1472399235 6319963.324545297),POINT (687553.5499826567 6136432.37380928)
18220,10320,93,54755,62590,1822010320,460199,POINT (596426.0428719386 6490529.903923135),POINT (687553.5499826567 6136432.37380928)
18321,10320,54,12985,62590,1832110320,322754,POINT (545108.767595 6370194.330269089),POINT (687553.5499826567 6136432.37380928)
18521,10320,7,3415,62590,1852110320,433557,POINT (609634.2018876849 6391346.552827927),POINT (687553.5499826567 6136432.37380928)
19220,10320,301,25477,62590,1922010320,208768,POINT (743905.4063065499 6319913.058989554),POINT (687553.5499826567 6136432.37380928)
19521,10320,5,2341,62590,1952110320,280900,POINT (692642.1942403101 6355532.125027264),POINT (687553.5499826567 6136432.37380928)
19522,10320,34,3810,62590,1952210320,263767,POINT (785943.6064701986 6350748.286659464),POINT (687553.5499826567 6136432.37380928)
3524,10320,7,6570,62590,352410320,112734,POINT (588539.0847697624 6155810.673894328),POINT (687553.5499826567 6136432.37380928)
5621,10320,3,3235,62590,562110320,245094,POINT (475431.2703850165 6199675.686454285),POINT (687553.5499826567 6136432.37380928)
11621,10320,12,2853,62590,1162110320,513476,POINT (414734.1139299477 6466316.903838689),POINT (687553.5499826567 6136432.37380928)
12797,10320,3,779,62590,1279710320,438695,POINT (462892.0571426523 6412659.620879885),POINT (687553.5499826567 6136432.37380928)
14621,10320,18,1609,62590,1462110320,233826,POINT (798650.018294757 6314206.380627745),POINT (687553.5499826567 6136432.37380928)
15522,10320,7,1926,62590,1552210320,658375,POINT (425692.0855463229 6593814.070535854),POINT (687553.5499826567 6136432.37380928)
15523,10320,14,2762,62590,1552310320,632293,POINT (418800.7346132419 6562344.186642355),POINT (687553.5499826567 6136432.37380928)
17621,10320,3,2120,62590,1762110320,311239,POINT (450827.2684606689 6271084.922280216),POINT (687553.5499826567 6136432.37380928)
8721,10320,6,1357,62590,872110320,159675,POINT (634746.7057258443 6252121.794055067),POINT (687553.5499826567 6136432.37380928)
14421,10320,47,7541,62590,1442110320,138439,POINT (789264.8785935154 6211612.011157216),POINT (687553.5499826567 6136432.37380928)
14422,10320,45,7645,62590,1442210320,169542,POINT (759102.1358370257 6270685.589727072),POINT (687553.5499826567 6136432.37380928)
15943,10320,4,184,62590,1594310320,652592,POINT (450144.3956014534 6576104.512420654),POINT (687553.5499826567 6136432.37380928)
15965,10320,2,481,62590,1596510320,573986,POINT (481046.9068480042 6539021.837204755),POINT (687553.5499826567 6136432.37380928)
