loc_origen,loc_destino,personas_mig,pobl_origen,pobl_destino,cod,distancia_m,geom_ori,geom_des
16945,5423,1,162,9857,169455423,176677,POINT (515101.6043391861 6182116.432369946),POINT (370211.3425855851 6249962.711012445)
17220,5423,30,41974,9857,172205423,82769,POINT (404000.1472399235 6319963.324545297),POINT (370211.3425855851 6249962.711012445)
19220,5423,3,25477,9857,192205423,441491,POINT (743905.4063065499 6319913.058989554),POINT (370211.3425855851 6249962.711012445)
12797,5423,1,779,9857,127975423,216056,POINT (462892.0571426523 6412659.620879885),POINT (370211.3425855851 6249962.711012445)
14421,5423,2,7541,9857,144215423,500066,POINT (789264.8785935154 6211612.011157216),POINT (370211.3425855851 6249962.711012445)
2220,5423,2,40657,9857,22205423,517259,POINT (549273.2185291488 6633915.062681103),POINT (370211.3425855851 6249962.711012445)
2521,5423,4,12200,9857,25215423,456320,POINT (442454.6709403042 6652273.541484571),POINT (370211.3425855851 6249962.711012445)
7320,5423,3,21429,9857,73205423,164263,POINT (509325.207006696 6290894.511013233),POINT (370211.3425855851 6249962.711012445)
8421,5423,3,6130,9857,84215423,232465,POINT (562219.4444580078 6268197.953743277),POINT (370211.3425855851 6249962.711012445)
10523,5423,2,8830,9857,105235423,344551,POINT (657440.4134131686 6140585.850172019),POINT (370211.3425855851 6249962.711012445)
16521,5423,1,20239,9857,165215423,226031,POINT (555018.4629707721 6153245.870032378),POINT (370211.3425855851 6249962.711012445)
17321,5423,27,17174,9857,173215423,45475,POINT (387010.9538811051 6289104.708993559),POINT (370211.3425855851 6249962.711012445)
17521,5423,1,4600,9857,175215423,104141,POINT (465887.5965250221 6252457.935595442),POINT (370211.3425855851 6249962.711012445)
8621,5423,4,1202,9857,86215423,228139,POINT (555730.2233884777 6205265.538469914),POINT (370211.3425855851 6249962.711012445)
16929,5423,1,2585,9857,169295423,151876,POINT (495184.3736793735 6198282.928264959),POINT (370211.3425855851 6249962.711012445)
12621,5423,1,2450,9857,126215423,121907,POINT (402319.4994027495 6350379.246771265),POINT (370211.3425855851 6249962.711012445)
17721,5423,1,783,9857,177215423,96985,POINT (442335.599459195 6281569.936903906),POINT (370211.3425855851 6249962.711012445)
17622,5423,8,2123,9857,176225423,86039,POINT (425578.0808607622 6292108.87729579),POINT (370211.3425855851 6249962.711012445)
16939,5423,2,59,9857,169395423,190083,POINT (522895.9374681745 6185967.384283906),POINT (370211.3425855851 6249962.711012445)
12930,5423,1,248,9857,129305423,88856,POINT (403366.8802009512 6322033.092803108),POINT (370211.3425855851 6249962.711012445)
17825,5423,6,430,9857,178255423,40693,POINT (397110.1762389991 6270779.573341517),POINT (370211.3425855851 6249962.711012445)
17623,5423,1,1124,9857,176235423,67229,POINT (377145.9912527402 6303816.161229277),POINT (370211.3425855851 6249962.711012445)
17798,5423,31,394,9857,177985423,17630,POINT (382848.6204611816 6258348.578715),POINT (370211.3425855851 6249962.711012445)
17951,5423,5,43,9857,179515423,32906,POINT (374661.6042066264 6279715.933642035),POINT (370211.3425855851 6249962.711012445)
3974,5423,1,273,9857,39745423,323195,POINT (640255.2847550659 6149503.651079448),POINT (370211.3425855851 6249962.711012445)
6951,5423,1,89,9857,69515423,224804,POINT (559978.9737551275 6315704.623133022),POINT (370211.3425855851 6249962.711012445)
17930,5423,2,74,9857,179305423,43285,POINT (367712.7218954492 6285228.535418956),POINT (370211.3425855851 6249962.711012445)
1020,5521,44,1304729,3390,10205521,197303,POINT (573082.2484702046 6145008.43370907),POINT (425254.2145107206 6244548.931422319)
3322,5521,4,25947,3390,33225521,223571,POINT (594619.1628683957 6157118.214678776),POINT (425254.2145107206 6244548.931422319)
3631,5521,1,4397,3390,36315521,211704,POINT (583281.2078731833 6155365.628785741),POINT (425254.2145107206 6244548.931422319)
3828,5521,1,21091,3390,38285521,228166,POINT (600169.0660007594 6149058.795812866),POINT (425254.2145107206 6244548.931422319)
3830,5521,1,4724,3390,38305521,233378,POINT (604677.5426081594 6151288.533430437),POINT (425254.2145107206 6244548.931422319)
4220,5521,3,51830,3390,42205521,437299,POINT (766475.5195453273 6415360.379009241),POINT (425254.2145107206 6244548.931422319)
7721,5521,1,918,3390,77215521,75628,POINT (491662.4149445419 6242035.962422337),POINT (425254.2145107206 6244548.931422319)
10320,5521,4,62590,3390,103205521,325285,POINT (687553.5499826567 6136432.37380928),POINT (425254.2145107206 6244548.931422319)
10522,5521,2,6597,3390,105225521,294771,POINT (662119.7836328691 6150716.66988565),POINT (425254.2145107206 6244548.931422319)
11120,5521,1,76412,3390,111205521,212147,POINT (398432.2411582735 6423719.024001375),POINT (425254.2145107206 6244548.931422319)
12320,5521,2,24406,3390,123205521,125474,POINT (378827.4881471876 6333913.219373153),POINT (425254.2145107206 6244548.931422319)
15120,5521,2,104011,3390,151205521,326238,POINT (410765.2865832467 6526683.944983927),POINT (425254.2145107206 6244548.931422319)
16220,5521,4,36743,3390,162205521,135547,POINT (526358.5499632334 6200292.109874669),POINT (425254.2145107206 6244548.931422319)
17220,5521,1,41974,3390,172205521,93580,POINT (404000.1472399235 6319963.324545297),POINT (425254.2145107206 6244548.931422319)
18220,5521,1,54755,3390,182205521,350769,POINT (596426.0428719386 6490529.903923135),POINT (425254.2145107206 6244548.931422319)
11621,5521,1,2853,3390,116215521,262517,POINT (414734.1139299477 6466316.903838689),POINT (425254.2145107206 6244548.931422319)
17621,5521,5,2120,3390,176215521,39993,POINT (450827.2684606689 6271084.922280216),POINT (425254.2145107206 6244548.931422319)
2220,5521,1,40657,3390,22205521,526022,POINT (549273.2185291488 6633915.062681103),POINT (425254.2145107206 6244548.931422319)
6421,5521,1,7176,3390,64215521,241706,POINT (627784.2920031943 6310678.606575608),POINT (425254.2145107206 6244548.931422319)
7320,5521,1,21429,3390,73205521,105318,POINT (509325.207006696 6290894.511013233),POINT (425254.2145107206 6244548.931422319)
17321,5521,8,17174,3390,173215521,68583,POINT (387010.9538811051 6289104.708993559),POINT (425254.2145107206 6244548.931422319)
17521,5521,5,4600,3390,175215521,45196,POINT (465887.5965250221 6252457.935595442),POINT (425254.2145107206 6244548.931422319)
9955,5521,2,149,3390,99555521,270229,POINT (640122.1477657456 6201924.959493998),POINT (425254.2145107206 6244548.931422319)
17622,5521,1,2123,3390,176225521,69091,POINT (425578.0808607622 6292108.87729579),POINT (425254.2145107206 6244548.931422319)
17722,5521,1,998,3390,177225521,44708,POINT (454845.5030600709 6260942.027846825),POINT (425254.2145107206 6244548.931422319)
17825,5521,3,430,3390,178255521,46888,POINT (397110.1762389991 6270779.573341517),POINT (425254.2145107206 6244548.931422319)
17952,5521,3,131,3390,179525521,16899,POINT (427137.1160928958 6256400.573854005),POINT (425254.2145107206 6244548.931422319)
17939,5521,1,170,3390,179395521,28182,POINT (405364.2568818739 6256448.69754996),POINT (425254.2145107206 6244548.931422319)
3927,5521,2,139,3390,39275521,248269,POINT (617089.5143415597 6212417.022376345),POINT (425254.2145107206 6244548.931422319)
17822,5521,6,151,3390,178225521,13027,POINT (430854.1855257932 6254246.181156315),POINT (425254.2145107206 6244548.931422319)
1020,5522,89,1304729,6632,10205522,156907,POINT (573082.2484702046 6145008.43370907),POINT (443315.8507838796 6208057.34327494)
3221,5522,1,71258,6632,32215522,160183,POINT (571815.1381244587 6157813.988089516),POINT (443315.8507838796 6208057.34327494)
3320,5522,4,19865,6632,33205522,142915,POINT (565955.6405053993 6179409.202056422),POINT (443315.8507838796 6208057.34327494)
3321,5522,1,20524,6632,33215522,157800,POINT (570666.0469444469 6153926.677853951),POINT (443315.8507838796 6208057.34327494)
3322,5522,2,25947,6632,33225522,183175,POINT (594619.1628683957 6157118.214678776),POINT (443315.8507838796 6208057.34327494)
3422,5522,4,7133,6632,34225522,179668,POINT (596125.5232531353 6204942.494705392),POINT (443315.8507838796 6208057.34327494)
3621,5522,1,5562,6632,36215522,202046,POINT (613631.1844891007 6152548.397836315),POINT (443315.8507838796 6208057.34327494)
7721,5522,1,918,6632,77215522,79609,POINT (491662.4149445419 6242035.962422337),POINT (443315.8507838796 6208057.34327494)
9220,5522,2,38446,6632,92205522,246743,POINT (661451.1977671548 6194686.506299259),POINT (443315.8507838796 6208057.34327494)
10320,5522,8,62590,6632,103205522,284889,POINT (687553.5499826567 6136432.37380928),POINT (443315.8507838796 6208057.34327494)
10321,5522,6,27471,6632,103215522,286442,POINT (690360.4399311694 6148353.881728973),POINT (443315.8507838796 6208057.34327494)
10524,5522,1,9277,6632,105245522,288567,POINT (688889.8077629332 6131313.453030547),POINT (443315.8507838796 6208057.34327494)
11120,5522,5,76412,6632,111205522,258472,POINT (398432.2411582735 6423719.024001375),POINT (443315.8507838796 6208057.34327494)
13220,5522,4,64465,6632,132205522,478757,POINT (636661.5683717782 6578777.675353965),POINT (443315.8507838796 6208057.34327494)
14521,5522,1,9675,6632,145215522,463736,POINT (828315.7510059284 6265725.536893765),POINT (443315.8507838796 6208057.34327494)
15120,5522,5,104011,6632,151205522,372563,POINT (410765.2865832467 6526683.944983927),POINT (443315.8507838796 6208057.34327494)
16220,5522,8,36743,6632,162205522,95616,POINT (526358.5499632334 6200292.109874669),POINT (443315.8507838796 6208057.34327494)
17220,5522,6,41974,6632,172205522,139905,POINT (404000.1472399235 6319963.324545297),POINT (443315.8507838796 6208057.34327494)
18220,5522,5,54755,6632,182205522,368752,POINT (596426.0428719386 6490529.903923135),POINT (443315.8507838796 6208057.34327494)
18321,5522,6,12985,6632,183215522,231307,POINT (545108.767595 6370194.330269089),POINT (443315.8507838796 6208057.34327494)
19220,5522,3,25477,6632,192205522,391806,POINT (743905.4063065499 6319913.058989554),POINT (443315.8507838796 6208057.34327494)
2220,5522,1,40657,6632,22205522,572347,POINT (549273.2185291488 6633915.062681103),POINT (443315.8507838796 6208057.34327494)
6421,5522,1,7176,6632,64215522,259689,POINT (627784.2920031943 6310678.606575608),POINT (443315.8507838796 6208057.34327494)
7320,5522,8,21429,6632,73205522,123301,POINT (509325.207006696 6290894.511013233),POINT (443315.8507838796 6208057.34327494)
10523,5522,3,8830,6632,105235522,253082,POINT (657440.4134131686 6140585.850172019),POINT (443315.8507838796 6208057.34327494)
14940,5522,3,330,6632,149405522,414506,POINT (794677.8422100784 6195988.205865011),POINT (443315.8507838796 6208057.34327494)
16932,5522,1,423,6632,169325522,117874,POINT (524660.0086488891 6160322.303451045),POINT (443315.8507838796 6208057.34327494)
17321,5522,5,17174,6632,173215522,115745,POINT (387010.9538811051 6289104.708993559),POINT (443315.8507838796 6208057.34327494)
17521,5522,2,4600,6632,175215522,63394,POINT (465887.5965250221 6252457.935595442),POINT (443315.8507838796 6208057.34327494)
8621,5522,4,1202,6632,86215522,136670,POINT (555730.2233884777 6205265.538469914),POINT (443315.8507838796 6208057.34327494)
16621,5522,1,2604,6632,166215522,115760,POINT (542503.288718989 6195583.32802397),POINT (443315.8507838796 6208057.34327494)
4521,5522,6,3168,6632,45215522,415074,POINT (732245.5413948093 6400012.874493182),POINT (443315.8507838796 6208057.34327494)
16925,5522,3,517,6632,169255522,122752,POINT (549297.8019713103 6190118.384796144),POINT (443315.8507838796 6208057.34327494)
8933,5522,9,396,6632,89335522,135554,POINT (555335.8934125454 6198413.757304374),POINT (443315.8507838796 6208057.34327494)
17721,5522,1,783,6632,177215522,102251,POINT (442335.599459195 6281569.936903906),POINT (443315.8507838796 6208057.34327494)
9932,5522,1,49,6632,99325522,240876,POINT (640079.6749637506 6222522.242798084),POINT (443315.8507838796 6208057.34327494)
4824,5522,1,263,6632,48245522,399525,POINT (725791.7529483777 6387802.289642686),POINT (443315.8507838796 6208057.34327494)
6821,5522,1,161,6632,68215522,244777,POINT (517855.5342645199 6362299.42323779),POINT (443315.8507838796 6208057.34327494)
3731,5522,1,90,6632,37315522,176896,POINT (588498.5062375932 6145025.705613431),POINT (443315.8507838796 6208057.34327494)
17623,5522,1,1124,6632,176235522,137168,POINT (377145.9912527402 6303816.161229277),POINT (443315.8507838796 6208057.34327494)
1020,5621,81,1304729,3235,10205621,117112,POINT (573082.2484702046 6145008.43370907),POINT (475431.2703850165 6199675.686454285)
3221,5621,2,71258,3235,32215621,120388,POINT (571815.1381244587 6157813.988089516),POINT (475431.2703850165 6199675.686454285)
3422,5621,9,7133,3235,34225621,139873,POINT (596125.5232531353 6204942.494705392),POINT (475431.2703850165 6199675.686454285)
6220,5621,2,34368,3235,62205621,149411,POINT (544395.6968756896 6306205.764611009),POINT (475431.2703850165 6199675.686454285)
8220,5621,1,33639,3235,82205621,125970,POINT (571771.8401191942 6226149.775983537),POINT (475431.2703850165 6199675.686454285)
9220,5621,2,38446,3235,92205621,206948,POINT (661451.1977671548 6194686.506299259),POINT (475431.2703850165 6199675.686454285)
10320,5621,1,62590,3235,103205621,245094,POINT (687553.5499826567 6136432.37380928),POINT (475431.2703850165 6199675.686454285)
11120,5621,12,76412,3235,111205621,274750,POINT (398432.2411582735 6423719.024001375),POINT (475431.2703850165 6199675.686454285)
12421,5621,2,16756,3235,124215621,230874,POINT (439932.1564416874 6381387.888885491),POINT (475431.2703850165 6199675.686454285)
14320,5621,1,25422,3235,143205621,314994,POINT (745519.4398337225 6181462.080838162),POINT (475431.2703850165 6199675.686454285)
16220,5621,6,36743,3235,162205621,55821,POINT (526358.5499632334 6200292.109874669),POINT (475431.2703850165 6199675.686454285)
16945,5621,1,162,3235,169455621,45413,POINT (515101.6043391861 6182116.432369946),POINT (475431.2703850165 6199675.686454285)
17220,5621,1,41974,3235,172205621,156183,POINT (404000.1472399235 6319963.324545297),POINT (475431.2703850165 6199675.686454285)
18220,5621,1,54755,3235,182205621,353876,POINT (596426.0428719386 6490529.903923135),POINT (475431.2703850165 6199675.686454285)
19220,5621,1,25477,3235,192205621,352011,POINT (743905.4063065499 6319913.058989554),POINT (475431.2703850165 6199675.686454285)
2220,5621,7,40657,3235,22205621,558122,POINT (549273.2185291488 6633915.062681103),POINT (475431.2703850165 6199675.686454285)
6421,5621,2,7176,3235,64215621,244813,POINT (627784.2920031943 6310678.606575608),POINT (475431.2703850165 6199675.686454285)
16421,5621,3,10166,3235,164215621,70122,POINT (534837.1989801188 6167194.584904742),POINT (475431.2703850165 6199675.686454285)
16933,5621,3,61,3235,169335621,28028,POINT (501156.9073082096 6192608.382702693),POINT (475431.2703850165 6199675.686454285)
17321,5621,5,17174,3235,173215621,143333,POINT (387010.9538811051 6289104.708993559),POINT (475431.2703850165 6199675.686454285)
17521,5621,6,4600,3235,175215621,60413,POINT (465887.5965250221 6252457.935595442),POINT (475431.2703850165 6199675.686454285)
16929,5621,7,2585,3235,169295621,20612,POINT (495184.3736793735 6198282.928264959),POINT (475431.2703850165 6199675.686454285)
16924,5621,3,28,3235,169245621,29715,POINT (486486.4553910885 6188647.588796336),POINT (475431.2703850165 6199675.686454285)
3925,5621,1,416,3235,39255621,173825,POINT (623969.0512574608 6152132.575679986),POINT (475431.2703850165 6199675.686454285)
17623,5621,2,1124,3235,176235621,164756,POINT (377145.9912527402 6303816.161229277),POINT (475431.2703850165 6199675.686454285)
3633,5621,1,7288,3235,36335621,138467,POINT (591984.3794686475 6144145.517866863),POINT (475431.2703850165 6199675.686454285)
16923,5621,2,343,3235,169235621,46089,POINT (517907.3292085906 6202159.563670441),POINT (475431.2703850165 6199675.686454285)
3953,5621,3,19124,3235,39535621,144384,POINT (596929.5701792388 6146904.617905139),POINT (475431.2703850165 6199675.686454285)
16961,5621,1,250,3235,169615621,54015,POINT (522082.0733907208 6176967.32814651),POINT (475431.2703850165 6199675.686454285)
1020,5622,60,1304729,3716,10205622,169287,POINT (573082.2484702046 6145008.43370907),POINT (465928.7526475141 6250932.347301375)
3221,5622,1,71258,3716,32215622,162526,POINT (571815.1381244587 6157813.988089516),POINT (465928.7526475141 6250932.347301375)
7721,5622,2,918,3716,77215622,31617,POINT (491662.4149445419 6242035.962422337),POINT (465928.7526475141 6250932.347301375)
9220,5622,1,38446,3716,92205622,242718,POINT (661451.1977671548 6194686.506299259),POINT (465928.7526475141 6250932.347301375)
10320,5622,3,62590,3716,103205622,285042,POINT (687553.5499826567 6136432.37380928),POINT (465928.7526475141 6250932.347301375)
11120,5622,1,76412,3716,111205622,216317,POINT (398432.2411582735 6423719.024001375),POINT (465928.7526475141 6250932.347301375)
12320,5622,4,24406,3716,123205622,129644,POINT (378827.4881471876 6333913.219373153),POINT (465928.7526475141 6250932.347301375)
16220,5622,12,36743,3716,162205622,91536,POINT (526358.5499632334 6200292.109874669),POINT (465928.7526475141 6250932.347301375)
17220,5622,15,41974,3716,172205622,97750,POINT (404000.1472399235 6319963.324545297),POINT (465928.7526475141 6250932.347301375)
18220,5622,2,54755,3716,182205622,307093,POINT (596426.0428719386 6490529.903923135),POINT (465928.7526475141 6250932.347301375)
17621,5622,5,2120,3716,176215622,27271,POINT (450827.2684606689 6271084.922280216),POINT (465928.7526475141 6250932.347301375)
2220,5622,1,40657,3716,22205622,511339,POINT (549273.2185291488 6633915.062681103),POINT (465928.7526475141 6250932.347301375)
6521,5622,1,2692,3716,65215622,158774,POINT (592839.3093727244 6321959.922709245),POINT (465928.7526475141 6250932.347301375)
7320,5622,2,21429,3716,73205622,61642,POINT (509325.207006696 6290894.511013233),POINT (465928.7526475141 6250932.347301375)
16823,5622,1,344,3716,168235622,58378,POINT (504425.4872479092 6221455.075165108),POINT (465928.7526475141 6250932.347301375)
17321,5622,1,17174,3716,173215622,100255,POINT (387010.9538811051 6289104.708993559),POINT (465928.7526475141 6250932.347301375)
17521,5622,176,4600,3716,175215622,1515,POINT (465887.5965250221 6252457.935595442),POINT (465928.7526475141 6250932.347301375)
8621,5622,1,1202,3716,86215622,132645,POINT (555730.2233884777 6205265.538469914),POINT (465928.7526475141 6250932.347301375)
17823,5622,2,557,3716,178235622,37795,POINT (446984.3799648249 6279404.088268505),POINT (465928.7526475141 6250932.347301375)
17721,5622,3,783,3716,177215622,45199,POINT (442335.599459195 6281569.936903906),POINT (465928.7526475141 6250932.347301375)
6790,5622,1,1124,3716,67905622,255592,POINT (674107.909881202 6336263.985088993),POINT (465928.7526475141 6250932.347301375)
12723,5622,1,598,3716,127235622,165268,POINT (495810.75722 6369005.445846321),POINT (465928.7526475141 6250932.347301375)
18722,5622,1,2712,3716,187225622,362346,POINT (645450.8099012626 6472100.820481524),POINT (465928.7526475141 6250932.347301375)
17722,5622,6,998,3716,177225622,15375,POINT (454845.5030600709 6260942.027846825),POINT (465928.7526475141 6250932.347301375)
4721,5622,4,2331,3716,47215622,439140,POINT (771701.7691043743 6460211.027444684),POINT (465928.7526475141 6250932.347301375)
17927,5622,6,36,3716,179275622,23322,POINT (475461.2567566269 6268755.016062682),POINT (465928.7526475141 6250932.347301375)
17952,5622,2,131,3716,179525622,44433,POINT (427137.1160928958 6256400.573854005),POINT (465928.7526475141 6250932.347301375)
17798,5622,1,394,3716,177985622,88629,POINT (382848.6204611816 6258348.578715),POINT (465928.7526475141 6250932.347301375)
1020,5721,4,1304729,401,10205721,199586,POINT (573082.2484702046 6145008.43370907),POINT (404868.6059051176 6219364.990770774)
10321,5721,1,27471,401,103215721,329121,POINT (690360.4399311694 6148353.881728973),POINT (404868.6059051176 6219364.990770774)
17521,5721,2,4600,401,175215721,79229,POINT (465887.5965250221 6252457.935595442),POINT (404868.6059051176 6219364.990770774)
1020,5724,9,1304729,603,10205724,121527,POINT (573082.2484702046 6145008.43370907),POINT (471754.3459046822 6199226.745191891)
3322,5724,4,25947,603,33225724,147795,POINT (594619.1628683957 6157118.214678776),POINT (471754.3459046822 6199226.745191891)
8220,5724,1,33639,603,82205724,130385,POINT (571771.8401191942 6226149.775983537),POINT (471754.3459046822 6199226.745191891)
11120,5724,1,76412,603,111205724,273072,POINT (398432.2411582735 6423719.024001375),POINT (471754.3459046822 6199226.745191891)
15120,5724,1,104011,603,151205724,387163,POINT (410765.2865832467 6526683.944983927),POINT (471754.3459046822 6199226.745191891)
2220,5724,3,40657,603,22205724,560172,POINT (549273.2185291488 6633915.062681103),POINT (471754.3459046822 6199226.745191891)
17321,5724,1,17174,603,173215724,139659,POINT (387010.9538811051 6289104.708993559),POINT (471754.3459046822 6199226.745191891)
16929,5724,1,2585,603,169295724,25027,POINT (495184.3736793735 6198282.928264959),POINT (471754.3459046822 6199226.745191891)
14722,5724,1,3495,603,147225724,344219,POINT (759156.117270987 6162030.121972485),POINT (471754.3459046822 6199226.745191891)
3953,5724,1,19124,603,39535724,148799,POINT (596929.5701792388 6146904.617905139),POINT (471754.3459046822 6199226.745191891)
1020,5726,7,1304729,138,10205726,160408,POINT (573082.2484702046 6145008.43370907),POINT (434746.3854858907 6189683.365363503)
3221,5726,1,71258,138,32215726,163684,POINT (571815.1381244587 6157813.988089516),POINT (434746.3854858907 6189683.365363503)
12320,5726,3,24406,138,123205726,194975,POINT (378827.4881471876 6333913.219373153),POINT (434746.3854858907 6189683.365363503)
17220,5726,9,41974,138,172205726,163081,POINT (404000.1472399235 6319963.324545297),POINT (434746.3854858907 6189683.365363503)
17321,5726,1,17174,138,173215726,136723,POINT (387010.9538811051 6289104.708993559),POINT (434746.3854858907 6189683.365363503)
17624,5726,5,381,138,176245726,204083,POINT (457113.4733886719 6341396.395386696),POINT (434746.3854858907 6189683.365363503)
1020,5727,1,1304729,85,10205727,161193,POINT (573082.2484702046 6145008.43370907),POINT (432927.2699000595 6189652.331060673)
16220,5727,1,36743,85,162205727,99902,POINT (526358.5499632334 6200292.109874669),POINT (432927.2699000595 6189652.331060673)
9521,5727,3,2203,85,95215727,306188,POINT (672217.158996582 6294578.675292969),POINT (432927.2699000595 6189652.331060673)
4821,5727,1,1511,85,48215727,537113,POINT (768341.215 6470274.823),POINT (432927.2699000595 6189652.331060673)
1020,5798,1,1304729,192,10205798,242360,POINT (573082.2484702046 6145008.43370907),POINT (382802.3338922947 6258120.485602768)
12320,5798,2,24406,192,123205798,104919,POINT (378827.4881471876 6333913.219373153),POINT (382802.3338922947 6258120.485602768)
17798,5798,5,394,192,177985798,391,POINT (382848.6204611816 6258348.578715),POINT (382802.3338922947 6258120.485602768)
1020,5824,1,1304729,353,10205824,120973,POINT (573082.2484702046 6145008.43370907),POINT (490129.2784315756 6215871.484857393)
7721,5824,1,918,353,77215824,32980,POINT (491662.4149445419 6242035.962422337),POINT (490129.2784315756 6215871.484857393)
12320,5824,1,24406,353,123205824,187251,POINT (378827.4881471876 6333913.219373153),POINT (490129.2784315756 6215871.484857393)
16220,5824,2,36743,353,162205824,45878,POINT (526358.5499632334 6200292.109874669),POINT (490129.2784315756 6215871.484857393)
16823,5824,5,344,353,168235824,21282,POINT (504425.4872479092 6221455.075165108),POINT (490129.2784315756 6215871.484857393)
16929,5824,1,2585,353,169295824,24129,POINT (495184.3736793735 6198282.928264959),POINT (490129.2784315756 6215871.484857393)
3526,5824,1,3727,353,35265824,117064,POINT (588221.5369427514 6182184.812525066),POINT (490129.2784315756 6215871.484857393)
1020,5826,2,1304729,600,10205826,168823,POINT (573082.2484702046 6145008.43370907),POINT (436064.2118635275 6200590.661348573)
12421,5826,3,16756,600,124215826,241665,POINT (439932.1564416874 6381387.888885491),POINT (436064.2118635275 6200590.661348573)
17621,5826,1,2120,600,176215826,97220,POINT (450827.2684606689 6271084.922280216),POINT (436064.2118635275 6200590.661348573)
17321,5826,4,17174,600,173215826,125052,POINT (387010.9538811051 6289104.708993559),POINT (436064.2118635275 6200590.661348573)
17722,5826,1,998,600,177225826,86450,POINT (454845.5030600709 6260942.027846825),POINT (436064.2118635275 6200590.661348573)
3826,5826,1,965,600,38265826,224171,POINT (622696.1896262862 6152301.644846186),POINT (436064.2118635275 6200590.661348573)
3627,5826,5,7896,600,36275826,217790,POINT (617414.9151842656 6153379.514554303),POINT (436064.2118635275 6200590.661348573)
1020,5827,4,1304729,249,10205827,171756,POINT (573082.2484702046 6145008.43370907),POINT (433304.0304218789 6201172.761455635)
19220,5827,1,25477,249,192205827,406655,POINT (743905.4063065499 6319913.058989554),POINT (433304.0304218789 6201172.761455635)
19521,5827,2,2341,249,195215827,362457,POINT (692642.1942403101 6355532.125027264),POINT (433304.0304218789 6201172.761455635)
1020,5829,6,1304729,60,10205829,191333,POINT (573082.2484702046 6145008.43370907),POINT (414299.7845427862 6213094.321044549)
17321,5829,2,17174,60,173215829,94669,POINT (387010.9538811051 6289104.708993559),POINT (414299.7845427862 6213094.321044549)
3835,5829,1,3195,60,38355829,212231,POINT (591620.7168567854 6143542.296321873),POINT (414299.7845427862 6213094.321044549)
1020,5831,6,1304729,999,10205831,175892,POINT (573082.2484702046 6145008.43370907),POINT (440216.6404586061 6237109.021284476)
3828,5831,2,21091,999,38285831,206755,POINT (600169.0660007594 6149058.795812866),POINT (440216.6404586061 6237109.021284476)
7721,5831,1,918,999,77215831,62976,POINT (491662.4149445419 6242035.962422337),POINT (440216.6404586061 6237109.021284476)
15120,5831,2,104011,999,151205831,338241,POINT (410765.2865832467 6526683.944983927),POINT (440216.6404586061 6237109.021284476)
15970,5831,1,460,999,159705831,390783,POINT (461347.9092695047 6532916.099578857),POINT (440216.6404586061 6237109.021284476)
17220,5831,1,41974,999,172205831,105583,POINT (404000.1472399235 6319963.324545297),POINT (440216.6404586061 6237109.021284476)
6421,5831,9,7176,999,64215831,229054,POINT (627784.2920031943 6310678.606575608),POINT (440216.6404586061 6237109.021284476)
17321,5831,4,17174,999,173215831,85383,POINT (387010.9538811051 6289104.708993559),POINT (440216.6404586061 6237109.021284476)
17521,5831,8,4600,999,175215831,32544,POINT (465887.5965250221 6252457.935595442),POINT (440216.6404586061 6237109.021284476)
17722,5831,2,998,999,177225831,37227,POINT (454845.5030600709 6260942.027846825),POINT (440216.6404586061 6237109.021284476)
2952,5831,1,27,999,29525831,507077,POINT (579993.7604856829 6603073.901636018),POINT (440216.6404586061 6237109.021284476)
3628,5831,1,1973,999,36285831,191619,POINT (595365.9654325242 6188588.491647155),POINT (440216.6404586061 6237109.021284476)
17927,5831,1,36,999,179275831,54346,POINT (475461.2567566269 6268755.016062682),POINT (440216.6404586061 6237109.021284476)
1020,5923,3,1304729,298,10205923,199901,POINT (573082.2484702046 6145008.43370907),POINT (416909.7105448996 6233848.517689221)
17321,5923,3,17174,298,173215923,70470,POINT (387010.9538811051 6289104.708993559),POINT (416909.7105448996 6233848.517689221)
1020,5924,1,1304729,73,10205924,150519,POINT (573082.2484702046 6145008.43370907),POINT (447239.6971438283 6190516.137913003)
17621,5924,1,2120,73,176215924,104854,POINT (450827.2684606689 6271084.922280216),POINT (447239.6971438283 6190516.137913003)
17521,5924,1,4600,73,175215924,79682,POINT (465887.5965250221 6252457.935595442),POINT (447239.6971438283 6190516.137913003)
3835,5924,2,3195,73,38355924,171417,POINT (591620.7168567854 6143542.296321873),POINT (447239.6971438283 6190516.137913003)
1020,5925,1,1304729,158,10205925,138823,POINT (573082.2484702046 6145008.43370907),POINT (457605.2307288975 6208860.421745755)
3322,5925,6,25947,158,33225925,165091,POINT (594619.1628683957 6157118.214678776),POINT (457605.2307288975 6208860.421745755)
3525,5925,2,15908,158,35255925,155069,POINT (587580.4026155119 6142292.506456386),POINT (457605.2307288975 6208860.421745755)
11826,5925,5,218,158,118265925,290243,POINT (528135.655 6417564.948392434),POINT (457605.2307288975 6208860.421745755)
