cod,cod_ori,cod_des,poblacion_ori,poblacion_des,personas_mig,distancia_m,geom_ori,geom_des
151205980,15120,5980,104011,52,1,401630,POINT (410765.2865832467 6526683.944983927),POINT (481990.285340151 6189243.541996617)
151205987,15120,5987,104011,96,1,330453,POINT (410765.2865832467 6526683.944983927),POINT (376938.0469506213 6241149.503353722)
151205997,15120,5997,104011,309,1,360041,POINT (410765.2865832467 6526683.944983927),POINT (405111.7877415733 6220428.152811803)
151206220,15120,6220,104011,34368,9,334409,POINT (410765.2865832467 6526683.944983927),POINT (544395.6968756896 6306205.764611009)
151206521,15120,6521,104011,2692,1,365661,POINT (410765.2865832467 6526683.944983927),POINT (592839.3093727244 6321959.922709245)
151206622,15120,6622,104011,1443,1,433936,POINT (410765.2865832467 6526683.944983927),POINT (632874.0825745394 6378089.243038225)
151207320,15120,7320,104011,21429,17,296624,POINT (410765.2865832467 6526683.944983927),POINT (509325.207006696 6290894.511013233)
151208220,15120,8220,104011,33639,7,409860,POINT (410765.2865832467 6526683.944983927),POINT (571771.8401191942 6226149.775983537)
151208421,15120,8421,104011,6130,4,373810,POINT (410765.2865832467 6526683.944983927),POINT (562219.4444580078 6268197.953743277)
151208622,15120,8622,104011,2398,1,463218,POINT (410765.2865832467 6526683.944983927),POINT (616338.3934514923 6215178.131054383)
151208723,15120,8723,104011,747,1,398047,POINT (410765.2865832467 6526683.944983927),POINT (570524.346165203 6245250.675837316)
151208823,15120,8823,104011,730,1,426460,POINT (410765.2865832467 6526683.944983927),POINT (572315.9743932312 6206378.627922345)
151208824,15120,8824,104011,810,1,427225,POINT (410765.2865832467 6526683.944983927),POINT (572034.2714618791 6210845.955180435)
151209220,15120,9220,104011,38446,13,518462,POINT (410765.2865832467 6526683.944983927),POINT (661451.1977671548 6194686.506299259)
151209521,15120,9521,104011,2203,1,464373,POINT (410765.2865832467 6526683.944983927),POINT (672217.158996582 6294578.675292969)
151209721,15120,9721,104011,713,2,532680,POINT (410765.2865832467 6526683.944983927),POINT (707258.56819637 6264536.351053253)
155221020,15522,1020,1926,1304729,31,555135,POINT (425692.0855463229 6593814.070535854),POINT (573082.2484702046 6145008.43370907)
155222521,15522,2521,1926,12200,6,68401,POINT (425692.0855463229 6593814.070535854),POINT (442454.6709403042 6652273.541484571)
155222522,15522,2522,1926,2659,6,72675,POINT (425692.0855463229 6593814.070535854),POINT (457921.0007635859 6633361.660309175)
155222621,15522,2621,1926,2531,2,55515,POINT (425692.0855463229 6593814.070535854),POINT (468458.2698047662 6601361.866908336)
155222828,15522,2828,1926,2771,1,69521,POINT (425692.0855463229 6593814.070535854),POINT (443949.4314637179 6653757.962803407)
155223421,15522,3421,1926,16244,1,536809,POINT (425692.0855463229 6593814.070535854),POINT (571422.0096265917 6162788.050535546)
155223521,15522,3521,1926,31650,1,560096,POINT (425692.0855463229 6593814.070535854),POINT (591966.3938865843 6153953.745800025)
155223523,15522,3523,1926,9624,3,567061,POINT (425692.0855463229 6593814.070535854),POINT (589348.7665842462 6146607.870809368)
155223530,15522,3530,1926,9295,1,558725,POINT (425692.0855463229 6593814.070535854),POINT (584784.9533532592 6153308.175826177)
155223624,15522,3624,1926,2508,2,525426,POINT (425692.0855463229 6593814.070535854),POINT (558431.9420450316 6170250.813025981)
155223627,15522,3627,1926,7896,4,587515,POINT (425692.0855463229 6593814.070535854),POINT (617414.9151842656 6153379.514554303)
155223732,15522,3732,1926,18573,5,569428,POINT (425692.0855463229 6593814.070535854),POINT (594448.8143284387 6145604.621110858)
155223987,15522,3987,1926,2813,1,568718,POINT (425692.0855463229 6593814.070535854),POINT (595311.0027222665 6148346.165386693)
155225320,15522,5320,1926,26231,2,468040,POINT (425692.0855463229 6593814.070535854),POINT (422937.9810020199 6187566.893377856)
155231020,15523,1020,2762,1304729,56,529053,POINT (418800.7346132419 6562344.186642355),POINT (573082.2484702046 6145008.43370907)
155232521,15523,2521,2762,12200,2,109649,POINT (418800.7346132419 6562344.186642355),POINT (442454.6709403042 6652273.541484571)
155232621,15523,2621,2762,2531,1,92632,POINT (418800.7346132419 6562344.186642355),POINT (468458.2698047662 6601361.866908336)
155232828,15523,2828,2762,2771,4,110769,POINT (418800.7346132419 6562344.186642355),POINT (443949.4314637179 6653757.962803407)
155233321,15523,3321,2762,20524,4,519175,POINT (418800.7346132419 6562344.186642355),POINT (570666.0469444469 6153926.677853951)
155233525,15523,3525,2762,15908,3,544212,POINT (418800.7346132419 6562344.186642355),POINT (587580.4026155119 6142292.506456386)
155233633,15523,3633,2762,7288,1,543627,POINT (418800.7346132419 6562344.186642355),POINT (591984.3794686475 6144145.517866863)
155233987,15523,3987,2762,2813,5,542636,POINT (418800.7346132419 6562344.186642355),POINT (595311.0027222665 6148346.165386693)
155238824,15523,8824,2762,810,3,482321,POINT (418800.7346132419 6562344.186642355),POINT (572034.2714618791 6210845.955180435)
157212220,15721,2220,305,40657,2,120455,POINT (560995.3019698096 6549932.585458881),POINT (549273.2185291488 6633915.062681103)
157213624,15721,3624,305,2508,2,466661,POINT (560995.3019698096 6549932.585458881),POINT (558431.9420450316 6170250.813025981)
157221020,15722,1020,877,1304729,1,491218,POINT (427265.9163640699 6530748.877390893),POINT (573082.2484702046 6145008.43370907)
157225320,15722,5320,877,26231,1,404123,POINT (427265.9163640699 6530748.877390893),POINT (422937.9810020199 6187566.893377856)
158211020,15821,1020,544,1304729,2,485050,POINT (422517.0190668138 6527540.610880874),POINT (573082.2484702046 6145008.43370907)
158213322,15821,3322,544,25947,2,489879,POINT (422517.0190668138 6527540.610880874),POINT (594619.1628683957 6157118.214678776)
158213987,15821,3987,544,2813,1,498633,POINT (422517.0190668138 6527540.610880874),POINT (595311.0027222665 6148346.165386693)
158221020,15822,1020,345,1304729,3,487630,POINT (488011.3884135092 6539674.570824698),POINT (573082.2484702046 6145008.43370907)
158222621,15822,2621,345,2531,2,113835,POINT (488011.3884135092 6539674.570824698),POINT (468458.2698047662 6601361.866908336)
158222724,15822,2724,345,935,1,173345,POINT (488011.3884135092 6539674.570824698),POINT (441913.1296071262 6657468.431151465)
158233421,15823,3421,212,16244,2,485515,POINT (441395.3784603132 6507574.248347303),POINT (571422.0096265917 6162788.050535546)
158243970,15824,3970,39,192,1,518271,POINT (521530.2427902552 6543586.828203171),POINT (638592.1902871204 6149328.720133289)
158252220,15825,2220,138,40657,4,90615,POINT (534924.658690062 6566541.919026565),POINT (549273.2185291488 6633915.062681103)
158252725,15825,2725,138,1149,2,50013,POINT (534924.658690062 6566541.919026565),POINT (512342.1634407969 6570709.350251653)
158252952,15825,2952,138,27,1,71278,POINT (534924.658690062 6566541.919026565),POINT (579993.7604856829 6603073.901636018)
158271020,15827,1020,356,1304729,9,466280,POINT (413488.066271033 6520198.916882024),POINT (573082.2484702046 6145008.43370907)
158273953,15827,3953,356,19124,1,481153,POINT (413488.066271033 6520198.916882024),POINT (596929.5701792388 6146904.617905139)
158275422,15827,5422,356,10085,1,373216,POINT (413488.066271033 6520198.916882024),POINT (467732.0998145878 6202465.575935196)
158281020,15828,1020,88,1304729,1,525137,POINT (441803.1938162569 6561315.035095215),POINT (573082.2484702046 6145008.43370907)
158291020,15829,1020,54,1304729,1,423035,POINT (496297.927938553 6483844.129313406),POINT (573082.2484702046 6145008.43370907)
158297721,15829,7721,54,918,2,335716,POINT (496297.927938553 6483844.129313406),POINT (491662.4149445419 6242035.962422337)
158302621,15830,2621,67,2531,3,172434,POINT (557607.7561290966 6531632.124500403),POINT (468458.2698047662 6601361.866908336)
158311020,15831,1020,210,1304729,1,515386,POINT (574879.4711313264 6571359.572889333),POINT (573082.2484702046 6145008.43370907)
158312220,15831,2220,210,40657,4,84683,POINT (574879.4711313264 6571359.572889333),POINT (549273.2185291488 6633915.062681103)
158312830,15831,2830,210,1642,3,81154,POINT (574879.4711313264 6571359.572889333),POINT (551872.5842944164 6632988.584310902)
158321020,15832,1020,270,1304729,3,528910,POINT (449386.7899780273 6558357.307281494),POINT (573082.2484702046 6145008.43370907)
158322621,15832,2621,270,2531,1,99935,POINT (449386.7899780273 6558357.307281494),POINT (468458.2698047662 6601361.866908336)
158323525,15832,3525,270,15908,1,544069,POINT (449386.7899780273 6558357.307281494),POINT (587580.4026155119 6142292.506456386)
159241020,15924,1020,155,1304729,3,478050,POINT (404911.5479604492 6523819.093884711),POINT (573082.2484702046 6145008.43370907)
159243732,15924,3732,155,18573,1,492343,POINT (404911.5479604492 6523819.093884711),POINT (594448.8143284387 6145604.621110858)
159391020,15939,1020,354,1304729,1,486767,POINT (421307.3902525047 6532696.026798848),POINT (573082.2484702046 6145008.43370907)
159393321,15939,3321,354,20524,1,476889,POINT (421307.3902525047 6532696.026798848),POINT (570666.0469444469 6153926.677853951)
159393945,15939,3945,354,183,1,462235,POINT (421307.3902525047 6532696.026798848),POINT (568474.3237624725 6167769.927780378)
159431020,15943,1020,184,1304729,1,556815,POINT (450144.3956014534 6576104.512420654),POINT (573082.2484702046 6145008.43370907)
159432621,15943,2621,184,2531,2,40525,POINT (450144.3956014534 6576104.512420654),POINT (468458.2698047662 6601361.866908336)
159438944,15943,8944,184,160,1,429915,POINT (450144.3956014534 6576104.512420654),POINT (559079.8762472196 6279552.102271494)
159442725,15944,2725,124,1149,3,26433,POINT (496737.975949259 6564084.678090163),POINT (512342.1634407969 6570709.350251653)
159451020,15945,1020,120,1304729,2,489714,POINT (450174.0198551953 6514926.267044768),POINT (573082.2484702046 6145008.43370907)
159461020,15946,1020,223,1304729,1,509674,POINT (493909.8195600057 6558932.256695205),POINT (573082.2484702046 6145008.43370907)
159462220,15946,2220,223,40657,1,101694,POINT (493909.8195600057 6558932.256695205),POINT (549273.2185291488 6633915.062681103)
159462725,15946,2725,223,1149,1,24278,POINT (493909.8195600057 6558932.256695205),POINT (512342.1634407969 6570709.350251653)
159491020,15949,1020,733,1304729,4,513739,POINT (497748.6499938965 6559607.076508036),POINT (573082.2484702046 6145008.43370907)
159492220,15949,2220,733,40657,1,98051,POINT (497748.6499938965 6559607.076508036),POINT (549273.2185291488 6633915.062681103)
