cod,cod_ori,cod_des,poblacion_ori,poblacion_des,personas_mig,distancia_m,geom_ori,geom_des
35268724,3526,8724,3727,1030,1,157026,POINT (588221.5369427514 6182184.812525066),POINT (671739.9774263226 6294585.92455144)
35269522,3526,9522,3727,5118,4,221464,POINT (588221.5369427514 6182184.812525066),POINT (729009.06491 6295613.887045726)
35271020,3527,1020,6132,1304729,200,25760,POINT (585749.3500300343 6165158.817215529),POINT (573082.2484702046 6145008.43370907)
35274522,3527,4522,6132,14604,1,384135,POINT (585749.3500300343 6165158.817215529),POINT (839046.0861133797 6388193.206929483)
35275320,3527,5320,6132,26231,5,184036,POINT (585749.3500300343 6165158.817215529),POINT (422937.9810020199 6187566.893377856)
35275321,3527,5321,6132,18041,1,240183,POINT (585749.3500300343 6165158.817215529),POINT (381560.5426038019 6237508.70162149)
35275422,3527,5422,6132,10085,1,137857,POINT (585749.3500300343 6165158.817215529),POINT (467732.0998145878 6202465.575935196)
35276621,3527,6621,6132,1084,1,235163,POINT (585749.3500300343 6165158.817215529),POINT (629385.6962922963 6360375.386004901)
35276622,3527,6622,6132,1443,3,257166,POINT (585749.3500300343 6165158.817215529),POINT (632874.0825745394 6378089.243038225)
35276724,3527,6724,6132,1094,1,166904,POINT (585749.3500300343 6165158.817215529),POINT (544715.5806652261 6309411.302971778)
35278220,3527,8220,6132,33639,5,75730,POINT (585749.3500300343 6165158.817215529),POINT (571771.8401191942 6226149.775983537)
35278721,3527,8721,6132,1357,1,114348,POINT (585749.3500300343 6165158.817215529),POINT (634746.7057258443 6252121.794055067)
35278722,3527,8722,6132,835,1,147531,POINT (585749.3500300343 6165158.817215529),POINT (627186.0800293208 6296091.388726614)
35278723,3527,8723,6132,747,1,95228,POINT (585749.3500300343 6165158.817215529),POINT (570524.346165203 6245250.675837316)
35278822,3527,8822,6132,246,1,144956,POINT (585749.3500300343 6165158.817215529),POINT (554524.1045183674 6290869.074627476)
35279220,3527,9220,6132,38446,5,93606,POINT (585749.3500300343 6165158.817215529),POINT (661451.1977671548 6194686.506299259)
35279955,3527,9955,6132,149,3,78563,POINT (585749.3500300343 6165158.817215529),POINT (640122.1477657456 6201924.959493998)
35279956,3527,9956,6132,89,1,121109,POINT (585749.3500300343 6165158.817215529),POINT (684823.7442935205 6200534.567893004)
35281020,3528,1020,5089,1304729,145,70482,POINT (613552.196983618 6199089.643285227),POINT (573082.2484702046 6145008.43370907)
35285320,3528,5320,5089,26231,6,214403,POINT (613552.196983618 6199089.643285227),POINT (422937.9810020199 6187566.893377856)
35286220,3528,6220,5089,34368,1,141461,POINT (613552.196983618 6199089.643285227),POINT (544395.6968756896 6306205.764611009)
35286972,3528,6972,5089,24,2,192565,POINT (613552.196983618 6199089.643285227),POINT (647543.9095911104 6355567.512115479)
35287320,3528,7320,5089,21429,1,166292,POINT (613552.196983618 6199089.643285227),POINT (509325.207006696 6290894.511013233)
35288220,3528,8220,5089,33639,3,54009,POINT (613552.196983618 6199089.643285227),POINT (571771.8401191942 6226149.775983537)
35288521,3528,8521,5089,2402,6,33062,POINT (613552.196983618 6199089.643285227),POINT (624721.8532162895 6225931.051488832)
35288622,3528,8622,5089,2398,10,18657,POINT (613552.196983618 6199089.643285227),POINT (616338.3934514923 6215178.131054383)
35288721,3528,8721,5089,1357,1,64587,POINT (613552.196983618 6199089.643285227),POINT (634746.7057258443 6252121.794055067)
35288724,3528,8724,5089,1030,1,125728,POINT (613552.196983618 6199089.643285227),POINT (671739.9774263226 6294585.92455144)
35288821,3528,8821,5089,540,1,27492,POINT (613552.196983618 6199089.643285227),POINT (599862.9410769409 6210363.596576277)
35288923,3528,8923,5089,166,2,62696,POINT (613552.196983618 6199089.643285227),POINT (566580.6728681526 6221249.536034757)
35289220,3528,9220,5089,38446,16,55622,POINT (613552.196983618 6199089.643285227),POINT (661451.1977671548 6194686.506299259)
35289622,3528,9622,5089,2825,1,49203,POINT (613552.196983618 6199089.643285227),POINT (641322.7795995863 6170500.73085683)
35304827,3530,4827,9295,415,1,348553,POINT (584784.9533532592 6153308.175826177),POINT (807766.4698391624 6371070.719299458)
36211020,3621,1020,5562,1304729,267,45635,POINT (613631.1844891007 6152548.397836315),POINT (573082.2484702046 6145008.43370907)
36212220,3621,2220,5562,40657,7,592437,POINT (613631.1844891007 6152548.397836315),POINT (549273.2185291488 6633915.062681103)
36214220,3621,4220,5562,51830,8,354252,POINT (613631.1844891007 6152548.397836315),POINT (766475.5195453273 6415360.379009241)
36214522,3621,4522,5562,14604,4,367939,POINT (613631.1844891007 6152548.397836315),POINT (839046.0861133797 6388193.206929483)
36215320,3621,5320,5562,26231,5,217379,POINT (613631.1844891007 6152548.397836315),POINT (422937.9810020199 6187566.893377856)
36215421,3621,5421,5562,10630,1,162077,POINT (613631.1844891007 6152548.397836315),POINT (478168.5305876654 6204951.642408893)
36215522,3621,5522,5562,6632,1,202046,POINT (613631.1844891007 6152548.397836315),POINT (443315.8507838796 6208057.34327494)
36216220,3621,6220,5562,34368,6,183748,POINT (613631.1844891007 6152548.397836315),POINT (544395.6968756896 6306205.764611009)
36217320,3621,7320,5562,21429,9,206142,POINT (613631.1844891007 6152548.397836315),POINT (509325.207006696 6290894.511013233)
36218220,3621,8220,5562,33639,8,96296,POINT (613631.1844891007 6152548.397836315),POINT (571771.8401191942 6226149.775983537)
36218421,3621,8421,5562,6130,1,140233,POINT (613631.1844891007 6152548.397836315),POINT (562219.4444580078 6268197.953743277)
36218722,3621,8722,5562,835,1,164242,POINT (613631.1844891007 6152548.397836315),POINT (627186.0800293208 6296091.388726614)
36218824,3621,8824,5562,810,1,92898,POINT (613631.1844891007 6152548.397836315),POINT (572034.2714618791 6210845.955180435)
36219220,3621,9220,5562,38446,13,76442,POINT (613631.1844891007 6152548.397836315),POINT (661451.1977671548 6194686.506299259)
36219622,3621,9622,5562,2825,1,39119,POINT (613631.1844891007 6152548.397836315),POINT (641322.7795995863 6170500.73085683)
36221020,3622,1020,2274,1304729,5,47203,POINT (613298.7164033854 6154908.510716558),POINT (573082.2484702046 6145008.43370907)
36241020,3624,1020,2508,1304729,51,30953,POINT (558431.9420450316 6170250.813025981),POINT (573082.2484702046 6145008.43370907)
36242220,3624,2220,2508,40657,1,562056,POINT (558431.9420450316 6170250.813025981),POINT (549273.2185291488 6633915.062681103)
36244220,3624,4220,2508,51830,3,374410,POINT (558431.9420450316 6170250.813025981),POINT (766475.5195453273 6415360.379009241)
36244521,3624,4521,2508,3168,3,334202,POINT (558431.9420450316 6170250.813025981),POINT (732245.5413948093 6400012.874493182)
36248220,3624,8220,2508,33639,3,65915,POINT (558431.9420450316 6170250.813025981),POINT (571771.8401191942 6226149.775983537)
36248623,3624,8623,2508,1849,4,29381,POINT (558431.9420450316 6170250.813025981),POINT (554472.7710832069 6191933.104241417)
36251020,3625,1020,4199,1304729,37,34687,POINT (601052.3176080562 6160549.431027164),POINT (573082.2484702046 6145008.43370907)
36255323,3625,5323,4199,12816,3,174889,POINT (601052.3176080562 6160549.431027164),POINT (459139.5927728665 6190793.685035946)
36256421,3625,6421,4199,7176,1,174466,POINT (601052.3176080562 6160549.431027164),POINT (627784.2920031943 6310678.606575608)
36257320,3625,7320,4199,21429,2,189018,POINT (601052.3176080562 6160549.431027164),POINT (509325.207006696 6290894.511013233)
36258622,3625,8622,4199,2398,1,65027,POINT (601052.3176080562 6160549.431027164),POINT (616338.3934514923 6215178.131054383)
36258821,3625,8821,4199,540,5,60254,POINT (601052.3176080562 6160549.431027164),POINT (599862.9410769409 6210363.596576277)
36259220,3625,9220,4199,38446,1,79505,POINT (601052.3176080562 6160549.431027164),POINT (661451.1977671548 6194686.506299259)
36259522,3625,9522,4199,5118,2,216470,POINT (601052.3176080562 6160549.431027164),POINT (729009.06491 6295613.887045726)
36259622,3625,9622,4199,2825,5,43693,POINT (601052.3176080562 6160549.431027164),POINT (641322.7795995863 6170500.73085683)
36261020,3626,1020,2109,1304729,61,71265,POINT (626030.6681406683 6182973.098576432),POINT (573082.2484702046 6145008.43370907)
36266220,3626,6220,2109,34368,1,163300,POINT (626030.6681406683 6182973.098576432),POINT (544395.6968756896 6306205.764611009)
36268220,3626,8220,2109,33639,1,75848,POINT (626030.6681406683 6182973.098576432),POINT (571771.8401191942 6226149.775983537)
36268623,3626,8623,2109,1849,1,84182,POINT (626030.6681406683 6182973.098576432),POINT (554472.7710832069 6191933.104241417)
36269220,3626,9220,2109,38446,3,42176,POINT (626030.6681406683 6182973.098576432),POINT (661451.1977671548 6194686.506299259)
36269622,3626,9622,2109,2825,11,27044,POINT (626030.6681406683 6182973.098576432),POINT (641322.7795995863 6170500.73085683)
36271020,3627,1020,7896,1304729,172,49463,POINT (617414.9151842656 6153379.514554303),POINT (573082.2484702046 6145008.43370907)
36274828,3627,4828,7896,132,1,326654,POINT (617414.9151842656 6153379.514554303),POINT (732056.331625 6398061.642185)
36275320,3627,5320,7896,26231,1,221207,POINT (617414.9151842656 6153379.514554303),POINT (422937.9810020199 6187566.893377856)
36275421,3627,5421,7896,10630,1,165905,POINT (617414.9151842656 6153379.514554303),POINT (478168.5305876654 6204951.642408893)
36275422,3627,5422,7896,10085,1,175028,POINT (617414.9151842656 6153379.514554303),POINT (467732.0998145878 6202465.575935196)
36275826,3627,5826,7896,600,5,217790,POINT (617414.9151842656 6153379.514554303),POINT (436064.2118635275 6200590.661348573)
36277320,3627,7320,7896,21429,1,209727,POINT (617414.9151842656 6153379.514554303),POINT (509325.207006696 6290894.511013233)
36278220,3627,8220,7896,33639,2,99881,POINT (617414.9151842656 6153379.514554303),POINT (571771.8401191942 6226149.775983537)
36278421,3627,8421,7896,6130,4,143818,POINT (617414.9151842656 6153379.514554303),POINT (562219.4444580078 6268197.953743277)
36279220,3627,9220,7896,38446,2,72433,POINT (617414.9151842656 6153379.514554303),POINT (661451.1977671548 6194686.506299259)
36279722,3627,9722,7896,553,1,175758,POINT (617414.9151842656 6153379.514554303),POINT (691159.07101 6288848.825378537)
36281020,3628,1020,1973,1304729,53,54513,POINT (595365.9654325242 6188588.491647155),POINT (573082.2484702046 6145008.43370907)
36284522,3628,4522,1973,14604,2,363292,POINT (595365.9654325242 6188588.491647155),POINT (839046.0861133797 6388193.206929483)
36285831,3628,5831,1973,999,1,191619,POINT (595365.9654325242 6188588.491647155),POINT (440216.6404586061 6237109.021284476)
36288220,3628,8220,1973,33639,6,51332,POINT (595365.9654325242 6188588.491647155),POINT (571771.8401191942 6226149.775983537)
36288421,3628,8421,1973,6130,1,95269,POINT (595365.9654325242 6188588.491647155),POINT (562219.4444580078 6268197.953743277)
36288622,3628,8622,1973,2398,4,42728,POINT (595365.9654325242 6188588.491647155),POINT (616338.3934514923 6215178.131054383)
36288821,3628,8821,1973,540,1,24815,POINT (595365.9654325242 6188588.491647155),POINT (599862.9410769409 6210363.596576277)
36288824,3628,8824,1973,810,5,48343,POINT (595365.9654325242 6188588.491647155),POINT (572034.2714618791 6210845.955180435)
36291020,3629,1020,4510,1304729,69,45449,POINT (603515.0794459877 6176937.376359992),POINT (573082.2484702046 6145008.43370907)
36294220,3629,4220,4510,51830,4,336657,POINT (603515.0794459877 6176937.376359992),POINT (766475.5195453273 6415360.379009241)
36295821,3629,5821,4510,12,2,155677,POINT (603515.0794459877 6176937.376359992),POINT (469353.3775682723 6189774.740091702)
36296521,3629,6521,4510,2692,1,179892,POINT (603515.0794459877 6176937.376359992),POINT (592839.3093727244 6321959.922709245)
36298220,3629,8220,4510,33639,3,69185,POINT (603515.0794459877 6176937.376359992),POINT (571771.8401191942 6226149.775983537)
36298421,3629,8421,4510,6130,1,113122,POINT (603515.0794459877 6176937.376359992),POINT (562219.4444580078 6268197.953743277)
36298521,3629,8521,4510,2402,2,58291,POINT (603515.0794459877 6176937.376359992),POINT (624721.8532162895 6225931.051488832)
36298622,3629,8622,4510,2398,1,43886,POINT (603515.0794459877 6176937.376359992),POINT (616338.3934514923 6215178.131054383)
36298624,3629,8624,4510,1852,3,77313,POINT (603515.0794459877 6176937.376359992),POINT (561085.1932899696 6216042.88129551)
36298821,3629,8821,4510,540,2,42668,POINT (603515.0794459877 6176937.376359992),POINT (599862.9410769409 6210363.596576277)
36299220,3629,9220,4510,38446,1,68392,POINT (603515.0794459877 6176937.376359992),POINT (661451.1977671548 6194686.506299259)
36301020,3630,1020,1797,1304729,9,52417,POINT (618893.624235 6161139.195584168),POINT (573082.2484702046 6145008.43370907)
36305927,3630,5927,1797,19,1,204583,POINT (618893.624235 6161139.195584168),POINT (444619.459748468 6190920.682998313)
36309220,3630,9220,1797,38446,1,62713,POINT (618893.624235 6161139.195584168),POINT (661451.1977671548 6194686.506299259)
36311020,3631,1020,4397,1304729,449,15517,POINT (583281.2078731833 6155365.628785741),POINT (573082.2484702046 6145008.43370907)
36312220,3631,2220,4397,40657,7,582686,POINT (583281.2078731833 6155365.628785741),POINT (549273.2185291488 6633915.062681103)
36312522,3631,2522,4397,2659,3,616936,POINT (583281.2078731833 6155365.628785741),POINT (457921.0007635859 6633361.660309175)
36314220,3631,4220,4397,51830,13,366779,POINT (583281.2078731833 6155365.628785741),POINT (766475.5195453273 6415360.379009241)
36314521,3631,4521,4397,3168,3,326571,POINT (583281.2078731833 6155365.628785741),POINT (732245.5413948093 6400012.874493182)
36314522,3631,4522,4397,14604,4,389043,POINT (583281.2078731833 6155365.628785741),POINT (839046.0861133797 6388193.206929483)
36314821,3631,4821,4397,1511,2,424242,POINT (583281.2078731833 6155365.628785741),POINT (768341.215 6470274.823)
36315320,3631,5320,4397,26231,9,186641,POINT (583281.2078731833 6155365.628785741),POINT (422937.9810020199 6187566.893377856)
36315423,3631,5423,4397,9857,8,262777,POINT (583281.2078731833 6155365.628785741),POINT (370211.3425855851 6249962.711012445)
36315521,3631,5521,4397,3390,1,211704,POINT (583281.2078731833 6155365.628785741),POINT (425254.2145107206 6244548.931422319)
36315960,3631,5960,4397,107,2,137637,POINT (583281.2078731833 6155365.628785741),POINT (475350.4244495961 6189923.636303314)
36316220,3631,6220,4397,34368,1,173997,POINT (583281.2078731833 6155365.628785741),POINT (544395.6968756896 6306205.764611009)
36316421,3631,6421,4397,7176,2,177878,POINT (583281.2078731833 6155365.628785741),POINT (627784.2920031943 6310678.606575608)
36317320,3631,7320,4397,21429,1,177207,POINT (583281.2078731833 6155365.628785741),POINT (509325.207006696 6290894.511013233)
36318220,3631,8220,4397,33639,2,86545,POINT (583281.2078731833 6155365.628785741),POINT (571771.8401191942 6226149.775983537)
36318421,3631,8421,4397,6130,5,130482,POINT (583281.2078731833 6155365.628785741),POINT (562219.4444580078 6268197.953743277)
36318622,3631,8622,4397,2398,2,74008,POINT (583281.2078731833 6155365.628785741),POINT (616338.3934514923 6215178.131054383)
36319220,3631,9220,4397,38446,2,98466,POINT (583281.2078731833 6155365.628785741),POINT (661451.1977671548 6194686.506299259)
36319621,3631,9621,4397,1626,1,162072,POINT (583281.2078731833 6155365.628785741),POINT (705646.247314009 6230826.069853771)
36321020,3632,1020,1760,1304729,40,75856,POINT (631787.319432134 6181837.812930707),POINT (573082.2484702046 6145008.43370907)
36324522,3632,4522,1760,14604,1,327717,POINT (631787.319432134 6181837.812930707),POINT (839046.0861133797 6388193.206929483)
36326220,3632,6220,1760,34368,2,170096,POINT (631787.319432134 6181837.812930707),POINT (544395.6968756896 6306205.764611009)
36326421,3632,6421,1760,7176,1,164220,POINT (631787.319432134 6181837.812930707),POINT (627784.2920031943 6310678.606575608)
36328624,3632,8624,1760,1852,2,98485,POINT (631787.319432134 6181837.812930707),POINT (561085.1932899696 6216042.88129551)
36329220,3632,9220,1760,38446,4,36220,POINT (631787.319432134 6181837.812930707),POINT (661451.1977671548 6194686.506299259)
36329621,3632,9621,1760,1626,2,99826,POINT (631787.319432134 6181837.812930707),POINT (705646.247314009 6230826.069853771)
36329622,3632,9622,1760,2825,8,20225,POINT (631787.319432134 6181837.812930707),POINT (641322.7795995863 6170500.73085683)
36331020,3633,1020,7288,1304729,134,22096,POINT (591984.3794686475 6144145.517866863),POINT (573082.2484702046 6145008.43370907)
36335323,3633,5323,7288,12816,1,162130,POINT (591984.3794686475 6144145.517866863),POINT (459139.5927728665 6190793.685035946)
36335621,3633,5621,7288,3235,1,138467,POINT (591984.3794686475 6144145.517866863),POINT (475431.2703850165 6199675.686454285)
36337320,3633,7320,7288,21429,3,191921,POINT (591984.3794686475 6144145.517866863),POINT (509325.207006696 6290894.511013233)
36339220,3633,9220,7288,38446,5,99745,POINT (591984.3794686475 6144145.517866863),POINT (661451.1977671548 6194686.506299259)
36339622,3633,9622,7288,2825,1,62601,POINT (591984.3794686475 6144145.517866863),POINT (641322.7795995863 6170500.73085683)
36341020,3634,1020,1513,1304729,1,20380,POINT (586949.2737275558 6158075.328618946),POINT (573082.2484702046 6145008.43370907)
37211020,3721,1020,1047,1304729,18,43175,POINT (555806.777572514 6179942.837943138),POINT (573082.2484702046 6145008.43370907)
37214220,3721,4220,1047,51830,1,371800,POINT (555806.777572514 6179942.837943138),POINT (766475.5195453273 6415360.379009241)
37221020,3722,1020,5410,1304729,90,18563,POINT (588945.2741632864 6140931.036368545),POINT (573082.2484702046 6145008.43370907)
37229220,3722,9220,5410,38446,2,104212,POINT (588945.2741632864 6140931.036368545),POINT (661451.1977671548 6194686.506299259)
37231020,3723,1020,1305,1304729,42,29436,POINT (568442.8092429305 6171555.879830467),POINT (573082.2484702046 6145008.43370907)
37234824,3723,4824,1305,263,2,311217,POINT (568442.8092429305 6171555.879830467),POINT (725791.7529483777 6387802.289642686)
37237320,3723,7320,1305,21429,1,149534,POINT (568442.8092429305 6171555.879830467),POINT (509325.207006696 6290894.511013233)
37238220,3723,8220,1305,33639,1,59761,POINT (568442.8092429305 6171555.879830467),POINT (571771.8401191942 6226149.775983537)
37238623,3723,8623,1305,1849,4,31277,POINT (568442.8092429305 6171555.879830467),POINT (554472.7710832069 6191933.104241417)
37239220,3723,9220,1305,38446,1,111761,POINT (568442.8092429305 6171555.879830467),POINT (661451.1977671548 6194686.506299259)
37241020,3724,1020,1595,1304729,52,52467,POINT (620281.121861429 6154016.770889904),POINT (573082.2484702046 6145008.43370907)
37242831,3724,2831,1595,323,1,645549,POINT (620281.121861429 6154016.770889904),POINT (445152.770347895 6650742.238325939)
37244220,3724,4220,1595,51830,1,347310,POINT (620281.121861429 6154016.770889904),POINT (766475.5195453273 6415360.379009241)
37244522,3724,4522,1595,14604,3,360997,POINT (620281.121861429 6154016.770889904),POINT (839046.0861133797 6388193.206929483)
37245320,3724,5320,1595,26231,5,224211,POINT (620281.121861429 6154016.770889904),POINT (422937.9810020199 6187566.893377856)
37251020,3725,1020,1313,1304729,6,53906,POINT (620528.2217711881 6155649.288485756),POINT (573082.2484702046 6145008.43370907)
37259220,3725,9220,1313,38446,2,68480,POINT (620528.2217711881 6155649.288485756),POINT (661451.1977671548 6194686.506299259)
37261020,3726,1020,3146,1304729,63,47505,POINT (615284.5327110477 6152046.642035916),POINT (573082.2484702046 6145008.43370907)
37264220,3726,4220,3146,51830,1,352767,POINT (615284.5327110477 6152046.642035916),POINT (766475.5195453273 6415360.379009241)
37268521,3726,8521,3146,2402,1,87472,POINT (615284.5327110477 6152046.642035916),POINT (624721.8532162895 6225931.051488832)
37269220,3726,9220,3146,38446,2,74957,POINT (615284.5327110477 6152046.642035916),POINT (661451.1977671548 6194686.506299259)
37271020,3727,1020,8628,1304729,26,20792,POINT (590657.5221295444 6142366.791488993),POINT (573082.2484702046 6145008.43370907)
37272220,3727,2220,8628,40657,1,598986,POINT (590657.5221295444 6142366.791488993),POINT (549273.2185291488 6633915.062681103)
37276220,3727,6220,8628,34368,1,190297,POINT (590657.5221295444 6142366.791488993),POINT (544395.6968756896 6306205.764611009)
37279220,3727,9220,8628,38446,1,102215,POINT (590657.5221295444 6142366.791488993),POINT (661451.1977671548 6194686.506299259)
37291020,3729,1020,8626,1304729,228,37756,POINT (606133.0393047305 6151327.95857721),POINT (573082.2484702046 6145008.43370907)
37292220,3729,2220,8626,40657,1,595537,POINT (606133.0393047305 6151327.95857721),POINT (549273.2185291488 6633915.062681103)
37294220,3729,4220,8626,51830,3,361646,POINT (606133.0393047305 6151327.95857721),POINT (766475.5195453273 6415360.379009241)
37294522,3729,4522,8626,14604,2,375333,POINT (606133.0393047305 6151327.95857721),POINT (839046.0861133797 6388193.206929483)
37294949,3729,4949,8626,439,1,395091,POINT (606133.0393047305 6151327.95857721),POINT (850273.5648474651 6371111.987119211)
37295320,3729,5320,8626,26231,1,209500,POINT (606133.0393047305 6151327.95857721),POINT (422937.9810020199 6187566.893377856)
37295323,3729,5323,8626,12816,1,178035,POINT (606133.0393047305 6151327.95857721),POINT (459139.5927728665 6190793.685035946)
37296421,3729,6421,8626,7176,1,187091,POINT (606133.0393047305 6151327.95857721),POINT (627784.2920031943 6310678.606575608)
37298220,3729,8220,8626,33639,1,99396,POINT (606133.0393047305 6151327.95857721),POINT (571771.8401191942 6226149.775983537)
37298421,3729,8421,8626,6130,1,143333,POINT (606133.0393047305 6151327.95857721),POINT (562219.4444580078 6268197.953743277)
37298622,3729,8622,8626,2398,2,73906,POINT (606133.0393047305 6151327.95857721),POINT (616338.3934514923 6215178.131054383)
37299220,3729,9220,8626,38446,5,83836,POINT (606133.0393047305 6151327.95857721),POINT (661451.1977671548 6194686.506299259)
37299928,3729,9928,8626,55,1,235885,POINT (606133.0393047305 6151327.95857721),POINT (747598.1578232514 6277715.027435318)
37301020,3730,1020,1489,1304729,41,47844,POINT (584281.6761985368 6187505.922711753),POINT (573082.2484702046 6145008.43370907)
37305320,3730,5320,1489,26231,1,176957,POINT (584281.6761985368 6187505.922711753),POINT (422937.9810020199 6187566.893377856)
37308421,3730,8421,1489,6130,2,102510,POINT (584281.6761985368 6187505.922711753),POINT (562219.4444580078 6268197.953743277)
37308823,3730,8823,1489,730,1,36323,POINT (584281.6761985368 6187505.922711753),POINT (572315.9743932312 6206378.627922345)
37311020,3731,1020,90,1304729,61,20485,POINT (588498.5062375932 6145025.705613431),POINT (573082.2484702046 6145008.43370907)
37315321,3731,5321,90,18041,8,248376,POINT (588498.5062375932 6145025.705613431),POINT (381560.5426038019 6237508.70162149)
37315522,3731,5522,90,6632,1,176896,POINT (588498.5062375932 6145025.705613431),POINT (443315.8507838796 6208057.34327494)
37316220,3731,6220,90,34368,2,187959,POINT (588498.5062375932 6145025.705613431),POINT (544395.6968756896 6306205.764611009)
37317320,3731,7320,90,21429,4,190280,POINT (588498.5062375932 6145025.705613431),POINT (509325.207006696 6290894.511013233)
37318421,3731,8421,90,6130,2,144444,POINT (588498.5062375932 6145025.705613431),POINT (562219.4444580078 6268197.953743277)
37319220,3731,9220,90,38446,5,102180,POINT (588498.5062375932 6145025.705613431),POINT (661451.1977671548 6194686.506299259)
37319622,3731,9622,90,2825,2,66682,POINT (588498.5062375932 6145025.705613431),POINT (641322.7795995863 6170500.73085683)
37321020,3732,1020,18573,1304729,887,25034,POINT (594448.8143284387 6145604.621110858),POINT (573082.2484702046 6145008.43370907)
37322220,3732,2220,18573,40657,3,596376,POINT (594448.8143284387 6145604.621110858),POINT (549273.2185291488 6633915.062681103)
37322823,3732,2823,18573,710,1,630875,POINT (594448.8143284387 6145604.621110858),POINT (445183.1495098975 6655400.328390716)
37324220,3732,4220,18573,51830,6,374213,POINT (594448.8143284387 6145604.621110858),POINT (766475.5195453273 6415360.379009241)
37324522,3732,4522,18573,14604,6,388369,POINT (594448.8143284387 6145604.621110858),POINT (839046.0861133797 6388193.206929483)
37325320,3732,5320,18573,26231,14,196533,POINT (594448.8143284387 6145604.621110858),POINT (422937.9810020199 6187566.893377856)
37325321,3732,5321,18573,18041,1,252680,POINT (594448.8143284387 6145604.621110858),POINT (381560.5426038019 6237508.70162149)
37325323,3732,5323,18573,12816,10,165068,POINT (594448.8143284387 6145604.621110858),POINT (459139.5927728665 6190793.685035946)
37325421,3732,5421,18573,10630,8,141231,POINT (594448.8143284387 6145604.621110858),POINT (478168.5305876654 6204951.642408893)
37326220,3732,6220,18573,34368,3,187687,POINT (594448.8143284387 6145604.621110858),POINT (544395.6968756896 6306205.764611009)
37326421,3732,6421,18573,7176,8,187930,POINT (594448.8143284387 6145604.621110858),POINT (627784.2920031943 6310678.606575608)
37326722,3732,6722,18573,1136,1,251226,POINT (594448.8143284387 6145604.621110858),POINT (546939.0600713366 6367671.188376673)
37328220,3732,8220,18573,33639,5,100235,POINT (594448.8143284387 6145604.621110858),POINT (571771.8401191942 6226149.775983537)
37328421,3732,8421,18573,6130,1,144172,POINT (594448.8143284387 6145604.621110858),POINT (562219.4444580078 6268197.953743277)
37328621,3732,8621,18573,1202,1,88190,POINT (594448.8143284387 6145604.621110858),POINT (555730.2233884777 6205265.538469914)
37328623,3732,8623,18573,1849,2,73383,POINT (594448.8143284387 6145604.621110858),POINT (554472.7710832069 6191933.104241417)
37328723,3732,8723,18573,747,1,119733,POINT (594448.8143284387 6145604.621110858),POINT (570524.346165203 6245250.675837316)
37329220,3732,9220,18573,38446,10,96872,POINT (594448.8143284387 6145604.621110858),POINT (661451.1977671548 6194686.506299259)
37329521,3732,9521,18573,2203,3,189180,POINT (594448.8143284387 6145604.621110858),POINT (672217.158996582 6294578.675292969)
37331020,3733,1020,4307,1304729,4,23220,POINT (591970.5366392424 6149665.033790103),POINT (573082.2484702046 6145008.43370907)
37334825,3733,4825,4307,505,1,367526,POINT (591970.5366392424 6149665.033790103),POINT (764018.8514299432 6414725.847764255)
37335421,3733,5421,4307,10630,1,139585,POINT (591970.5366392424 6149665.033790103),POINT (478168.5305876654 6204951.642408893)
38231020,3823,1020,520,1304729,11,61687,POINT (596463.0002947818 6195333.756846586),POINT (573082.2484702046 6145008.43370907)
38234220,3823,4220,520,51830,1,326092,POINT (596463.0002947818 6195333.756846586),POINT (766475.5195453273 6415360.379009241)
38251020,3825,1020,826,1304729,2,11906,POINT (569401.3258721897 6154048.829699416),POINT (573082.2484702046 6145008.43370907)
38254220,3825,4220,826,51830,1,382659,POINT (569401.3258721897 6154048.829699416),POINT (766475.5195453273 6415360.379009241)
38261020,3826,1020,965,1304729,35,55844,POINT (622696.1896262862 6152301.644846186),POINT (573082.2484702046 6145008.43370907)
38264220,3826,4220,965,51830,2,346290,POINT (622696.1896262862 6152301.644846186),POINT (766475.5195453273 6415360.379009241)
38265320,3826,5320,965,26231,2,227588,POINT (622696.1896262862 6152301.644846186),POINT (422937.9810020199 6187566.893377856)
38265421,3826,5421,965,10630,1,172286,POINT (622696.1896262862 6152301.644846186),POINT (478168.5305876654 6204951.642408893)
38265826,3826,5826,965,600,1,224171,POINT (622696.1896262862 6152301.644846186),POINT (436064.2118635275 6200590.661348573)
38268721,3826,8721,965,1357,1,119842,POINT (622696.1896262862 6152301.644846186),POINT (634746.7057258443 6252121.794055067)
38269621,3826,9621,965,1626,2,132086,POINT (622696.1896262862 6152301.644846186),POINT (705646.247314009 6230826.069853771)
38281020,3828,1020,21091,1304729,545,31359,POINT (600169.0660007594 6149058.795812866),POINT (573082.2484702046 6145008.43370907)
38282220,3828,2220,21091,40657,1,596379,POINT (600169.0660007594 6149058.795812866),POINT (549273.2185291488 6633915.062681103)
38282828,3828,2828,21091,2771,3,629525,POINT (600169.0660007594 6149058.795812866),POINT (443949.4314637179 6653757.962803407)
38284220,3828,4220,21091,51830,4,368051,POINT (600169.0660007594 6149058.795812866),POINT (766475.5195453273 6415360.379009241)
38284521,3828,4521,21091,3168,2,330176,POINT (600169.0660007594 6149058.795812866),POINT (732245.5413948093 6400012.874493182)
38284522,3828,4522,21091,14604,3,381738,POINT (600169.0660007594 6149058.795812866),POINT (839046.0861133797 6388193.206929483)
