CCOMP96,CCOMP04,REG96A04,MODIF96A04
110077003,110077035,1,PARTICION
110077003,110077036,1,PARTICION
110077011,110077037,1,PARTICION
110077401,110077401,0,SIN MODIFICACION
110078002,110078002,0,SIN MODIFICACION
110078003,110078003,0,SIN MODIFICACION
110078004,110078004,0,SIN MODIFICACION
110078005,110078005,0,SIN MODIFICACION
110078007,110078007,1,PARTICION
110078009,110078009,0,SIN MODIFICACION
110078011,110078011,0,SIN MODIFICACION
110078012,110078012,0,SIN MODIFICACION
110078001,110078013,1,PARTICION
110078006,110078014,0,SIN MODIFICACION
110078007,110078015,1,PARTICION
110078010,110078016,1,PARTICION
110078010,110078017,1,PARTICION
110078401,110078401,0,SIN MODIFICACION
110078402,110078402,0,SIN MODIFICACION
110078403,110078403,0,SIN MODIFICACION
110078404,110078404,0,SIN MODIFICACION
110078405,110078405,0,SIN MODIFICACION
110078406,110078406,0,SIN MODIFICACION
110078407,110078407,0,SIN MODIFICACION
110078408,110078408,0,SIN MODIFICACION
110078409,110078409,0,SIN MODIFICACION
110078001,110078410,1,PARTICION
110101001,110101001,0,SIN MODIFICACION
110101002,110101002,0,SIN MODIFICACION
110101008,110101008,0,SIN MODIFICACION
110101010,110101010,0,SIN MODIFICACION
110101012,110101012,0,SIN MODIFICACION
110101014,110101014,0,SIN MODIFICACION
110101016,110101800,2,FUSION
110101017,110101017,0,SIN MODIFICACION
110101401,110101401,0,SIN MODIFICACION
110101402,110101402,0,SIN MODIFICACION
110101403,110101403,0,SIN MODIFICACION
110101404,110101404,0,SIN MODIFICACION
110101405,110101405,0,SIN MODIFICACION
110101408,110101408,0,SIN MODIFICACION
110101501,110101501,0,SIN MODIFICACION
110101015,110101800,2,FUSION
110102001,110102001,0,SIN MODIFICACION
110102002,110102002,0,SIN MODIFICACION
110102003,110102003,0,SIN MODIFICACION
110102004,110102004,0,SIN MODIFICACION
110102005,110102005,0,SIN MODIFICACION
110102006,110102006,0,SIN MODIFICACION
110102009,110102009,0,SIN MODIFICACION
110102012,110102012,0,SIN MODIFICACION
110103001,110103001,0,SIN MODIFICACION
110103002,110103002,0,SIN MODIFICACION
110103003,110103003,0,SIN MODIFICACION
110103004,110103004,0,SIN MODIFICACION
110103005,110103005,0,SIN MODIFICACION
110103006,110103006,0,SIN MODIFICACION
110103007,110103007,0,SIN MODIFICACION
110103016,110103016,0,SIN MODIFICACION
110107001,110107001,0,SIN MODIFICACION
110107002,110107002,0,SIN MODIFICACION
110107007,110107007,0,SIN MODIFICACION
110107008,110107008,0,SIN MODIFICACION
110110001,110110001,0,SIN MODIFICACION
110110005,110110005,0,SIN MODIFICACION
110110006,110110006,0,SIN MODIFICACION
110110007,110110007,0,SIN MODIFICACION
110110401,110110401,0,SIN MODIFICACION
110110402,110110402,0,SIN MODIFICACION
110111003,110111003,0,SIN MODIFICACION
110111004,110111004,0,SIN MODIFICACION
110111005,110111005,0,SIN MODIFICACION
110111008,110111008,0,SIN MODIFICACION
110111009,110111009,0,SIN MODIFICACION
110111010,110111010,0,SIN MODIFICACION
110111011,110111011,0,SIN MODIFICACION
110111401,110111401,0,SIN MODIFICACION
110111901,110111901,0,SIN MODIFICACION
110113001,110113001,0,SIN MODIFICACION
110113008,110113008,0,SIN MODIFICACION
110113009,110113009,0,SIN MODIFICACION
110113010,110113010,0,SIN MODIFICACION
110113011,110113011,0,SIN MODIFICACION
110113012,110113012,0,SIN MODIFICACION
110114002,110114002,0,SIN MODIFICACION
110114003,110114003,0,SIN MODIFICACION
110114004,110114004,0,SIN MODIFICACION
110114007,110114007,0,SIN MODIFICACION
110114008,110114008,0,SIN MODIFICACION
110116001,110116001,0,SIN MODIFICACION
110116002,110116002,0,SIN MODIFICACION
110116003,110116003,0,SIN MODIFICACION
110116004,110116004,0,SIN MODIFICACION
110116005,110116005,0,SIN MODIFICACION
110116401,110116401,0,SIN MODIFICACION
110116402,110116402,0,SIN MODIFICACION
110117001,110117001,0,SIN MODIFICACION
110117002,110117002,0,SIN MODIFICACION
110117003,110117003,0,SIN MODIFICACION
110117004,110117004,0,SIN MODIFICACION
110117008,110117008,0,SIN MODIFICACION
110117009,110117009,0,SIN MODIFICACION
110118001,110118001,0,SIN MODIFICACION
110118002,110118002,0,SIN MODIFICACION
110118003,110118003,0,SIN MODIFICACION
110118004,110118004,0,SIN MODIFICACION
110118005,110118005,0,SIN MODIFICACION
110118006,110118006,0,SIN MODIFICACION
110119013,110119013,0,SIN MODIFICACION
110119014,110119014,0,SIN MODIFICACION
110119017,110119017,0,SIN MODIFICACION
110119015,110119018,1,PARTICION
110119015,110119019,1,PARTICION
110120001,110120001,0,SIN MODIFICACION
110120002,110120002,0,SIN MODIFICACION
110120003,110120003,0,SIN MODIFICACION
110120004,110120004,0,SIN MODIFICACION
110120005,110120005,0,SIN MODIFICACION
110120006,110120006,0,SIN MODIFICACION
110120007,110120007,0,SIN MODIFICACION
110120008,110120008,0,SIN MODIFICACION
110120009,110120009,0,SIN MODIFICACION
110120012,110120012,0,SIN MODIFICACION
110120011,110120013,1,PARTICION
110120011,110120015,1,PARTICION
110120011,110120016,1,PARTICION
110120011,110120017,1,PARTICION
110120011,110120018,1,PARTICION
110120011,110120019,1,PARTICION
110120011,110120020,1,PARTICION
110120011,110120021,1,PARTICION
110120011,110120022,1,PARTICION
110120011,110120025,1,PARTICION
110120010,110120800,0,SIN MODIFICACION
110120011,110120801,1,PARTICION
110120011,110120802,1,PARTICION
110120011,110120803,1,PARTICION
110122001,110122001,0,SIN MODIFICACION
110122002,110122002,0,SIN MODIFICACION
110122003,110122003,0,SIN MODIFICACION
110122004,110122004,0,SIN MODIFICACION
110122006,110122006,0,SIN MODIFICACION
110122010,110122010,2,FUSION
110122011,110122010,2,FUSION
110123001,110123001,0,SIN MODIFICACION
110123002,110123002,0,SIN MODIFICACION
110123003,110123003,0,SIN MODIFICACION
110123004,110123004,0,SIN MODIFICACION
110123005,110123005,0,SIN MODIFICACION
110123008,110123008,0,SIN MODIFICACION
110123009,110123009,0,SIN MODIFICACION
110124001,110124001,0,SIN MODIFICACION
110124002,110124002,0,SIN MODIFICACION
110124003,110124003,0,SIN MODIFICACION
110124004,110124004,0,SIN MODIFICACION
110124005,110124005,0,SIN MODIFICACION
110125001,110125001,0,SIN MODIFICACION
110125002,110125002,0,SIN MODIFICACION
110125003,110125003,0,SIN MODIFICACION
110125004,110125004,0,SIN MODIFICACION
110125006,110125006,0,SIN MODIFICACION
110125005,110125500,1,PARTICION
110125005,110125801,1,PARTICION
110126001,110126001,0,SIN MODIFICACION
110126002,110126002,0,SIN MODIFICACION
110126003,110126003,0,SIN MODIFICACION
110126005,110126005,0,SIN MODIFICACION
110126006,110126006,0,SIN MODIFICACION
110126007,110126007,0,SIN MODIFICACION
110126401,110126401,0,SIN MODIFICACION
110126402,110126402,0,SIN MODIFICACION
110127001,110127001,0,SIN MODIFICACION
110127002,110127002,0,SIN MODIFICACION
110127003,110127003,0,SIN MODIFICACION
110127004,110127004,0,SIN MODIFICACION
110127005,110127005,0,SIN MODIFICACION
110127401,110127401,0,SIN MODIFICACION
110128006,110128006,0,SIN MODIFICACION
110128008,110128008,0,SIN MODIFICACION
110128032,110128032,0,SIN MODIFICACION
110128038,110128038,1,PARTICION
110128034,110128040,1,PARTICION
110128034,110128041,1,PARTICION
110128034,110128042,1,PARTICION
110128034,110128043,1,PARTICION
110128034,110128044,1,PARTICION
110128034,110128045,1,PARTICION
110128033,110128046,0,SIN MODIFICACION
110128007,110128047,1,PARTICION
110128007,110128048,1,PARTICION
110128007,110128049,1,PARTICION
110128038,110128050,1,PARTICION
110128034,110128051,1,PARTICION
110128038,110128052,1,PARTICION
110128027,110128053,1,PARTICION
110128027,110128054,1,PARTICION
110128027,110128055,1,PARTICION
110128027,110128056,1,PARTICION
110128028,110128057,1,PARTICION
110128028,110128058,1,PARTICION
110128029,110128059,1,PARTICION
110128029,110128060,1,PARTICION
110128029,110128061,1,PARTICION
110128030,110128062,1,PARTICION
110128030,110128063,1,PARTICION
110128031,110128064,1,PARTICION
110128401,110128401,0,SIN MODIFICACION
110128030,110128402,1,PARTICION
110128031,110128403,1,PARTICION
110129001,110129001,0,SIN MODIFICACION
110129003,110129003,0,SIN MODIFICACION
110129004,110129004,0,SIN MODIFICACION
110129006,110129006,0,SIN MODIFICACION
110129007,110129007,0,SIN MODIFICACION
110129005,110129008,1,PARTICION
110129005,110129402,1,PARTICION
110129005,110129403,1,PARTICION
110129401,110129404,1,PARTICION
110129401,110129405,1,PARTICION
110130001,110130001,0,SIN MODIFICACION
110130002,110130002,0,SIN MODIFICACION
110130008,110130008,0,SIN MODIFICACION
110130009,110130009,0,SIN MODIFICACION
110130010,110130010,0,SIN MODIFICACION
110130011,110130011,0,SIN MODIFICACION
110130012,110130012,0,SIN MODIFICACION
110130013,110130013,0,SIN MODIFICACION
110131001,110131001,0,SIN MODIFICACION
110131002,110131002,0,SIN MODIFICACION
110131003,110131003,0,SIN MODIFICACION
110131004,110131004,0,SIN MODIFICACION
110132001,110132001,0,SIN MODIFICACION
110132002,110132002,0,SIN MODIFICACION
110132003,110132003,0,SIN MODIFICACION
110132004,110132004,0,SIN MODIFICACION
110132005,110132005,0,SIN MODIFICACION
110132006,110132006,0,SIN MODIFICACION
110132007,110132007,0,SIN MODIFICACION
110133004,110133004,0,SIN MODIFICACION
110133005,110133005,0,SIN MODIFICACION
110133007,110133007,0,SIN MODIFICACION
110133011,110133011,0,SIN MODIFICACION
110133012,110133012,0,SIN MODIFICACION
110134001,110134001,0,SIN MODIFICACION
110134002,110134002,0,SIN MODIFICACION
110134003,110134003,0,SIN MODIFICACION
110134004,110134004,0,SIN MODIFICACION
110134007,110134007,0,SIN MODIFICACION
110134401,110134401,0,SIN MODIFICACION
110135001,110135001,0,SIN MODIFICACION
110135002,110135002,0,SIN MODIFICACION
110135003,110135003,0,SIN MODIFICACION
110135006,110135006,0,SIN MODIFICACION
110135007,110135007,0,SIN MODIFICACION
110135008,110135008,0,SIN MODIFICACION
110135011,110135011,0,SIN MODIFICACION
110135012,110135012,0,SIN MODIFICACION
110135401,110135401,0,SIN MODIFICACION
110136001,110136001,0,SIN MODIFICACION
110136002,110136002,0,SIN MODIFICACION
110136003,110136003,0,SIN MODIFICACION
110136004,110136004,0,SIN MODIFICACION
110136009,110136009,0,SIN MODIFICACION
110136011,110136011,0,SIN MODIFICACION
110136401,110136401,0,SIN MODIFICACION
110137002,110137002,0,SIN MODIFICACION
110137003,110137003,0,SIN MODIFICACION
110137007,110137007,0,SIN MODIFICACION
110137008,110137008,0,SIN MODIFICACION
110137001,110137009,1,PARTICION
110137001,110137010,1,PARTICION
110138001,110138001,0,SIN MODIFICACION
110138002,110138002,0,SIN MODIFICACION
110138003,110138003,0,SIN MODIFICACION
110138004,110138004,0,SIN MODIFICACION
110138006,110138006,0,SIN MODIFICACION
110138007,110138007,0,SIN MODIFICACION
110138009,110138055,1,PARTICION
110138017,110138017,0,SIN MODIFICACION
110138045,110138045,0,SIN MODIFICACION
110138050,110138050,0,SIN MODIFICACION
110138051,110138051,0,SIN MODIFICACION
110138053,110138053,1,PARTICION
110138009,110138056,1,PARTICION
110138055,110138057,0,SIN MODIFICACION
110138401,110138401,0,SIN MODIFICACION
110138053,110138800,1,PARTICION
110138053,110138801,1,PARTICION
110139004,110139004,0,SIN MODIFICACION
110139005,110139005,0,SIN MODIFICACION
110139008,110139008,0,SIN MODIFICACION
110139009,110139009,0,SIN MODIFICACION
110139010,110139010,0,SIN MODIFICACION
110139011,110139011,0,SIN MODIFICACION
110139012,110139012,0,SIN MODIFICACION
110139013,110139013,0,SIN MODIFICACION
110139016,110139016,0,SIN MODIFICACION
110139017,110139017,0,SIN MODIFICACION
110139018,110139018,0,SIN MODIFICACION
110139007,110139019,1,PARTICION
110139007,110139020,1,PARTICION
110139007,110139021,1,PARTICION
110139401,110139401,0,SIN MODIFICACION
110146001,110146001,0,SIN MODIFICACION
110146002,110146002,0,SIN MODIFICACION
110146003,110146003,0,SIN MODIFICACION
110146004,110146004,0,SIN MODIFICACION
110146005,110146005,0,SIN MODIFICACION
110146008,110146008,0,SIN MODIFICACION
110146009,110146009,0,SIN MODIFICACION
110146401,110146401,0,SIN MODIFICACION
110148001,110148001,0,SIN MODIFICACION
110148002,110148002,0,SIN MODIFICACION
110148003,110148003,0,SIN MODIFICACION
110148004,110148004,0,SIN MODIFICACION
110148005,110148005,0,SIN MODIFICACION
110148006,110148006,0,SIN MODIFICACION
110148007,110148007,0,SIN MODIFICACION
110148008,110148008,0,SIN MODIFICACION
110148009,110148009,0,SIN MODIFICACION
110148010,110148010,0,SIN MODIFICACION
110148018,110148018,0,SIN MODIFICACION
110149001,110149001,0,SIN MODIFICACION
110149002,110149002,0,SIN MODIFICACION
110149003,110149003,0,SIN MODIFICACION
110149004,110149004,0,SIN MODIFICACION
110149005,110149005,0,SIN MODIFICACION
110149008,110149008,0,SIN MODIFICACION
110149009,110149009,0,SIN MODIFICACION
110149010,110149010,0,SIN MODIFICACION
110149012,110149012,0,SIN MODIFICACION
110149013,110149013,0,SIN MODIFICACION
110149018,110149018,0,SIN MODIFICACION
110149023,110149023,0,SIN MODIFICACION
110149006,110149024,1,PARTICION
110149007,110149025,1,PARTICION
110149401,110149401,0,SIN MODIFICACION
110149404,110149404,0,SIN MODIFICACION
110149405,110149405,0,SIN MODIFICACION
110149403,110149407,1,PARTICION
110149403,110149408,1,PARTICION
110149406,110149409,1,PARTICION
110149406,110149410,1,PARTICION
110149403,110149412,1,PARTICION
110149006,110149413,1,PARTICION
110149007,110149414,1,PARTICION
110149402,110149415,1,PARTICION
110149402,110149416,1,PARTICION
110149011,110149500,1,PARTICION
110149011,110149800,1,PARTICION
110150003,110150003,0,SIN MODIFICACION
110150004,110150004,0,SIN MODIFICACION
110150012,110150012,0,SIN MODIFICACION
110150013,110150013,0,SIN MODIFICACION
110150014,110150014,0,SIN MODIFICACION
110150015,110150015,0,SIN MODIFICACION
110168001,110168001,0,SIN MODIFICACION
110168002,110168002,0,SIN MODIFICACION
110168003,110168003,0,SIN MODIFICACION
110168004,110168004,0,SIN MODIFICACION
110168007,110168007,0,SIN MODIFICACION
110168008,110168008,0,SIN MODIFICACION
110168009,110168009,0,SIN MODIFICACION
110168010,110168010,0,SIN MODIFICACION
110168011,110168011,0,SIN MODIFICACION
110168012,110168012,0,SIN MODIFICACION
110168017,110168017,0,SIN MODIFICACION
110168018,110168800,2,FUSION
110168019,110168019,0,SIN MODIFICACION
110168020,110168020,0,SIN MODIFICACION
110168021,110168021,0,SIN MODIFICACION
110168022,110168022,0,SIN MODIFICACION
110168026,110168026,0,SIN MODIFICACION
110168032,110168032,0,SIN MODIFICACION
110168501,110168800,2,FUSION
110201003,110201003,0,SIN MODIFICACION
110201004,110201004,0,SIN MODIFICACION
110201005,110201005,0,SIN MODIFICACION
110201006,110201006,0,SIN MODIFICACION
110201007,110201007,0,SIN MODIFICACION
110201009,110201009,0,SIN MODIFICACION
110201011,110201011,0,SIN MODIFICACION
110201401,110201401,0,SIN MODIFICACION
110201402,110201402,0,SIN MODIFICACION
110202007,110202007,0,SIN MODIFICACION
110202008,110202008,0,SIN MODIFICACION
110202010,110202010,0,SIN MODIFICACION
110202011,110202011,0,SIN MODIFICACION
110202013,110202013,0,SIN MODIFICACION
110202014,110202014,0,SIN MODIFICACION
110202015,110202015,0,SIN MODIFICACION
110203008,110203008,0,SIN MODIFICACION
110203009,110203009,0,SIN MODIFICACION
110203010,110203010,0,SIN MODIFICACION
110203011,110203011,0,SIN MODIFICACION
110203012,110203012,0,SIN MODIFICACION
110203013,110203013,0,SIN MODIFICACION
110203014,110203014,0,SIN MODIFICACION
110203015,110203015,0,SIN MODIFICACION
110207003,110207003,0,SIN MODIFICACION
110207004,110207004,0,SIN MODIFICACION
110207005,110207005,0,SIN MODIFICACION
110207009,110207800,1,PARTICION
110207010,110207801,1,PARTICION
110207010,110207802,1,PARTICION
110207010,110207803,1,PARTICION
110207010,110207804,1,PARTICION
110207009,110207805,1,PARTICION
110210002,110210002,0,SIN MODIFICACION
110210003,110210003,0,SIN MODIFICACION
110210004,110210004,0,SIN MODIFICACION
110210008,110210008,0,SIN MODIFICACION
110210009,110210009,0,SIN MODIFICACION
110211001,110211001,0,SIN MODIFICACION
110211002,110211002,0,SIN MODIFICACION
110211006,110211006,0,SIN MODIFICACION
110211007,110211007,0,SIN MODIFICACION
110211012,110211012,0,SIN MODIFICACION
110211013,110211013,0,SIN MODIFICACION
110211014,110211014,0,SIN MODIFICACION
110213002,110213002,0,SIN MODIFICACION
110213003,110213003,0,SIN MODIFICACION
110213004,110213004,0,SIN MODIFICACION
110213005,110213005,0,SIN MODIFICACION
110213006,110213006,0,SIN MODIFICACION
110213007,110213007,0,SIN MODIFICACION
110213401,110213401,0,SIN MODIFICACION
110214001,110214001,0,SIN MODIFICACION
110214005,110214005,0,SIN MODIFICACION
110214006,110214006,0,SIN MODIFICACION
110214009,110214009,0,SIN MODIFICACION
110214010,110214010,0,SIN MODIFICACION
110214011,110214011,0,SIN MODIFICACION
110214012,110214012,0,SIN MODIFICACION
110216006,110216006,0,SIN MODIFICACION
110216007,110216007,0,SIN MODIFICACION
110216008,110216008,0,SIN MODIFICACION
110216009,110216009,0,SIN MODIFICACION
110216010,110216010,0,SIN MODIFICACION
110216017,110216017,0,SIN MODIFICACION
110217005,110217005,0,SIN MODIFICACION
110217006,110217006,0,SIN MODIFICACION
110217010,110217010,0,SIN MODIFICACION
110217011,110217011,0,SIN MODIFICACION
110217012,110217012,0,SIN MODIFICACION
110217013,110217013,0,SIN MODIFICACION
110217014,110217014,0,SIN MODIFICACION
110217015,110217015,0,SIN MODIFICACION
110217016,110217016,0,SIN MODIFICACION
110217017,110217017,0,SIN MODIFICACION
110217007,110217018,1,PARTICION
110217007,110217019,1,PARTICION
110218007,110218007,0,SIN MODIFICACION
110218008,110218008,0,SIN MODIFICACION
110218010,110218010,0,SIN MODIFICACION
110218011,110218011,0,SIN MODIFICACION
110218014,110218016,1,PARTICION
110218014,110218018,1,PARTICION
110218014,110218019,1,PARTICION
110218401,110218401,1,PARTICION
110218402,110218402,0,SIN MODIFICACION
110218401,110218403,1,PARTICION
110218012,110218800,1,PARTICION
110218012,110218801,1,PARTICION
110218012,110218802,1,PARTICION
110218014,110218803,1,PARTICION
110218013,110218804,0,SIN MODIFICACION
110218014,110218805,1,PARTICION
110218014,110218806,1,PARTICION
110219001,110219001,0,SIN MODIFICACION
110219002,110219002,0,SIN MODIFICACION
110219003,110219003,0,SIN MODIFICACION
110219004,110219004,0,SIN MODIFICACION
110219005,110219005,0,SIN MODIFICACION
110219006,110219006,0,SIN MODIFICACION
110219007,110219007,0,SIN MODIFICACION
110219008,110219008,0,SIN MODIFICACION
110219009,110219009,0,SIN MODIFICACION
110219018,110219018,0,SIN MODIFICACION
110219020,110219020,0,SIN MODIFICACION
110220015,110220015,0,SIN MODIFICACION
110220016,110220016,0,SIN MODIFICACION
110220013,110220018,1,PARTICION
110220013,110220800,1,PARTICION
110220013,110220801,1,PARTICION
110220013,110220802,1,PARTICION
110220013,110220803,1,PARTICION
110222005,110222005,0,SIN MODIFICACION
110222007,110222007,0,SIN MODIFICACION
110222008,110222008,0,SIN MODIFICACION
110222009,110222009,0,SIN MODIFICACION
110222401,110222401,0,SIN MODIFICACION
110222402,110222402,0,SIN MODIFICACION
110223006,110223006,0,SIN MODIFICACION
110223007,110223007,0,SIN MODIFICACION
110223010,110223010,0,SIN MODIFICACION
110223011,110223011,0,SIN MODIFICACION
110223401,110223401,0,SIN MODIFICACION
110223403,110223403,0,SIN MODIFICACION
110223404,110223404,0,SIN MODIFICACION
110223405,110223405,0,SIN MODIFICACION
110223402,110223406,1,PARTICION
110223402,110223407,1,PARTICION
110224007,110224007,0,SIN MODIFICACION
110224008,110224008,0,SIN MODIFICACION
110224009,110224009,0,SIN MODIFICACION
110224010,110224010,0,SIN MODIFICACION
110224011,110224011,0,SIN MODIFICACION
110224401,110224401,0,SIN MODIFICACION
110225007,110225007,0,SIN MODIFICACION
110225008,110225008,0,SIN MODIFICACION
110225009,110225009,0,SIN MODIFICACION
110225010,110225010,0,SIN MODIFICACION
110225011,110225011,0,SIN MODIFICACION
110225012,110225012,0,SIN MODIFICACION
110225013,110225013,0,SIN MODIFICACION
110225014,110225014,0,SIN MODIFICACION
110225401,110225401,0,SIN MODIFICACION
110226004,110226004,0,SIN MODIFICACION
110226008,110226008,0,SIN MODIFICACION
110226009,110226009,0,SIN MODIFICACION
110226010,110226010,0,SIN MODIFICACION
110226011,110226011,0,SIN MODIFICACION
110226012,110226012,0,SIN MODIFICACION
110226013,110226013,0,SIN MODIFICACION
110226401,110226401,0,SIN MODIFICACION
110227006,110227006,0,SIN MODIFICACION
110227007,110227007,0,SIN MODIFICACION
110227008,110227008,0,SIN MODIFICACION
110227009,110227009,0,SIN MODIFICACION
110227010,110227010,0,SIN MODIFICACION
110228018,110228018,0,SIN MODIFICACION
110228028,110228019,2,FUSION
110228019,110228019,2,FUSION
110228020,110228020,0,SIN MODIFICACION
110228021,110228021,0,SIN MODIFICACION
110228022,110228022,0,SIN MODIFICACION
110228023,110228023,0,SIN MODIFICACION
110228024,110228024,0,SIN MODIFICACION
110228025,110228025,0,SIN MODIFICACION
110228026,110228026,0,SIN MODIFICACION
110228017,110228028,1,PARTICION
110228017,110228029,1,PARTICION
110228017,110228030,1,PARTICION
110228027,110228031,1,PARTICION
110228027,110228032,1,PARTICION
110229008,110229008,0,SIN MODIFICACION
110229009,110229009,0,SIN MODIFICACION
110229010,110229010,0,SIN MODIFICACION
110229011,110229011,0,SIN MODIFICACION
110230003,110230003,0,SIN MODIFICACION
110230004,110230004,0,SIN MODIFICACION
110230005,110230005,0,SIN MODIFICACION
110230006,110230006,0,SIN MODIFICACION
110230007,110230007,0,SIN MODIFICACION
110230014,110230014,0,SIN MODIFICACION
110230015,110230015,0,SIN MODIFICACION
110230016,110230016,0,SIN MODIFICACION
110230401,110230401,0,SIN MODIFICACION
110231005,110231005,0,SIN MODIFICACION
110231006,110231006,0,SIN MODIFICACION
110231007,110231007,0,SIN MODIFICACION
110231008,110231008,0,SIN MODIFICACION
110231009,110231009,0,SIN MODIFICACION
110231010,110231010,0,SIN MODIFICACION
110231011,110231011,0,SIN MODIFICACION
110232008,110232008,0,SIN MODIFICACION
110232009,110232009,0,SIN MODIFICACION
110232010,110232010,0,SIN MODIFICACION
110232011,110232011,0,SIN MODIFICACION
110232012,110232012,0,SIN MODIFICACION
110232013,110232013,0,SIN MODIFICACION
110232014,110232014,0,SIN MODIFICACION
110232015,110232015,0,SIN MODIFICACION
110233001,110233001,0,SIN MODIFICACION
110233002,110233002,0,SIN MODIFICACION
110233003,110233003,0,SIN MODIFICACION
110233006,110233006,0,SIN MODIFICACION
110233008,110233008,0,SIN MODIFICACION
110233009,110233009,0,SIN MODIFICACION
110233010,110233010,0,SIN MODIFICACION
110233013,110233013,0,SIN MODIFICACION
110234005,110234005,0,SIN MODIFICACION
110234006,110234006,0,SIN MODIFICACION
110234008,110234008,0,SIN MODIFICACION
110234009,110234009,0,SIN MODIFICACION
110234010,110234010,0,SIN MODIFICACION
110234402,110234402,0,SIN MODIFICACION
110234403,110234403,0,SIN MODIFICACION
110234401,110234404,1,PARTICION
110234401,110234405,1,PARTICION
110235004,110235004,0,SIN MODIFICACION
110235005,110235005,0,SIN MODIFICACION
110235009,110235009,0,SIN MODIFICACION
110235010,110235010,0,SIN MODIFICACION
110235013,110235013,0,SIN MODIFICACION
110235014,110235014,0,SIN MODIFICACION
110235015,110235015,0,SIN MODIFICACION
110236005,110236005,0,SIN MODIFICACION
110236007,110236007,0,SIN MODIFICACION
110236008,110236008,0,SIN MODIFICACION
110236010,110236010,0,SIN MODIFICACION
110236012,110236012,0,SIN MODIFICACION
110236013,110236013,0,SIN MODIFICACION
110236401,110236401,0,SIN MODIFICACION
110236501,110236501,0,SIN MODIFICACION
110236901,110236901,0,SIN MODIFICACION
110237004,110237004,0,SIN MODIFICACION
110237005,110237005,0,SIN MODIFICACION
110237006,110237006,0,SIN MODIFICACION
110237009,110237009,0,SIN MODIFICACION
110237010,110237010,0,SIN MODIFICACION
110237011,110237011,0,SIN MODIFICACION
110237401,110237401,0,SIN MODIFICACION
110238018,110238018,0,SIN MODIFICACION
110238019,110238019,0,SIN MODIFICACION
110238020,110238020,0,SIN MODIFICACION
110238022,110238022,0,SIN MODIFICACION
110238023,110238023,0,SIN MODIFICACION
110238031,110238031,0,SIN MODIFICACION
110238032,110238032,0,SIN MODIFICACION
110238033,110238033,0,SIN MODIFICACION
110238034,110238034,0,SIN MODIFICACION
110238035,110238035,0,SIN MODIFICACION
110238041,110238041,0,SIN MODIFICACION
110238042,110238042,0,SIN MODIFICACION
110238043,110238043,0,SIN MODIFICACION
110238044,110238044,0,SIN MODIFICACION
110238046,110238046,0,SIN MODIFICACION
110238047,110238047,0,SIN MODIFICACION
110238049,110238049,0,SIN MODIFICACION
110238051,110238051,0,SIN MODIFICACION
110238052,110238052,0,SIN MODIFICACION
110238048,110238053,1,PARTICION
110238048,110238054,1,PARTICION
110238048,110238055,1,PARTICION
110238050,110238056,1,PARTICION
110238050,110238057,1,PARTICION
110238599,110238599,0,SIN MODIFICACION
110238600,110238600,0,SIN MODIFICACION
110238601,110238601,0,SIN MODIFICACION
110239001,110239001,0,SIN MODIFICACION
110239002,110239002,0,SIN MODIFICACION
110239003,110239003,0,SIN MODIFICACION
110239006,110239006,0,SIN MODIFICACION
110239014,110239014,0,SIN MODIFICACION
110239401,110239401,0,SIN MODIFICACION
110239015,110239800,1,PARTICION
110239015,110239801,1,PARTICION
110246006,110246006,0,SIN MODIFICACION
110246007,110246007,0,SIN MODIFICACION
110246010,110246010,0,SIN MODIFICACION
110246011,110246011,0,SIN MODIFICACION
110246012,110246012,0,SIN MODIFICACION
110246013,110246013,0,SIN MODIFICACION
110246014,110246014,0,SIN MODIFICACION
110246015,110246015,0,SIN MODIFICACION
110246401,110246401,0,SIN MODIFICACION
110248011,110248011,0,SIN MODIFICACION
110248012,110248012,0,SIN MODIFICACION
110248013,110248013,0,SIN MODIFICACION
110248014,110248014,0,SIN MODIFICACION
110248015,110248015,0,SIN MODIFICACION
110248017,110248017,0,SIN MODIFICACION
110248018,110248800,2,FUSION
110248019,110248800,2,FUSION
110248020,110248800,2,FUSION
110248016,110248800,2,FUSION
110249014,110249014,0,SIN MODIFICACION
110249015,110249015,0,SIN MODIFICACION
110249016,110249016,0,SIN MODIFICACION
110249017,110249017,0,SIN MODIFICACION
110249020,110249020,0,SIN MODIFICACION
110249022,110249022,0,SIN MODIFICACION
110249024,110249024,0,SIN MODIFICACION
110249025,110249025,0,SIN MODIFICACION
110249026,110249026,0,SIN MODIFICACION
110249027,110249027,0,SIN MODIFICACION
110249019,110249028,1,PARTICION
110249019,110249029,1,PARTICION
110249021,110249030,1,PARTICION
110249021,110249031,1,PARTICION
110249401,110249402,1,PARTICION
110249401,110249403,1,PARTICION
110250005,110250005,0,SIN MODIFICACION
110250006,110250006,0,SIN MODIFICACION
110250007,110250007,0,SIN MODIFICACION
110250008,110250008,0,SIN MODIFICACION
110250009,110250009,0,SIN MODIFICACION
110250010,110250010,0,SIN MODIFICACION
110250016,110250016,0,SIN MODIFICACION
110250017,110250017,0,SIN MODIFICACION
110268006,110268006,0,SIN MODIFICACION
110268014,110268014,0,SIN MODIFICACION
110268015,110268015,0,SIN MODIFICACION
110268016,110268016,0,SIN MODIFICACION
110268023,110268023,0,SIN MODIFICACION
110268024,110268024,0,SIN MODIFICACION
110268025,110268025,0,SIN MODIFICACION
