CCOMP96,CCOMP04,REG96A04,MODIF96A04
113234004,113234400,1,PARTICION
113234004,113234401,1,PARTICION
113235011,113235011,0,SIN MODIFICACION
113235012,113235012,0,SIN MODIFICACION
113235013,113235013,0,SIN MODIFICACION
113235014,113235014,0,SIN MODIFICACION
113235017,113235017,0,SIN MODIFICACION
113235018,113235018,0,SIN MODIFICACION
113235019,113235019,0,SIN MODIFICACION
113235016,113235020,1,PARTICION
113235016,113235021,1,PARTICION
113235016,113235022,1,PARTICION
113235016,113235023,1,PARTICION
113235016,113235401,1,PARTICION
113235016,113235402,1,PARTICION
113235016,113235403,1,PARTICION
113235016,113235404,1,PARTICION
113235016,113235405,1,PARTICION
113235016,113235406,1,PARTICION
113239012,113239012,0,SIN MODIFICACION
113239013,113239013,0,SIN MODIFICACION
113239014,113239014,0,SIN MODIFICACION
113239015,113239015,0,SIN MODIFICACION
113239016,113239016,0,SIN MODIFICACION
113239017,113239017,0,SIN MODIFICACION
113239019,113239019,0,SIN MODIFICACION
113239020,113239020,0,SIN MODIFICACION
113239021,113239021,0,SIN MODIFICACION
113239018,113239022,1,PARTICION
113239018,113239023,1,PARTICION
113239018,113239024,1,PARTICION
113239500,113239501,1,PARTICION
113239500,113239502,1,PARTICION
113240005,113240005,0,SIN MODIFICACION
113240010,113240016,1,PARTICION
113240010,113240017,1,PARTICION
113240010,113240019,1,PARTICION
113240010,113240020,1,PARTICION
113240010,113240021,1,PARTICION
113240010,113240022,1,PARTICION
113240010,113240023,1,PARTICION
113240012,113240024,1,PARTICION
113240012,113240025,1,PARTICION
113240007,113240026,1,PARTICION
113240007,113240027,1,PARTICION
113240011,113240029,1,PARTICION
113240013,113240030,1,PARTICION
113240013,113240031,1,PARTICION
113240014,113240035,1,PARTICION
113240014,113240036,1,PARTICION
113240010,113240401,1,PARTICION
113240010,113240402,1,PARTICION
113240010,113240403,1,PARTICION
113240014,113240404,1,PARTICION
113240010,113240800,1,PARTICION
113240010,113240801,1,PARTICION
113240009,113240802,1,PARTICION
113240009,113240803,1,PARTICION
113240009,113240804,1,PARTICION
113240009,113240805,1,PARTICION
113240012,113240806,1,PARTICION
113240011,113240807,1,PARTICION
113240011,113240808,1,PARTICION
113240011,113240809,1,PARTICION
113240011,113240810,1,PARTICION
113240011,113240811,1,PARTICION
113240011,113240812,1,PARTICION
113240013,113240813,1,PARTICION
113240013,113240814,1,PARTICION
113240013,113240815,1,PARTICION
113242001,113242001,1,PARTICION
113242007,113242007,0,SIN MODIFICACION
113242008,113242008,0,SIN MODIFICACION
113242009,113242009,0,SIN MODIFICACION
113242010,113242010,0,SIN MODIFICACION
113242011,113242011,0,SIN MODIFICACION
113242012,113242012,0,SIN MODIFICACION
113242013,113242013,0,SIN MODIFICACION
113242014,113242014,0,SIN MODIFICACION
113242015,113242015,0,SIN MODIFICACION
113242016,113242016,0,SIN MODIFICACION
113242017,113242017,0,SIN MODIFICACION
113242018,113242018,0,SIN MODIFICACION
113242019,113242019,0,SIN MODIFICACION
113242020,113242020,0,SIN MODIFICACION
113242021,113242021,0,SIN MODIFICACION
113242022,113242022,0,SIN MODIFICACION
113242023,113242023,0,SIN MODIFICACION
113242024,113242024,0,SIN MODIFICACION
113242025,113242025,0,SIN MODIFICACION
113242027,113242027,0,SIN MODIFICACION
113242028,113242028,0,SIN MODIFICACION
113242029,113242029,0,SIN MODIFICACION
113242030,113242030,0,SIN MODIFICACION
113242031,113242031,0,SIN MODIFICACION
113242032,113242032,0,SIN MODIFICACION
113242033,113242033,0,SIN MODIFICACION
113242034,113242034,0,SIN MODIFICACION
113242035,113242035,0,SIN MODIFICACION
113242036,113242036,0,SIN MODIFICACION
113242037,113242037,0,SIN MODIFICACION
113242038,113242038,0,SIN MODIFICACION
113242043,113242043,0,SIN MODIFICACION
113242044,113242044,0,SIN MODIFICACION
113242047,113242047,2,FUSION
113242048,113242048,0,SIN MODIFICACION
113242050,113242047,2,FUSION
113242051,113242051,0,SIN MODIFICACION
113242054,113242054,0,SIN MODIFICACION
113242063,113242063,0,SIN MODIFICACION
113242064,113242064,0,SIN MODIFICACION
113242065,113242065,1,PARTICION
113242066,113242066,0,SIN MODIFICACION
113242068,113242801,2,FUSION
113242001,113242156,1,PARTICION
113242001,113242157,1,PARTICION
113242001,113242162,1,PARTICION
113242001,113242163,1,PARTICION
113242001,113242164,1,PARTICION
113242059,113242165,1,PARTICION
113242001,113242166,1,PARTICION
113242001,113242167,1,PARTICION
113242059,113242168,1,PARTICION
113242059,113242169,1,PARTICION
113242001,113242170,1,PARTICION
113242001,113242171,1,PARTICION
113242255,113242255,0,SIN MODIFICACION
113242062,113242259,1,PARTICION
113242062,113242260,1,PARTICION
113242065,113242261,1,PARTICION
113242155,113242262,0,SIN MODIFICACION
113242061,113242263,1,PARTICION
113242061,113242264,1,PARTICION
113242026,113242265,1,PARTICION
113242040,113242266,0,SIN MODIFICACION
113242026,113242401,1,PARTICION
113242061,113242402,1,PARTICION
113242039,113242800,0,SIN MODIFICACION
113242067,113242801,2,FUSION
113242001,113242802,1,PARTICION
113242001,113242803,1,PARTICION
113242001,113242804,1,PARTICION
113242001,113242805,1,PARTICION
113242001,113242806,1,PARTICION
113242001,113242807,1,PARTICION
113242059,113242808,1,PARTICION
113242056,113242809,1,PARTICION
113242001,113242810,1,PARTICION
113242056,113242811,1,PARTICION
113242900,113242900,0,SIN MODIFICACION
113242901,113242901,0,SIN MODIFICACION
113242902,113242902,0,SIN MODIFICACION
113252005,113252005,0,SIN MODIFICACION
113252006,113252006,0,SIN MODIFICACION
113252007,113252007,0,SIN MODIFICACION
113252008,113252008,0,SIN MODIFICACION
113252009,113252009,0,SIN MODIFICACION
113252010,113252010,0,SIN MODIFICACION
113252011,113252011,2,FUSION
113252012,113252012,0,SIN MODIFICACION
113252013,113252013,0,SIN MODIFICACION
113252015,113252015,0,SIN MODIFICACION
113252036,113252011,2,FUSION
113252037,113252037,0,SIN MODIFICACION
113252103,113252103,0,SIN MODIFICACION
113252104,113252104,0,SIN MODIFICACION
113252204,113252204,0,SIN MODIFICACION
113252014,113252800,1,PARTICION
113252014,113252801,1,PARTICION
113332016,113332016,0,SIN MODIFICACION
113332017,113332017,0,SIN MODIFICACION
113332032,113332032,0,SIN MODIFICACION
113332033,113332033,0,SIN MODIFICACION
113332034,113332034,0,SIN MODIFICACION
113332035,113332035,0,SIN MODIFICACION
113332036,113332036,0,SIN MODIFICACION
113332037,113332037,0,SIN MODIFICACION
113332038,113332038,0,SIN MODIFICACION
113332039,113332039,0,SIN MODIFICACION
113332046,113332046,0,SIN MODIFICACION
113332047,113332047,0,SIN MODIFICACION
113332048,113332048,0,SIN MODIFICACION
113332049,113332049,0,SIN MODIFICACION
113332050,113332050,0,SIN MODIFICACION
113332051,113332051,0,SIN MODIFICACION
113332052,113332052,0,SIN MODIFICACION
113332053,113332053,0,SIN MODIFICACION
113332083,113332083,0,SIN MODIFICACION
113332084,113332084,0,SIN MODIFICACION
113332085,113332085,0,SIN MODIFICACION
113332086,113332086,0,SIN MODIFICACION
113332087,113332087,0,SIN MODIFICACION
113332090,113332800,2,FUSION
113332091,113332091,2,FUSION
113332092,113332092,1,PARTICION
113332093,113332093,0,SIN MODIFICACION
113332094,113332091,2,FUSION
113332095,113332095,0,SIN MODIFICACION
113332054,113332096,1,PARTICION
113332054,113332097,1,PARTICION
113332092,113332401,1,PARTICION
113332089,113332800,2,FUSION
113352001,113352001,0,SIN MODIFICACION
113352022,113352800,2,FUSION
113352031,113352031,0,SIN MODIFICACION
113352034,113352034,0,SIN MODIFICACION
113352035,113352035,0,SIN MODIFICACION
113352002,113352800,2,FUSION
113432014,113432014,0,SIN MODIFICACION
113432015,113432015,0,SIN MODIFICACION
113432018,113432018,0,SIN MODIFICACION
113432019,113432019,0,SIN MODIFICACION
113432020,113432020,0,SIN MODIFICACION
113432021,113432021,0,SIN MODIFICACION
113432022,113432022,0,SIN MODIFICACION
113432023,113432023,0,SIN MODIFICACION
113432024,113432024,0,SIN MODIFICACION
113432025,113432025,0,SIN MODIFICACION
113432026,113432026,0,SIN MODIFICACION
113432027,113432027,0,SIN MODIFICACION
113432028,113432028,0,SIN MODIFICACION
113432029,113432029,0,SIN MODIFICACION
113432030,113432030,0,SIN MODIFICACION
113432082,113432082,0,SIN MODIFICACION
113432131,113432131,0,SIN MODIFICACION
113432231,113432231,0,SIN MODIFICACION
113532001,113532001,0,SIN MODIFICACION
113532002,113532002,0,SIN MODIFICACION
113532010,113532010,0,SIN MODIFICACION
113532011,113532011,0,SIN MODIFICACION
113532012,113532012,0,SIN MODIFICACION
113532013,113532013,0,SIN MODIFICACION
113532500,113532500,0,SIN MODIFICACION
113532009,113532800,1,PARTICION
113532009,113532801,1,PARTICION
113532004,113532802,1,PARTICION
113532004,113532803,1,PARTICION
114001001,114001001,0,SIN MODIFICACION
114001003,114001003,0,SIN MODIFICACION
114001500,114001500,0,SIN MODIFICACION
114002003,114002003,0,SIN MODIFICACION
114002006,114002006,0,SIN MODIFICACION
114002104,114002104,0,SIN MODIFICACION
114002204,114002204,0,SIN MODIFICACION
114002005,114002205,1,PARTICION
114002005,114002206,1,PARTICION
114002005,114002207,1,PARTICION
114003001,114003001,0,SIN MODIFICACION
114003002,114003002,0,SIN MODIFICACION
114003005,114003005,0,SIN MODIFICACION
114003006,114003006,0,SIN MODIFICACION
114003007,114003007,0,SIN MODIFICACION
114003008,114003008,0,SIN MODIFICACION
114003500,114003500,0,SIN MODIFICACION
114003003,114003800,0,SIN MODIFICACION
114003004,114003801,0,SIN MODIFICACION
114004001,114004001,0,SIN MODIFICACION
114004002,114004002,0,SIN MODIFICACION
114004003,114004003,0,SIN MODIFICACION
114004004,114004004,0,SIN MODIFICACION
114004005,114004005,0,SIN MODIFICACION
114004006,114004006,0,SIN MODIFICACION
114004007,114004007,0,SIN MODIFICACION
114004008,114004008,0,SIN MODIFICACION
114006001,114006001,0,SIN MODIFICACION
114006002,114006002,0,SIN MODIFICACION
114006003,114006003,0,SIN MODIFICACION
114006004,114006004,0,SIN MODIFICACION
114006005,114006005,0,SIN MODIFICACION
114006006,114006006,0,SIN MODIFICACION
114006007,114006007,0,SIN MODIFICACION
114006009,114006009,0,SIN MODIFICACION
114006010,114006010,0,SIN MODIFICACION
114009001,114009001,0,SIN MODIFICACION
114009002,114009002,0,SIN MODIFICACION
114009003,114009003,0,SIN MODIFICACION
114009004,114009004,0,SIN MODIFICACION
114009005,114009005,0,SIN MODIFICACION
114009007,114009007,0,SIN MODIFICACION
114009008,114009008,0,SIN MODIFICACION
114009009,114009009,0,SIN MODIFICACION
114009010,114009010,0,SIN MODIFICACION
114009011,114009011,0,SIN MODIFICACION
114009012,114009012,0,SIN MODIFICACION
114009013,114009013,0,SIN MODIFICACION
114009400,114009400,0,SIN MODIFICACION
114009401,114009401,0,SIN MODIFICACION
114009402,114009402,0,SIN MODIFICACION
114009403,114009403,0,SIN MODIFICACION
114009404,114009404,0,SIN MODIFICACION
114009405,114009405,0,SIN MODIFICACION
114010001,114010001,0,SIN MODIFICACION
114010002,114010002,0,SIN MODIFICACION
114010003,114010003,0,SIN MODIFICACION
114010004,114010004,0,SIN MODIFICACION
114010005,114010005,0,SIN MODIFICACION
114010006,114010006,0,SIN MODIFICACION
114010007,114010007,0,SIN MODIFICACION
114010008,114010008,0,SIN MODIFICACION
114010009,114010009,0,SIN MODIFICACION
114010010,114010010,0,SIN MODIFICACION
114010011,114010011,0,SIN MODIFICACION
114010500,114010500,0,SIN MODIFICACION
114010501,114010501,0,SIN MODIFICACION
114015002,114015002,0,SIN MODIFICACION
114015003,114015003,0,SIN MODIFICACION
114015004,114015004,0,SIN MODIFICACION
114015005,114015005,0,SIN MODIFICACION
114015001,114015010,1,PARTICION
114015001,114015401,1,PARTICION
114015001,114015402,1,PARTICION
114015001,114015403,1,PARTICION
114016001,114016001,0,SIN MODIFICACION
114016002,114016002,0,SIN MODIFICACION
114016004,114016004,0,SIN MODIFICACION
114016005,114016005,0,SIN MODIFICACION
114016006,114016006,0,SIN MODIFICACION
114017001,114017001,0,SIN MODIFICACION
114017002,114017002,0,SIN MODIFICACION
114017003,114017003,0,SIN MODIFICACION
114017004,114017004,0,SIN MODIFICACION
114017005,114017005,0,SIN MODIFICACION
114017006,114017006,0,SIN MODIFICACION
114017007,114017007,0,SIN MODIFICACION
114018001,114018001,0,SIN MODIFICACION
114018002,114018002,0,SIN MODIFICACION
114018003,114018003,0,SIN MODIFICACION
114018004,114018004,0,SIN MODIFICACION
114018005,114018005,0,SIN MODIFICACION
114018006,114018006,0,SIN MODIFICACION
114018007,114018007,0,SIN MODIFICACION
114023001,114023001,0,SIN MODIFICACION
114023002,114023002,0,SIN MODIFICACION
114023003,114023003,0,SIN MODIFICACION
114023004,114023004,0,SIN MODIFICACION
114023005,114023005,0,SIN MODIFICACION
114023006,114023006,0,SIN MODIFICACION
114023007,114023007,0,SIN MODIFICACION
114023008,114023008,0,SIN MODIFICACION
114023009,114023009,0,SIN MODIFICACION
114023010,114023010,0,SIN MODIFICACION
114023011,114023011,0,SIN MODIFICACION
114023012,114023012,0,SIN MODIFICACION
114023013,114023013,0,SIN MODIFICACION
114023014,114023014,0,SIN MODIFICACION
114023015,114023015,0,SIN MODIFICACION
114023016,114023016,0,SIN MODIFICACION
114024001,114024001,0,SIN MODIFICACION
114024002,114024002,0,SIN MODIFICACION
114024003,114024003,0,SIN MODIFICACION
114024004,114024004,0,SIN MODIFICACION
114024005,114024005,0,SIN MODIFICACION
114024006,114024006,0,SIN MODIFICACION
114024007,114024007,0,SIN MODIFICACION
114024008,114024008,0,SIN MODIFICACION
114024009,114024009,0,SIN MODIFICACION
114024010,114024010,0,SIN MODIFICACION
114024011,114024011,0,SIN MODIFICACION
114024012,114024012,0,SIN MODIFICACION
114024013,114024013,0,SIN MODIFICACION
114024014,114024014,0,SIN MODIFICACION
114024015,114024015,0,SIN MODIFICACION
114024016,114024016,0,SIN MODIFICACION
114024017,114024017,0,SIN MODIFICACION
114024018,114024018,0,SIN MODIFICACION
114024019,114024019,0,SIN MODIFICACION
114024020,114024020,0,SIN MODIFICACION
114024021,114024021,0,SIN MODIFICACION
114024022,114024022,0,SIN MODIFICACION
114026001,114026001,0,SIN MODIFICACION
114026002,114026002,0,SIN MODIFICACION
114026003,114026003,0,SIN MODIFICACION
114026004,114026004,0,SIN MODIFICACION
114026005,114026005,0,SIN MODIFICACION
114026006,114026006,0,SIN MODIFICACION
114026007,114026007,0,SIN MODIFICACION
114026008,114026008,0,SIN MODIFICACION
114026009,114026009,0,SIN MODIFICACION
114026010,114026010,0,SIN MODIFICACION
114026011,114026011,0,SIN MODIFICACION
114105001,114105001,0,SIN MODIFICACION
114105003,114105003,0,SIN MODIFICACION
114105008,114105008,0,SIN MODIFICACION
114105009,114105009,0,SIN MODIFICACION
114105010,114105010,0,SIN MODIFICACION
114105011,114105011,0,SIN MODIFICACION
114105012,114105012,0,SIN MODIFICACION
114105013,114105013,0,SIN MODIFICACION
114107001,114107001,0,SIN MODIFICACION
114107002,114107002,0,SIN MODIFICACION
114107003,114107003,0,SIN MODIFICACION
114107005,114107005,0,SIN MODIFICACION
114107006,114107006,0,SIN MODIFICACION
114107007,114107007,0,SIN MODIFICACION
114107008,114107008,0,SIN MODIFICACION
114107013,114107013,0,SIN MODIFICACION
114107004,114107014,1,PARTICION
114107004,114107015,1,PARTICION
114108012,114108012,0,SIN MODIFICACION
114108013,114108013,0,SIN MODIFICACION
114108014,114108014,0,SIN MODIFICACION
114108015,114108015,0,SIN MODIFICACION
114108016,114108016,0,SIN MODIFICACION
114111003,114111003,0,SIN MODIFICACION
114111004,114111004,0,SIN MODIFICACION
114111008,114111008,0,SIN MODIFICACION
114111009,114111009,0,SIN MODIFICACION
114111010,114111010,0,SIN MODIFICACION
114111011,114111011,0,SIN MODIFICACION
114111012,114111012,0,SIN MODIFICACION
114112006,114112006,0,SIN MODIFICACION
114112007,114112007,0,SIN MODIFICACION
114112008,114112008,0,SIN MODIFICACION
114112009,114112009,0,SIN MODIFICACION
114112010,114112010,0,SIN MODIFICACION
114112014,114112014,0,SIN MODIFICACION
114112400,114112400,0,SIN MODIFICACION
114113007,114113007,0,SIN MODIFICACION
114113008,114113008,0,SIN MODIFICACION
114113009,114113009,0,SIN MODIFICACION
114113010,114113010,0,SIN MODIFICACION
114113006,114113011,1,PARTICION
114113006,114113012,1,PARTICION
114113005,114113013,1,PARTICION
114113005,114113014,1,PARTICION
114114001,114114001,0,SIN MODIFICACION
114114002,114114002,0,SIN MODIFICACION
114114016,114114016,0,SIN MODIFICACION
114114017,114114018,1,PARTICION
114114017,114114019,1,PARTICION
114114007,114114022,1,PARTICION
114114007,114114023,1,PARTICION
114114407,114114407,0,SIN MODIFICACION
114114500,114114500,0,SIN MODIFICACION
114114501,114114501,0,SIN MODIFICACION
114114502,114114502,0,SIN MODIFICACION
114114017,114114800,1,PARTICION
114114017,114114801,1,PARTICION
114119001,114119001,0,SIN MODIFICACION
114119002,114119002,0,SIN MODIFICACION
114119003,114119003,0,SIN MODIFICACION
114119004,114119004,0,SIN MODIFICACION
114119011,114119011,0,SIN MODIFICACION
114119012,114119012,0,SIN MODIFICACION
114119013,114119013,0,SIN MODIFICACION
114120001,114120001,0,SIN MODIFICACION
114120003,114120003,0,SIN MODIFICACION
114120004,114120004,0,SIN MODIFICACION
114120008,114120008,0,SIN MODIFICACION
114120009,114120009,0,SIN MODIFICACION
114120010,114120010,0,SIN MODIFICACION
114121001,114121001,0,SIN MODIFICACION
114121002,114121002,0,SIN MODIFICACION
114121007,114121007,0,SIN MODIFICACION
114121008,114121008,0,SIN MODIFICACION
114121009,114121009,0,SIN MODIFICACION
114121010,114121010,0,SIN MODIFICACION
114122004,114122004,0,SIN MODIFICACION
114122007,114122007,0,SIN MODIFICACION
114122008,114122008,0,SIN MODIFICACION
114122009,114122009,0,SIN MODIFICACION
114122010,114122010,0,SIN MODIFICACION
114122011,114122011,0,SIN MODIFICACION
114122012,114122012,0,SIN MODIFICACION
114125001,114125001,0,SIN MODIFICACION
114125002,114125002,0,SIN MODIFICACION
114125003,114125003,0,SIN MODIFICACION
114125005,114125005,0,SIN MODIFICACION
114205002,114205002,0,SIN MODIFICACION
114205004,114205004,0,SIN MODIFICACION
114205005,114205005,0,SIN MODIFICACION
114205006,114205006,0,SIN MODIFICACION
114205007,114205007,0,SIN MODIFICACION
114205014,114205014,0,SIN MODIFICACION
114205015,114205015,0,SIN MODIFICACION
114205016,114205016,0,SIN MODIFICACION
114205017,114205017,0,SIN MODIFICACION
114207009,114207009,0,SIN MODIFICACION
114207010,114207010,0,SIN MODIFICACION
114207011,114207011,0,SIN MODIFICACION
114207012,114207012,0,SIN MODIFICACION
114207014,114207014,0,SIN MODIFICACION
114207500,114207500,0,SIN MODIFICACION
114208001,114208001,0,SIN MODIFICACION
114208002,114208002,0,SIN MODIFICACION
114208003,114208003,0,SIN MODIFICACION
114208004,114208004,0,SIN MODIFICACION
114208005,114208005,0,SIN MODIFICACION
114208006,114208006,0,SIN MODIFICACION
114208007,114208007,0,SIN MODIFICACION
114208008,114208008,0,SIN MODIFICACION
114208009,114208009,0,SIN MODIFICACION
114208010,114208010,0,SIN MODIFICACION
114208011,114208011,0,SIN MODIFICACION
114211001,114211001,0,SIN MODIFICACION
114211002,114211002,0,SIN MODIFICACION
114211005,114211005,0,SIN MODIFICACION
114211006,114211006,0,SIN MODIFICACION
114211007,114211007,0,SIN MODIFICACION
114211013,114211013,0,SIN MODIFICACION
114211014,114211014,0,SIN MODIFICACION
114211015,114211015,0,SIN MODIFICACION
114211400,114211400,0,SIN MODIFICACION
114212001,114212001,0,SIN MODIFICACION
114212002,114212002,0,SIN MODIFICACION
114212003,114212003,0,SIN MODIFICACION
114212004,114212004,0,SIN MODIFICACION
114212005,114212005,0,SIN MODIFICACION
114212011,114212011,0,SIN MODIFICACION
114212012,114212012,0,SIN MODIFICACION
114212013,114212013,0,SIN MODIFICACION
114213001,114213001,0,SIN MODIFICACION
114213002,114213002,0,SIN MODIFICACION
114213003,114213003,0,SIN MODIFICACION
114213004,114213004,0,SIN MODIFICACION
114213011,114213011,0,SIN MODIFICACION
114214006,114214006,0,SIN MODIFICACION
114214009,114214009,2,FUSION
114214010,114214010,0,SIN MODIFICACION
114214011,114214011,0,SIN MODIFICACION
114214012,114214012,0,SIN MODIFICACION
114214015,114214015,0,SIN MODIFICACION
114214019,114214800,1,PARTICION
114214019,114214801,1,PARTICION
114214905,114214009,2,FUSION
114219006,114219006,0,SIN MODIFICACION
114219007,114219007,0,SIN MODIFICACION
114219008,114219008,0,SIN MODIFICACION
114219009,114219009,0,SIN MODIFICACION
114219010,114219010,0,SIN MODIFICACION
114220002,114220002,0,SIN MODIFICACION
114220005,114220005,0,SIN MODIFICACION
114220006,114220006,0,SIN MODIFICACION
114220007,114220007,0,SIN MODIFICACION
114220011,114220011,0,SIN MODIFICACION
114221003,114221003,0,SIN MODIFICACION
114221004,114221004,0,SIN MODIFICACION
114221005,114221005,0,SIN MODIFICACION
114221006,114221006,0,SIN MODIFICACION
114221011,114221011,0,SIN MODIFICACION
114221012,114221012,0,SIN MODIFICACION
114222001,114222001,0,SIN MODIFICACION
114222002,114222002,0,SIN MODIFICACION
114222003,114222003,0,SIN MODIFICACION
114222006,114222006,0,SIN MODIFICACION
114222012,114222012,0,SIN MODIFICACION
114222500,114222800,2,FUSION
114222005,114222800,2,FUSION
114225004,114225004,0,SIN MODIFICACION
114225006,114225006,0,SIN MODIFICACION
114225007,114225007,0,SIN MODIFICACION
114225008,114225008,0,SIN MODIFICACION
114225009,114225009,0,SIN MODIFICACION
115001001,115001001,0,SIN MODIFICACION
115001002,115001002,0,SIN MODIFICACION
115001003,115001003,0,SIN MODIFICACION
115001004,115001004,0,SIN MODIFICACION
115001005,115001005,0,SIN MODIFICACION
115001006,115001006,0,SIN MODIFICACION
115001007,115001007,0,SIN MODIFICACION
115001008,115001008,0,SIN MODIFICACION
115001009,115001009,0,SIN MODIFICACION
115002001,115002001,0,SIN MODIFICACION
115002002,115002002,0,SIN MODIFICACION
115002003,115002003,0,SIN MODIFICACION
115002004,115002004,0,SIN MODIFICACION
115002005,115002005,0,SIN MODIFICACION
115002006,115002006,0,SIN MODIFICACION
115002007,115002007,0,SIN MODIFICACION
115002008,115002008,0,SIN MODIFICACION
115002009,115002009,0,SIN MODIFICACION
115002010,115002010,0,SIN MODIFICACION
115002400,115002400,0,SIN MODIFICACION
115013001,115013001,0,SIN MODIFICACION
115013002,115013002,0,SIN MODIFICACION
115013003,115013003,0,SIN MODIFICACION
115013004,115013004,0,SIN MODIFICACION
115013005,115013005,0,SIN MODIFICACION
115013006,115013006,0,SIN MODIFICACION
115013007,115013007,0,SIN MODIFICACION
115013008,115013008,0,SIN MODIFICACION
115013009,115013009,0,SIN MODIFICACION
115013010,115013010,0,SIN MODIFICACION
115013011,115013011,0,SIN MODIFICACION
115013012,115013012,0,SIN MODIFICACION
115103003,115103003,0,SIN MODIFICACION
115103004,115103004,0,SIN MODIFICACION
115103006,115103006,0,SIN MODIFICACION
115103007,115103007,0,SIN MODIFICACION
115103008,115103008,0,SIN MODIFICACION
115103011,115103011,0,SIN MODIFICACION
115103012,115103012,0,SIN MODIFICACION
115103013,115103013,0,SIN MODIFICACION
115103014,115103014,0,SIN MODIFICACION
115103015,115103015,0,SIN MODIFICACION
115104001,115104001,0,SIN MODIFICACION
115104008,115104008,0,SIN MODIFICACION
115104009,115104009,0,SIN MODIFICACION
115104010,115104010,0,SIN MODIFICACION
115104011,115104011,0,SIN MODIFICACION
115104012,115104012,0,SIN MODIFICACION
115104013,115104013,0,SIN MODIFICACION
115104014,115104014,0,SIN MODIFICACION
115105001,115105001,0,SIN MODIFICACION
115105002,115105002,0,SIN MODIFICACION
115105006,115105006,0,SIN MODIFICACION
115106001,115106001,0,SIN MODIFICACION
115106002,115106002,0,SIN MODIFICACION
115106003,115106003,0,SIN MODIFICACION
115106009,115106009,0,SIN MODIFICACION
115106010,115106010,0,SIN MODIFICACION
115106022,115106022,0,SIN MODIFICACION
115107006,115107006,0,SIN MODIFICACION
115107007,115107007,0,SIN MODIFICACION
115107008,115107008,0,SIN MODIFICACION
115107009,115107009,0,SIN MODIFICACION
115107010,115107010,0,SIN MODIFICACION
115108001,115108001,0,SIN MODIFICACION
115108006,115108006,0,SIN MODIFICACION
115108007,115108007,0,SIN MODIFICACION
115108008,115108008,0,SIN MODIFICACION
115108010,115108010,0,SIN MODIFICACION
115108009,115108500,1,PARTICION
115108009,115108800,1,PARTICION
115109001,115109001,0,SIN MODIFICACION
115109007,115109007,0,SIN MODIFICACION
115109008,115109008,0,SIN MODIFICACION
115109009,115109009,0,SIN MODIFICACION
115109010,115109010,0,SIN MODIFICACION
115110003,115110003,0,SIN MODIFICACION
115110004,115110004,0,SIN MODIFICACION
115110005,115110005,0,SIN MODIFICACION
115110006,115110006,0,SIN MODIFICACION
115110007,115110007,0,SIN MODIFICACION
115110008,115110008,0,SIN MODIFICACION
115111001,115111001,0,SIN MODIFICACION
115111002,115111002,0,SIN MODIFICACION
115111008,115111008,0,SIN MODIFICACION
115111009,115111009,0,SIN MODIFICACION
115112003,115112003,0,SIN MODIFICACION
115112004,115112004,0,SIN MODIFICACION
115112005,115112005,0,SIN MODIFICACION
115112006,115112006,0,SIN MODIFICACION
115114001,115114001,0,SIN MODIFICACION
115114002,115114002,0,SIN MODIFICACION
115114003,115114003,0,SIN MODIFICACION
115114008,115114008,0,SIN MODIFICACION
115114009,115114009,0,SIN MODIFICACION
115114010,115114010,0,SIN MODIFICACION
115203001,115203001,0,SIN MODIFICACION
115203002,115203002,0,SIN MODIFICACION
115203009,115203009,0,SIN MODIFICACION
115203010,115203010,0,SIN MODIFICACION
115203016,115203016,0,SIN MODIFICACION
115203017,115203017,0,SIN MODIFICACION
115204002,115204002,0,SIN MODIFICACION
115204003,115204003,0,SIN MODIFICACION
115204004,115204004,0,SIN MODIFICACION
115204005,115204005,0,SIN MODIFICACION
115204006,115204006,0,SIN MODIFICACION
115204007,115204007,0,SIN MODIFICACION
115204015,115204015,0,SIN MODIFICACION
115205003,115205003,0,SIN MODIFICACION
115205004,115205004,0,SIN MODIFICACION
115205005,115205005,0,SIN MODIFICACION
115206011,115206011,0,SIN MODIFICACION
115206012,115206012,0,SIN MODIFICACION
115206013,115206013,0,SIN MODIFICACION
115206014,115206014,0,SIN MODIFICACION
115206019,115206019,0,SIN MODIFICACION
115206020,115206020,0,SIN MODIFICACION
115206021,115206021,0,SIN MODIFICACION
115207001,115207001,0,SIN MODIFICACION
115207002,115207002,0,SIN MODIFICACION
115207003,115207003,0,SIN MODIFICACION
115207004,115207004,0,SIN MODIFICACION
115207005,115207005,0,SIN MODIFICACION
115208002,115208002,0,SIN MODIFICACION
115208003,115208003,0,SIN MODIFICACION
115208004,115208004,0,SIN MODIFICACION
115208005,115208005,0,SIN MODIFICACION
115209002,115209002,0,SIN MODIFICACION
115209003,115209003,0,SIN MODIFICACION
115209004,115209004,0,SIN MODIFICACION
115209005,115209005,0,SIN MODIFICACION
115209006,115209006,0,SIN MODIFICACION
115209011,115209011,0,SIN MODIFICACION
115209012,115209012,0,SIN MODIFICACION
115210001,115210001,0,SIN MODIFICACION
115210002,115210002,0,SIN MODIFICACION
115210009,115210009,0,SIN MODIFICACION
115210010,115210010,0,SIN MODIFICACION
115210011,115210011,0,SIN MODIFICACION
115210400,115210400,0,SIN MODIFICACION
115211003,115211003,0,SIN MODIFICACION
115211004,115211004,0,SIN MODIFICACION
115211005,115211005,0,SIN MODIFICACION
115211006,115211006,0,SIN MODIFICACION
